id,context,question,A,B,C,D,answer
87,"基金1:本基金将采用“自上而下”的大类资产配置策略和“自下而上”的股票投资策略相结合的方法进行投资。
基金2:本基金主要采取完全复制法，即按照标的指数成份股组成及其权重构建股票投资组合，并根据标的指数成份股及其权重的变动而进行相应的调整。
基于流动性管理的需要，本基金可以投资于到期日在一年期以内的政府债券、央行票据和金融债，债券投资的目的是保证基金资产流动性并提高基金资产的投资收益。
本基金投资股指期货将主要选择流动性好、交易活跃的股指期货合约。",基金1和基金2在风险控制方面有何不同？,基金1和基金2在风险控制方面没有明显的不同之处。,基金1和基金2均通过自上而下的大类资产配置策略和自下而上的股票投资策略来控制风险。,基金1通过自上而下的大类资产配置策略和自下而上的股票投资策略来控制风险，而基金2通过完全复制法和投资短期债券来控制风险。,基金1和基金2都主要采取完全复制法来控制风险，且二者都投资于到期日在一年期以内的政府债券、央行票据和金融债。,
88,"基金1:本基金将采用“自上而下”的大类资产配置策略和“自下而上”的股票投资策略相结合的方法进行投资。
基金2:本基金主要采取完全复制法，即按照标的指数成份股组成及其权重构建股票投资组合，并根据标的指数成份股及其权重的变动而进行相应的调整。
基于流动性管理的需要，本基金可以投资于到期日在一年期以内的政府债券、央行票据和金融债，债券投资的目的是保证基金资产流动性并提高基金资产的投资收益。
本基金投资股指期货将主要选择流动性好、交易活跃的股指期货合约。",两只基金在配置资产上有何不同？,基金1和基金2都会投资于到期日在一年期以内的政府债券、央行票据和金融债，以提高基金资产的投资收益。,基金1会采用大类资产配置策略，可能涉及多种资产类别的投资，而基金2主要通过投资标的指数成份股和短期债券来配置资产。,基金1和基金2的资产配置策略相同，都采取了大类资产配置策略和股票投资策略。,基金1和基金2的资产配置方式都是完全复制法，即按照标的指数成份股组成及其权重构建股票投资组合。,
89,"基金1:本基金通过对国内外宏观经济态势、利率走势、收益率曲线变化趋势和信用风险变化等因素进行综合分析，构建和调整固定收益证券投资组合，力求获得稳健的投资收益。
基金2:本基金充分发挥基金管理人的研究优势，将严谨、规范化的基本面研究分析与积极主动的投资风格相结合，在分析和判断宏观经济运行状况和金融市场运行趋势的基础上，动态调整债券、股票等大类资产比例。本基金以债券投资为核心，重点关注债券组合久期调整、期限结构配置及债券类属配置，并在严谨深入的信用分析基础上，综合考量信用债券的信用评级，以及各类债券的流动性、供求关系和收益率水平等，同时本基金也通过综合运用骑乘操作、套利操作等策略精选个券，提高投资组合收益。此外，在风险可控的前提下，本基金适度关注股票、权证市场的运行状况与相应风险收益特征，有效把握投资机会，适时增强组合收益。",基金1和基金2对债券投资的关注点有何不同？,基金1和基金2对债券投资的关注点不同，基金1主要关注债券类别配置、久期调整和期限结构配置，而基金2只关注宏观经济、利率走势、收益率曲线和信用风险变化。,基金1主要通过对宏观经济、利率走势、收益率曲线和信用风险变化等因素的分析来进行投资决策，而基金2除了关注这些因素外，还会考虑债券类别配置、久期调整和期限结构配置。,基金1和基金2对债券投资的关注点完全一样，都只关注宏观经济、利率走势、收益率曲线和信用风险变化等因素。,基金1和基金2对债券投资的关注点没有明显不同，都是通过综合分析宏观经济和市场因素进行投资决策。,
90,"基金1:在本基金投资管理计划中，投资策略由自上而下的资产配置计划和自下而上的单个证券选择计划组成。
在本基金的债券（可转债除外）投资过程中，本基金管理人将采取积极主动的投资策略，在宏观经济趋势研究、货币及财政政策趋势研究的基础上，以中长期利率趋势分析和债券市场供求关系研究为核心，结合信用息差水平分析和收益率曲线形态分析，实施积极的债券投资组合管理，以获取较高的债券组合投资收益。
本基金的股票投资包括新股申购、公开增发等一级市场投资和股票二级市场投资。
权证为本基金辅助性投资工具，其投资原则为有利于基金资产增值。
基金2:本基金综合分析和持续跟踪基本面、政策面、市场面等多方面因素（其中，基本面因素包括国民生产总值、居民消费价格指数、工业增加值、失业率水平、固定资产投资总量、发电量等宏观经济统计数据；政策面因素包括存款准备金率、存贷款利率、再贴现率、公开市场操作等货币政策、政府购买总量、转移支付水平以及税收政策等财政政策；市场面因素包括市场参与者情绪、市场资金供求变化、市场P/E 与历史平均水平的偏离程度等），结合全球宏观经济形势，研判国内外经济的发展趋势，并在严格控制投资组合风险的前提下，对投资组合中股票、债券、货币市场工具和法律法规或中国证监会允许基金投资的其他品种进行战略配置和动态调整，以规避或分散市场风险，力争实现基金资产的中长期稳健增值。
在股票投资中，本基金主要采用“自下而上”的策略，精选出具有持续竞争优势且估值有吸引力的股票，精心科学构建股票投资组合，并辅以严格的投资组合风险控制，以获得当期的较高投资收益。
本基金以套期保值为目的，参与股指期货交易。
本基金将权证看作是辅助性投资工具，其投资原则为优化基金资产的风险收益特征，有利于基金资产增值，有利于加强基金风险控制。",基金1和基金2的债券投资策略有什么不同？,基金1和基金2的债券投资策略侧重点不同，基金1更注重利用利率趋势分析和信用息差水平分析，以获取债券组合投资收益，而基金2更侧重于全面综合分析基本面、政策面和市场面等多方面因素，以规避或分散市场风险。,基金1和基金2的债券投资策略在核心分析因素上有所不同，基金1更关注债券市场供求关系和收益率曲线形态分析，而基金2更注重宏观经济形势和全球经济趋势的研判。,基金1和基金2的债券投资策略在操作层面上有所差异，基金1采取积极的债券投资组合管理策略，而基金2更注重对债券市场进行战略配置和动态调整，以实现中长期稳健增值。,基金1在债券投资中采取积极主动的策略，考虑各种经济趋势和市场分析，而基金2在债券投资中更强调全球宏观经济情况，通过对各种因素的分析进行战略配置和动态调整,
91,"基金1:在本基金投资管理计划中，投资策略由自上而下的资产配置计划和自下而上的单个证券选择计划组成。
在本基金的债券（可转债除外）投资过程中，本基金管理人将采取积极主动的投资策略，在宏观经济趋势研究、货币及财政政策趋势研究的基础上，以中长期利率趋势分析和债券市场供求关系研究为核心，结合信用息差水平分析和收益率曲线形态分析，实施积极的债券投资组合管理，以获取较高的债券组合投资收益。
本基金的股票投资包括新股申购、公开增发等一级市场投资和股票二级市场投资。
权证为本基金辅助性投资工具，其投资原则为有利于基金资产增值。
基金2:在封闭期内，本基金采取灵活的券种配置策略，兼顾产品流动性，追求稳健收益。
买入并持有策略是对所投资固定收益品种的剩余期限与基金的剩余封闭期进行期限匹配，主要投资于剩余期限（或回售期限）不超过基金剩余封闭期的固定收益类工具。
本基金将在考虑债券投资的风险收益情况，以及回购成本等因素的情况下，在风险可控以及法律法规允许的范围内，通过债券回购，放大杠杆进行投资操作。
封闭期初，本基金综合考虑各种因素，可以对银行进行银行定期存款和大额存单的投资。
首先，基于对封闭运作期内资金面走势的判断，确定回购期限的选择。
基金管理人将对市场公开发行的所有短期融资券、中期票据等信用债券进行深入的研究和分析，在每个基金封闭运作期，基金管理人根据剩余期限、信用评级进行筛选，形成本基金的债券库。
将持有债券的组合久期与封闭期进行适当的匹配。
中小企业私募债票面利率较高、信用风险较大、二级市场流动性较差。中小企业私募债不强制第三方评级。",基金1和基金2的投资工具有何不同？,基金1的投资工具主要包括债券、股票和权证；而基金2的投资工具则主要包括固定收益类工具、银行定期存款和大额存单、短期融资券、中期票据等信用债券。,基金1和基金2的投资工具没有区别，都包括债券、股票和权证。,基金1的投资工具主要包括固定收益类工具和股票，而基金2的投资工具主要包括债券和权证。,基金1的投资工具主要包括固定收益类工具，而基金2的投资工具主要包括股票和权证。,
92,"基金1:在本基金投资管理计划中，投资策略由自上而下的资产配置计划和自下而上的单个证券选择计划组成。
在本基金的债券（可转债除外）投资过程中，本基金管理人将采取积极主动的投资策略，在宏观经济趋势研究、货币及财政政策趋势研究的基础上，以中长期利率趋势分析和债券市场供求关系研究为核心，结合信用息差水平分析和收益率曲线形态分析，实施积极的债券投资组合管理，以获取较高的债券组合投资收益。
本基金的股票投资包括新股申购、公开增发等一级市场投资和股票二级市场投资。
权证为本基金辅助性投资工具，其投资原则为有利于基金资产增值。
基金2:在封闭期内，本基金采取灵活的券种配置策略，兼顾产品流动性，追求稳健收益。
买入并持有策略是对所投资固定收益品种的剩余期限与基金的剩余封闭期进行期限匹配，主要投资于剩余期限（或回售期限）不超过基金剩余封闭期的固定收益类工具。
本基金将在考虑债券投资的风险收益情况，以及回购成本等因素的情况下，在风险可控以及法律法规允许的范围内，通过债券回购，放大杠杆进行投资操作。
封闭期初，本基金综合考虑各种因素，可以对银行进行银行定期存款和大额存单的投资。
首先，基于对封闭运作期内资金面走势的判断，确定回购期限的选择。
基金管理人将对市场公开发行的所有短期融资券、中期票据等信用债券进行深入的研究和分析，在每个基金封闭运作期，基金管理人根据剩余期限、信用评级进行筛选，形成本基金的债券库。
将持有债券的组合久期与封闭期进行适当的匹配。
中小企业私募债票面利率较高、信用风险较大、二级市场流动性较差。中小企业私募债不强制第三方评级。",基金1和基金2在投资逻辑上有何不同？,基金1和基金2在投资逻辑上并无不同，它们都是追求较高收益的积极投资策略。,基金1主打积极投资，追求较高收益；基金2更注重风险控制，追求稳定收益。,基金1和基金2在投资逻辑上并无不同，它们都注重风险控制，追求稳定收益。,基金1和基金2在投资逻辑上的区别不明显，它们都可以追求较高收益和稳定收益的投资目标。,
93,"基金1:在本基金投资管理计划中，投资策略由自上而下的资产配置计划和自下而上的单个证券选择计划组成。
在本基金的债券（可转债除外）投资过程中，本基金管理人将采取积极主动的投资策略，在宏观经济趋势研究、货币及财政政策趋势研究的基础上，以中长期利率趋势分析和债券市场供求关系研究为核心，结合信用息差水平分析和收益率曲线形态分析，实施积极的债券投资组合管理，以获取较高的债券组合投资收益。
本基金的股票投资包括新股申购、公开增发等一级市场投资和股票二级市场投资。
权证为本基金辅助性投资工具，其投资原则为有利于基金资产增值。
基金2:在封闭期内，本基金采取灵活的券种配置策略，兼顾产品流动性，追求稳健收益。
买入并持有策略是对所投资固定收益品种的剩余期限与基金的剩余封闭期进行期限匹配，主要投资于剩余期限（或回售期限）不超过基金剩余封闭期的固定收益类工具。
本基金将在考虑债券投资的风险收益情况，以及回购成本等因素的情况下，在风险可控以及法律法规允许的范围内，通过债券回购，放大杠杆进行投资操作。
封闭期初，本基金综合考虑各种因素，可以对银行进行银行定期存款和大额存单的投资。
首先，基于对封闭运作期内资金面走势的判断，确定回购期限的选择。
基金管理人将对市场公开发行的所有短期融资券、中期票据等信用债券进行深入的研究和分析，在每个基金封闭运作期，基金管理人根据剩余期限、信用评级进行筛选，形成本基金的债券库。
将持有债券的组合久期与封闭期进行适当的匹配。
中小企业私募债票面利率较高、信用风险较大、二级市场流动性较差。中小企业私募债不强制第三方评级。",基金1和基金2的投资目标有何不同？,基金1的投资目标是获取较高的债券组合投资收益；基金2的投资目标是追求稳健收益。,基金1的投资目标是获取较高的债券组合投资收益；基金2的投资目标是灵活的券种配置策略。,基金1和基金2的投资目标没有明显区别。,基金1的投资目标是获取较高的债券组合投资收益和基金资产增值；基金2的投资目标是在封闭期内，通过采取灵活的券种配置策略，兼顾产品流动性，追求稳健收益。,
94,"基金1:本基金的大类资产配置策略主要是通过对宏观经济周期运行规律的研究，基于定量与定性相结合的宏观及市场分析，确定组合中股票、债券、货币市场工具及其他金融工具的比例，规避系统性风险。
本基金所定义的“新区域新经济”是指从区域经济优势地区和战略新兴产业两个维度筛选并分析相关行业和上市公司，从中挑选优质的、具备卓越商业模式和较强竞争力的优质企业。
本基金在债券投资方面，通过深入分析宏观经济数据、货币政策和利率变化趋势以及不同类属的收益率水平、流动性和信用风险等因素，贯彻“自上而下”的策略，采用三级资产配置的流程。
在法律法规许可时，本基金可基于谨慎原则运用权证、股票指数期货等相关金融衍生工具对基金投资组合进行管理，以控制并降低投资组合风险、提高投资效率，降低跟踪误差，从而更好地实现本基金的投资目标。
基金2:本基金以基金非债券资产90%以上的资金对深证100指数的成份股进行股票指数化投资。股票指数化投资部分不得低于基金资产的50%，相对于深证100指数的日跟踪误差不超过0.5%。因基金规模或市场变化导致投资组合不能满足上述比例不在限制之内，但基金管理人应在合理期限内进行调整，以达到上述标准。",基金1在债券投资方面采用了什么策略?,基金1在债券投资方面采用了短期交易策略，通过追踪技术指标进行买卖决策。,基金1在债券投资方面采用了主动管理的策略，通过积极选择债券投资组合以追求超额收益，而非基于系统性风险规避的 passively 的策略。,基金1在债券投资方面，通过深入分析宏观经济数据、货币政策和利率变化趋势以及不同类属的收益率水平、流动性和信用风险等因素，贯彻“自上而下”的策略，采用三级资产配置的流程。,基金1在债券投资方面采用了“自下而上”的策略，专注于选择个别债券投资机会，而非整体宏观经济因素。,
95,"基金1:本基金的大类资产配置策略主要是通过对宏观经济周期运行规律的研究，基于定量与定性相结合的宏观及市场分析，确定组合中股票、债券、货币市场工具及其他金融工具的比例，规避系统性风险。
本基金所定义的“新区域新经济”是指从区域经济优势地区和战略新兴产业两个维度筛选并分析相关行业和上市公司，从中挑选优质的、具备卓越商业模式和较强竞争力的优质企业。
本基金在债券投资方面，通过深入分析宏观经济数据、货币政策和利率变化趋势以及不同类属的收益率水平、流动性和信用风险等因素，贯彻“自上而下”的策略，采用三级资产配置的流程。
在法律法规许可时，本基金可基于谨慎原则运用权证、股票指数期货等相关金融衍生工具对基金投资组合进行管理，以控制并降低投资组合风险、提高投资效率，降低跟踪误差，从而更好地实现本基金的投资目标。
基金2:本基金以基金非债券资产90%以上的资金对深证100指数的成份股进行股票指数化投资。股票指数化投资部分不得低于基金资产的50%，相对于深证100指数的日跟踪误差不超过0.5%。因基金规模或市场变化导致投资组合不能满足上述比例不在限制之内，但基金管理人应在合理期限内进行调整，以达到上述标准。",基金1在选股时，对优质企业有哪些定义?,基金1在选股时，优质企业是指行业地位高、前景广阔的大型企业。,基金1在选股时，优质企业指的是市值较大且历史业绩表现较好的企业。,基金1在选股时，选择的优质企业需具备卓越的商业模式和较强的竞争力，这些企业主要从区域经济优势地区和战略新兴产业中筛选出来。,基金1在选股时，优质企业是指市场声誉好、业绩稳定的企业。,
96,"基金1:本基金的大类资产配置策略主要是通过对宏观经济周期运行规律的研究，基于定量与定性相结合的宏观及市场分析，确定组合中股票、债券、货币市场工具及其他金融工具的比例，规避系统性风险。
本基金所定义的“新区域新经济”是指从区域经济优势地区和战略新兴产业两个维度筛选并分析相关行业和上市公司，从中挑选优质的、具备卓越商业模式和较强竞争力的优质企业。
本基金在债券投资方面，通过深入分析宏观经济数据、货币政策和利率变化趋势以及不同类属的收益率水平、流动性和信用风险等因素，贯彻“自上而下”的策略，采用三级资产配置的流程。
在法律法规许可时，本基金可基于谨慎原则运用权证、股票指数期货等相关金融衍生工具对基金投资组合进行管理，以控制并降低投资组合风险、提高投资效率，降低跟踪误差，从而更好地实现本基金的投资目标。
基金2:本基金以基金非债券资产90%以上的资金对深证100指数的成份股进行股票指数化投资。股票指数化投资部分不得低于基金资产的50%，相对于深证100指数的日跟踪误差不超过0.5%。因基金规模或市场变化导致投资组合不能满足上述比例不在限制之内，但基金管理人应在合理期限内进行调整，以达到上述标准。",基金2在面临基金规模或市场变化时，需要进行怎样的调整?,因基金规模或市场变化导致投资组合不能满足规定比例的情况下，基金2需要在合理期限内进行调整，以达到设定的标准。,基金2在面临基金规模或市场变化时，并不需要进行调整，可以按照原有的投资策略继续运作。,基金2在面临基金规模或市场变化时，需要降低股票指数化投资部分的比例，以降低投资组合的风险。,基金2在面临基金规模或市场变化时，可以随意调整投资组合的比例，以适应市场变化，并不需要按照设定的标准进行调整。,
97,"基金1:本基金充分发挥基金管理人的研究优势，将严谨、规范化的选股方法与积极主动的投资风格相结合，在分析和判断宏观经济运行和行业景气变化、以及上市公司成长潜力的基础上，通过优选成长性好、成长具有可持续性、成长质量优良、定价相对合理的股票进行投资，以谋求超额收益。
为此，本基金建立了一套上市公司成长性评价指标体系，该评价体系以上市公司未来两年的预期成长性为核心，通过定量与定性相结合的评价方法，选择出满足以下三个条件的上市公司为主要投资对象：
①未来两年预期主营业务收入增长率和息税前利润增长率超过GDP增长率；
②根据该成长性评价体系，在全部上市公司中成长性排名前10%；
③根据交银施罗德多元化价值评估体系，投资评级不低于2级。
其中，对于一些高成长性行业中具备显著竞争优势的企业，或者面临重大的发展机遇，具备超常规增长潜力的公司优先考虑。满足上述条件的股票占全部股票投资组合市值的比例不低于80%。
基金2:本基金采取兼顾风险预算管理的多层次复合投资策略。
根据本基金的投资理念和风险管理方针，基金将通过战略资产配置和战术资产配置决策来确定投资组合中股票、债券和现金的比例。
本基金以全市场A股流通股加权指数作为市场基准指数，使用行业/风格结构来构建股票组合，并以单个行业/风格的市场基准指数权重作为考虑的出发点；为增强股票组合的预期收益，本基金将通过自上而下和自下而上相结合的分析方法来确定股票组合中单个行业或风格偏离其市场基准指数权重的比例；为控制股票组合与市场基准指数的跟踪误差，本基金将对单个行业或风格组合偏离其市场基准指数权重的程度进行限制。
本基金将以A股市场具有良好流动性的上市股票作为选股范围，依据划分高质量、价值型和成长型的标准，通过估值比较、质量比较和增长比较三个层次的框架筛选出高质量的价值型公司和高质量的成长型公司，再基于竞争能力、估值比较和市场趋势等因素主动确定最终选择。
本基金将根据本基金的投资目标和股票投资策略，基于对基础证券投资价值的深入研究判断，进行存托凭证的投资。",基金1和基金2在选股方法上有何不同？,基金1采用全球宏观经济因素分析，根据宏观经济数据选择股票进行投资，而基金2主要依据公司财务状况和行业前景进行选股。,基金1以定性分析为主，通过公司业绩和管理层能力选择股票进行投资，而基金2主要依据定量分析和市场数据进行选股。,基金1采用技术指标分析，选择股票进行投资，而基金2主要依据公司盈利能力和市场竞争力进行选股。,基金1主要依据未来两年的预期成长性，根据预设的评价体系，选择符合特定条件的股票进行投资；而基金2通过分析行业/风格结构，对比估值、质量和增长等参数，选择高质量的价值型公司和高质量的成长型公司进行投资。,
98,"基金1:本基金充分发挥基金管理人的研究优势，将严谨、规范化的选股方法与积极主动的投资风格相结合，在分析和判断宏观经济运行和行业景气变化、以及上市公司成长潜力的基础上，通过优选成长性好、成长具有可持续性、成长质量优良、定价相对合理的股票进行投资，以谋求超额收益。
为此，本基金建立了一套上市公司成长性评价指标体系，该评价体系以上市公司未来两年的预期成长性为核心，通过定量与定性相结合的评价方法，选择出满足以下三个条件的上市公司为主要投资对象：
①未来两年预期主营业务收入增长率和息税前利润增长率超过GDP增长率；
②根据该成长性评价体系，在全部上市公司中成长性排名前10%；
③根据交银施罗德多元化价值评估体系，投资评级不低于2级。
其中，对于一些高成长性行业中具备显著竞争优势的企业，或者面临重大的发展机遇，具备超常规增长潜力的公司优先考虑。满足上述条件的股票占全部股票投资组合市值的比例不低于80%。
基金2:本基金采取兼顾风险预算管理的多层次复合投资策略。
根据本基金的投资理念和风险管理方针，基金将通过战略资产配置和战术资产配置决策来确定投资组合中股票、债券和现金的比例。
本基金以全市场A股流通股加权指数作为市场基准指数，使用行业/风格结构来构建股票组合，并以单个行业/风格的市场基准指数权重作为考虑的出发点；为增强股票组合的预期收益，本基金将通过自上而下和自下而上相结合的分析方法来确定股票组合中单个行业或风格偏离其市场基准指数权重的比例；为控制股票组合与市场基准指数的跟踪误差，本基金将对单个行业或风格组合偏离其市场基准指数权重的程度进行限制。
本基金将以A股市场具有良好流动性的上市股票作为选股范围，依据划分高质量、价值型和成长型的标准，通过估值比较、质量比较和增长比较三个层次的框架筛选出高质量的价值型公司和高质量的成长型公司，再基于竞争能力、估值比较和市场趋势等因素主动确定最终选择。
本基金将根据本基金的投资目标和股票投资策略，基于对基础证券投资价值的深入研究判断，进行存托凭证的投资。",基金2在构建股票组合时有何特殊考虑？,基金2在构建股票组合时不考虑单个行业/风格的市场基准指数权重，只注重股票的流动性和市场份额。,基金2在构建股票组合时会忽略单个行业/风格的市场基准指数权重，只关注预期收益的最大化。,基金2在构建股票组合时只考虑单个行业/风格的市场基准指数权重，忽略了市场趋势和竞争能力的因素。,基金2在构建股票组合时，会考虑单个行业/风格的市场基准指数权重，同时会限制单个行业或风格组合偏离其市场基准指数权重的程度，以控制跟踪误差。,
99,"基金1:基金奉行“自上而下”和“自下而上”相结合的主动式投资管理理念，采用价值分析方法，在分析和判断财政、货币、利率、通货膨胀等宏观经济运行指标的基础上，自上而下确定和动态调整大类资产比例和债券的组合目标久期、期限结构配置及类属配置；同时，采用“自下而上”的投资理念，在研究分析信用风险、流动性风险、供求关系、收益率水平、税收水平等因素基础上，自下而上的精选个券，把握固定收益类金融工具投资机会。
基金2:本基金采取兼顾风险预算管理的多层次复合投资策略。
根据本基金的投资理念和风险管理方针，基金将通过战略资产配置和战术资产配置决策来确定投资组合中股票、债券和现金的比例。
本基金以全市场A股流通股加权指数作为市场基准指数，使用行业/风格结构来构建股票组合，并以单个行业/风格的市场基准指数权重作为考虑的出发点；为增强股票组合的预期收益，本基金将通过自上而下和自下而上相结合的分析方法来确定股票组合中单个行业或风格偏离其市场基准指数权重的比例；为控制股票组合与市场基准指数的跟踪误差，本基金将对单个行业或风格组合偏离其市场基准指数权重的程度进行限制。
本基金将以A股市场具有良好流动性的上市股票作为选股范围，依据划分高质量、价值型和成长型的标准，通过估值比较、质量比较和增长比较三个层次的框架筛选出高质量的价值型公司和高质量的成长型公司，再基于竞争能力、估值比较和市场趋势等因素主动确定最终选择。
本基金将根据本基金的投资目标和股票投资策略，基于对基础证券投资价值的深入研究判断，进行存托凭证的投资。",基金1在投资管理理念上如何与基金2不同?,基金1在投资管理理念上更注重宏观经济运行指标的分析和判断，而基金2更注重风险预算管理的多层次复合投资策略，但两者并没有明显的不同之处。,"基金1和基金2的投资管理理念基本相同，都采用了""自上而下""和""自下而上""相结合的主动式投资管理理念，关注宏观经济运行指标和信用风险等因素。","基金1和基金2在投资管理理念上并没有明显的不同之处，两者都强调了""自上而下""和""自下而上""的投资管理理念，并都关注宏观经济运行指标和信用风险等因素。",基金1强调‘自上而下’和‘自下而上’的主动式投资管理理念，较多关注宏观经济运行指标和信用风险等因素，基金2更注重风险预算管理的多层次复合投资策略，提出了战略资产配置和战术资产配置，和追踪误差的控制。,
100,"基金1:基金奉行“自上而下”和“自下而上”相结合的主动式投资管理理念，采用价值分析方法，在分析和判断财政、货币、利率、通货膨胀等宏观经济运行指标的基础上，自上而下确定和动态调整大类资产比例和债券的组合目标久期、期限结构配置及类属配置；同时，采用“自下而上”的投资理念，在研究分析信用风险、流动性风险、供求关系、收益率水平、税收水平等因素基础上，自下而上的精选个券，把握固定收益类金融工具投资机会。
基金2:本基金采取兼顾风险预算管理的多层次复合投资策略。
根据本基金的投资理念和风险管理方针，基金将通过战略资产配置和战术资产配置决策来确定投资组合中股票、债券和现金的比例。
本基金以全市场A股流通股加权指数作为市场基准指数，使用行业/风格结构来构建股票组合，并以单个行业/风格的市场基准指数权重作为考虑的出发点；为增强股票组合的预期收益，本基金将通过自上而下和自下而上相结合的分析方法来确定股票组合中单个行业或风格偏离其市场基准指数权重的比例；为控制股票组合与市场基准指数的跟踪误差，本基金将对单个行业或风格组合偏离其市场基准指数权重的程度进行限制。
本基金将以A股市场具有良好流动性的上市股票作为选股范围，依据划分高质量、价值型和成长型的标准，通过估值比较、质量比较和增长比较三个层次的框架筛选出高质量的价值型公司和高质量的成长型公司，再基于竞争能力、估值比较和市场趋势等因素主动确定最终选择。
本基金将根据本基金的投资目标和股票投资策略，基于对基础证券投资价值的深入研究判断，进行存托凭证的投资。",基金2是如何增强股票组合的预期收益的?,基金2通过增加杠杆和进行高风险投资来增强股票组合的预期收益。,基金2通过自上而下和自下而上相结合的分析方法来确定股票组合中单个行业或风格偏离其市场基准指数权重的比例，从而增强股票组合的预期收益。,基金2通过使用技术分析和短期交易来增强股票组合的预期收益。,基金2通过对冲和套利策略来增强股票组合的预期收益。,
101,"基金1:基金奉行“自上而下”和“自下而上”相结合的主动式投资管理理念，采用价值分析方法，在分析和判断财政、货币、利率、通货膨胀等宏观经济运行指标的基础上，自上而下确定和动态调整大类资产比例和债券的组合目标久期、期限结构配置及类属配置；同时，采用“自下而上”的投资理念，在研究分析信用风险、流动性风险、供求关系、收益率水平、税收水平等因素基础上，自下而上的精选个券，把握固定收益类金融工具投资机会。
基金2:本基金采取兼顾风险预算管理的多层次复合投资策略。
根据本基金的投资理念和风险管理方针，基金将通过战略资产配置和战术资产配置决策来确定投资组合中股票、债券和现金的比例。
本基金以全市场A股流通股加权指数作为市场基准指数，使用行业/风格结构来构建股票组合，并以单个行业/风格的市场基准指数权重作为考虑的出发点；为增强股票组合的预期收益，本基金将通过自上而下和自下而上相结合的分析方法来确定股票组合中单个行业或风格偏离其市场基准指数权重的比例；为控制股票组合与市场基准指数的跟踪误差，本基金将对单个行业或风格组合偏离其市场基准指数权重的程度进行限制。
本基金将以A股市场具有良好流动性的上市股票作为选股范围，依据划分高质量、价值型和成长型的标准，通过估值比较、质量比较和增长比较三个层次的框架筛选出高质量的价值型公司和高质量的成长型公司，再基于竞争能力、估值比较和市场趋势等因素主动确定最终选择。
本基金将根据本基金的投资目标和股票投资策略，基于对基础证券投资价值的深入研究判断，进行存托凭证的投资。",基金1在精选个券时主要考量哪些因素?,基金1在精选个券时主要考虑市场趋势、公司治理、行业前景和市场竞争力等因素。,基金1在精选个券时主要考虑股价波动、市场参与者情绪、新闻事件和宏观政策等因素。,基金1在精选个券时主要考察信用风险、流动性风险、供求关系、收益率水平和税收水平等因素。,基金1在精选个券时主要考虑公司财务状况、市场份额、产品创新和品牌价值等因素。,
102,"基金1:本基金依据定期公布的宏观和金融数据以及投资部门对于宏观经济、股市政策、市场趋势的综合分析，重点关注包括、GDP增速、固定资产投资增速、净出口增速、通胀率、货币供应、利率等宏观指标的变化趋势，同时强调金融市场投资者行为分析，关注资本市场资金供求关系变化等因素，在深入分析和充分论证的基础上评估宏观经济运行及政策对资本市场的影响方向和力度，运用宏观经济模型（MEM）做出对于宏观经济的评价，结合投资制度的要求提出资产配置建议，经投资决策委员会审核后形成资产配置方案。
债券投资在保证资产流动性的基础上，采取利率预期策略、信用策略和时机策略相结合的积极性投资方法，力求在控制各类风险的基础上获取稳定的收益。
本基金通过基金经理的战略性选股思路以及投研部门的支持，筛选出价值优势明显的优质股票构建股票投资组合。在股票投资方面，本基金利用基金管理人股票研究数据库（SRD）对企业内在价值进行深入细致的分析，并进一步挖掘出受益于中国经济发展趋势和投资主题的公司股票进行投资。
本基金参与股指期货交易，以套期保值为目的，制定相应的投资策略。
基金2:本基金将采取利率策略、信用策略、相对价值策略等积极投资策略，在严格控制风险的前提下，发掘和利用市场失衡提供的投资机会，实现组合增值。通过全面研究GDP结构及GDP增长率、物价水平、就业以及国际收支等主要经济变量，分析宏观经济运行的可能情景，并预测财政政策、货币政策等宏观经济政策取向，分析金融市场资金供求状况变化趋势及结构。在此基础上，预测金融市场利率水平变动趋势，以及金融市场收益率曲线斜度变化趋势。本基金将通过在行业和个券方面进行分散化投资，降低投资标的的非系统性违约风险。根据单个债券到期收益率相对于市场收益率曲线的偏离程度，结合其信用等级、流动性、选择权条款、税赋特点等因素，确定其投资价值，主要选择定价合理或价值被低估的企业（公司）债券进行投资。",基金1和基金2在资产配置上有何不同？,基金1和基金2在资产配置上的不同主要表现在基金1注重宏观经济数据和市场趋势的综合分析，而基金2则更注重分析GDP结构和主要经济变量，预测宏观经济政策取向与金融市场资金供求状况变化趋势。,基金1和基金2在资产配置上的不同主要表现在基金1采取了套期保值策略，而基金2则采取了相对价值策略，前者更注重通过股指期货交易进行投资，后者则更注重通过债券投资实现组合增值。,基金1在资产配置上需要通过投研部门的分析和投资决策委员会的审核，其中包括债券投资和股票投资。而基金2则主要通过在行业和个券方面进行分散化投资，并选择定价合理或价值被低估的企业债券进行投资。,基金1和基金2在资产配置上的不同主要表现在基金1注重宏观经济运行及政策对资本市场的影响方向和力度的评估，并提出资产配置建议，而基金2则主要通过全面研究GDP结构及其它主要经济变量来预测宏观经济政策取向，并通过在行业和个券方面进行分散化投资降低风险。,
