id,question,A,B,C,D,answer
151,下列关于商业票据发行的说法错误的是()。,商业票据的发行包括直接发行和间接发行两种,大多数资信好的公司采用间接发行方式,商业票据采用贴现发行的方式,货币市场利率越高，贴现率越高;发行主体资信越好，贴现率越低,
152,在报价驱动市场中处于关键性地位的是()。,做市商,经纪人,个人投资者,机构投资者,
153,当市场利率()时，债券发行人能够以更低的利率融资，因此可能会提前偿还高息债券，以降低企业融资成本。,下降,上升,波动较大,波动较小,
154,交易所在制定标的资产的等级时，常采用国内或国际贸易中()作为标准交割等级。,按期货合约规定的标准质量等级,不需要任何标准品,标准品较小的质量等级,最通用和交易量较大的标准品的质量等级,
155,如果X的取值无法一一列出，可以遍取某个区间的任意数值，则称为()。,离散型随机变量,分布型随机变量,连续型随机变量,中断型随机变量,
156,按执行价格和标的资产市场价格关系分类，期权可分为()。,看涨期权和看跌期权,欧式期权和美式期权,期货期权和利率期权,实值期权、虚值期权和平价期权,
157,下列关于我国QDII基金产品的特点的说法，错误的是()。,QDII基金的投资范围较为广泛,QDII基金的投资组合较为丰富,在投资管理过程中具有完全的主动决策权，体现出专业性强、投资更为积极主动的特点,QDII基金产品的门槛较高,
158,技术分析方法长期以来一直是投资决策的()。,核心工具,辅助工具,关键工具,主要工具,
159,基金经理的投资策略与投资风格不同，通过基金业绩评价有助于帮助基金公司更好地量化分析基金经理的业绩水平，为()提供参考。Ⅰ.投资目标匹配Ⅱ.投资计划实施Ⅲ.内部绩效考核Ⅳ.保全投资资本,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,
160,()一些小型的私人资产投资以及小型企业对私募的接触使PE得到起步。,1946～1981年,1955～1978年,1942～1983年,1936～1966年,
161,私募基金应当向合格投资者募集，单只私募基金的投资者人数累计不得超过()等法律规定的特定数量。Ⅰ.《证券投资基金法》Ⅱ.《合伙企业法》Ⅲ.《公司法》Ⅳ.《私募投资基金监督管理暂行办法》,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,
162,()是指一家非上市公司通过把资产注入一家已上市公司，从而得到该公司一定程度的控股权，利用其上市公司地位，原非上市公司得以间接上市。,直接上市,重新上市,间接上市,控股上市,
163,以下处罚措施，错误的是()。,证券监督管理机构工作人员玩忽职守、滥用职权、徇私舞弊或者利用职务的便利索取或者收受他人财物的，依法追究刑事责任,拒绝、阻碍证券监督管理机构及其工作人员依法行使监督检查、调查职权未使用暴力、威胁方法的，依法给予治安管理处罚,违反法律、行政法规或者国务院证券监督管理机构的有关规定，情节严重的，国务院证券监督管理机构可以对有关责任人员采取证券市场禁入的措施,违反《证券投资基金法》规定，构成犯罪的，依法追究刑事责任,
164,2号《私募投资基金合同指引》适用于哪种基金类型()。,公司型,契约型,合伙型,私募型,
165,根据()规定，任何机构或个人不得向非合格投资者募集、销售、转让私募产品或者私募产品收益权。,《合伙企业法》,《私募基金募集行为管理办法》,《证券投资基金法》,《公司法》,
166,有限合伙型按照合伙协议的规定有一个经营期限，一般为()年，期限届满时，利润要进行全额分配。,7,5,3,10,
167,以下关于财务尽职调查的说法，不正确的是()。,财务尽职调查重点关注标的企业过去的财务业绩情况,强调发现企业的流动性价值和潜在风险,注重对企业未来价值和成长性的合理预测,经常采用趋势分析和结构分析工具,
168,成本法包括账面价值法和()。,预估模型法,财务成本法,现金流法,重置成本法,
169,()，国务院发布《国务院关于促进创业投资持续健康发展的若干意见》。,42583,42614,42248,42217,
170,假设市场组合预期收益率为3%，无风险利率为1%，如果该股票的β值为2，则该股票的预期收益率与市场组合预期收益率之差为()。,0.02,0.03,0.04,0.05,
171,某投资组合p与市场收益的协方差是3，市场收益的方差是2，该投资组合的贝塔系数是()。,2,3,1.5,1,
172,风险敞口是对风险因子的暴露程度，可以通过多个维度测量风险敞口。例如，一个全球投资组合，从国家角度看，投资于美国市场的比例为50%，那么这个组合对美国市场的风险敞口为()。,0.1,0.5,0.3,1,
173,在风险程度上，按照理论推测和以往的投资实践，证券投资中风险最大的是()。,基金投资,债券投资,股票投资,国债投资,
174,()不可以开立基金账户。,16岁个体小王,17岁在读大学生,23岁应届毕业生,65岁退休干部小李,
175,下列关于常用的寻找潜在客户的方法，说法正确的是()。,缘故法是利用营销人员个人的生活与工作经历所建立的人际关系进行客户开发,缘故法是通过现有客户介绍新客户，主要针对间接客户型群体,介绍法利用营销人员个人的生活与工作经历所建立的人际关系进行客户开发,采用陌生拜访法的不足之处在于营销人员无法逐步建立属于自己的营销网络,
176,关于基金信息披露的表述，不正确的是()。,加强基金信息披露可以改变投资者的信息弱势地位,基金信息披露有利于投资者的价值判断,加强基金信息披露可以防止信息的滥用,基金信息披露是一种自愿性信息披露,
177,基金年度报告在会计年度结束后()日内经过审计后予以公告。,10,25,45,90,
178,下列关于证券投资基金说法正确的是()。,基金评价机构对证券投资基金进行评价无需通过公开形式发布基金评价结果,晨星资讯Moringstar是中国获得首批基金评奖业务资格的机构,2011年5月中国证券报社获得首批基金评奖业务资格,2003年2月20日晨星资讯中国总部在深圳成立,
179,证券登记结算机构的职能不包括(),制定交易规则，维护交易秩序,证券持有人名册登记及权益登记,证券账户、结算账户的设立和管理,证券和资金的清算交收及相关管理,
180,关于衍生品的交易场所，以下说法错误的是(),期货合约只在交易所交易,互换合约常在场外交易,期权合约只在交易所交易,远期合约常在场外交易,
181,关于基金公司投资交易流程，以下表述错误的是(),基金经理可以直接向交易员下达交易指令,基金公司投资交易流程包括风险控制环节,交易员必须严格遵照公司公平交易制度执行交易指令,交易员收到投资指令后有权选择适当时机完成指令,
182,下列选项不能直接从财务报表获得的是(),经营活动产生的现金流量,净利润,所有者权益,净资产收益率,
183,基金托管人对基金资产估值负有()责任,复核,监督,直接估值,披露,
184,由某个或少数的某些资产有关的一些特别因素导致的风险，被称之为(),单体风险,系统性风险,非系统性风险,人为风险,
185,根据我国证券市场有关规定，除权，除息日为(),A股、B股的权益登记日的次日,A股、B股的权益登记日的次一交易日,A股的权益登记日(B股的最后交易日)的次日,A股的权益登记日(B股的最后交易日)的次一交易日,
186,关于中位数，以下说法错误的是(),有时候一组样本有两个中位数,-组样本有一个中位数,通常用中位数来作为评价基金经理业绩的基准,中位数是上50%的分位数,
187,基金从业资格考试报名入口11关于均值/中位数与分位数，以下说法错误的是(),对同一组数据来说，中位数就是大小处于正中间位置的那个数值,有些时候，一组数据的均值与中位数相同,中位数就是上50%分位数,投资管理领域中，均值经常被用来作为评价基金经理业绩的基准,
188,基金在场内进行投资交易，需要支付的交易结算费用中不包括(),经手费,证券交易所交易监管费,过户费,申购赎回费,
189,关于期货合约和期权合约，以下说法错误的是(),期货合约具有杠杆效应，期权合约也具有杠杆效应,期货合约是双边合约，期权合约也是双边合约,期货合约的损益对称，期权合约的损益不对称,期货合约在交易所交易，期权合约大部分在交易所交易,
190,我国封闭式基金的估值频率是(),每个交易日,每月,每周,每半个月,
191,关于优先股/普通股和债券的投票权和清顺序，以下表述错误的是(),公司合并/分离/解散等需要股东投票表决通过,普通股股东有分配盈余及剩余财产的权利,公司债券持有人对公司事务没有表决权,优先股股东拥有公司资产的最高索取权,
192,已知某公司的净资产收益率是15%，销售利润率为5%，总资产周转率是2，那么该公司的负债比率为(),0.33,1.5,0.5,0.16,
193,交易所上市交易的债券一般按照哪一种价格进行估值(),第三方估值机构提供的当日估值净值,成本价,交易所市价,交易所收盘价,
194,关于保险资金投资表述错误的是(),通常寿险公司的投资期限比产线的投资期限长,财产险通常投资于低风险资产,保险资产的主要来源是保费收入,保险资金投资范围不包括不动产,
195,基金从业1对基金估值结果负有复核责任的是(),基金管理人,律师事务所,会计事务所,基金托管人,
196,主动投资的目标不包括()。,缩小主动风险,缩小跟踪误差,提高信息比率,扩大主动收益,
197,×年×月×日，某基金公告利润分配，每10股配0.2元，权益分配日(除权除息)某投资者持有该10000份，未进行除息时份额净值为1.222元，则除权息后份额净值和该投资者持有的基金份额分别为()。,1.202，10000,1.220，10000,1.022，9800,1.222，10000,
198,基金份额净值是计算投资者申赎基金的基础，那么基金份额净值是通过以下哪种计算公式得出(),资产净值/前日基金份额,总资产/前日基金份额,总资产/当日基金份额,资产净值/当日基金份额,
199,进行基金产品风险评价时，应当依据的因素不包括()。,基金的过往业绩及基金净值的历史波动程度,基金托管人的资本金规模,基金的历史规模和持仓比例,基金招募说明书所明示的投资方向、投资范围和投资比例,
200,ETF的买入申报数量为()份或其整数倍。,100,50,10,5,
201,体现依法监管原则的行为包括()Ⅰ.监管机构的设置及其监管职权的取得，必须有法律依据Ⅱ.监管职权的行使，必须依据法律形式Ⅲ.对法律行为的制裁，必须依据法律的明确规定,Ⅰ、Ⅱ,Ⅰ、Ⅲ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ,
202,关于非公开募集基金管理人登记的描述，以下错误的是(),降低了非公开募集基金管理人设立难度和设立成本,体现了国家对公开募集基金和非公开募集基金的区别监管理念,有利于非公开募集基金的灵活操作,中国证券投资基金业协会依据中国证监会的授权对非公开募集基金管理人进行统一监管,
203,以下没有汇率风险的是(),货币ETF,港股通,QDII,QFII,
204,根据相关法规，私募投资基金可以投资的金融品种包括()Ⅰ.上市公司股票Ⅱ.交易所债券Ⅲ.银行间债券Ⅳ.证券投资基金,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,
205,关于LOF和ETF的区别，以下表述错误的是(),ETF的申购和赎回通过交易所进行，LOF的申购和赎回可以通过销售机构和易所进行,在二级市场的净值报价频率上，ETF通常比LOF高,ETF通常采用完全被动式管理方式，LOF可以使被动管理型基金也可以是主动管理型基金,ETF的申购和赎回是基金份额与现金的对价，LOF的申购和赎回与投资者交换的是基金份额与一篮子股票,
206,关于基金外包服务，以下表述错误的是()。,外包机构均应到中国证券投资基金业协会备案,基金份额登记属于基金核心业务，不应进行外包,在监理必要业务隔离的前提下，可以委托同一家机构对基金进行估值核算和托管,基金管理人可以委托外包机构从事基金销售业务,
207,投资者不得非法汇集他人资金投资于股权投资基金，以下对这一类表述理解错误的是()。,投资者不能以规避合格投资者标准为目的汇集他人自己投资于股权投资基金,投资者不能以规避合格投资者标准为目的将股权投资基金份额进行拆分,多个个人投资者以私下签订协议的形式汇集资金后，可以将汇集后的自己以个人名义投资股权投资基金,通过合伙企业、契约等非法人形式汇集多人资金用于投资股权投资基金时，应确保所有投资者均符合合格投资者标准,
208,中国证券投资基金业协会对股权投资基金行业开展行业自律，应依照()。Ⅰ、《证券投资基金法》Ⅱ、《私募投资基金监督管理暂行办法》Ⅲ、《私募投资基金募集行为管理办法》Ⅳ、《关于进一步规范私募基金管理人登记若干事项的公告》,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ,
209,"关于贴现现金流法的两种模型,以下说法正确的是()",公司的内在价值等于未来各年公司自由现金流量用权益资本成本贴现得到的现值之和,公司自由现金流量是归属于公司股东的现金流量,"股权自由现金流量贴现模型中,股权的内在价值等于未来各年股权自由现金流量用公司的加权平均资本贴贴现得到的现值之和",股权自由现金流量指公司经营活动产生的现金流量在扣除业务发展的投资需求和对其他资本提供者的分配之后能够分配给股东的现金流量,
210,股权投资协议中，关于排他性条款错误的是()。,一般是投资分单边选择权的条款,在排他条款结束日期后，融资方可以拒绝现有投资方，与其他投资方达成交易意向,排他期间，融资方不能与其他投资分洽谈，但融资方子公司可以与其他投资方洽谈融资,在规定时间内，投资分有权决定是否投资,
211,股权投资基金管理人于每年度四月底之前通过股权投资基金登记备案系统填报的年度财务报告，应当()。,经会计师事务所审计,经投资者认可,经律师事务所出具法律意见书,经托管人认可,
212,股权投资基金投资项目在境内申报上市的流程中，推出研究报告，进行公司定位和估值属于()的主要内容。,成立股份公司,上市前辅导,促销和发行,股票上市及后续,
213,关于国有股权非上市转让的特殊要求，说法正确的是(),各级人民政府负责审核国有企业的股权转让事项,股权转让事项经批准后，由转让方委托会计师事务所对转让标的企业进行审计,股权转让原则上通过二级市场公开进行,交易价款原则上应当自合同生效之日起5个工作日内一次付清，不可分期付款,
214,上海证券交易所固定收益平台的交易时间段是()。,9：30-11：30、13：00-15：00,9：30-11：30、13：00-14：00,9：30-11：30、13：00-15：30,9：15-11：30、13：00-14：00,
215,目前银行债券市场债券结算主要采用()的形式。,纯债券过户,见券付款,见款付券,券款对付,
216,目前，我国银行间市场债券结算业务类型不包括()。,现券业务,买断式回购业务,利率互换,债券借贷,
217,我国银行间债券市场的现券交易品种不包括()。,企业债,资产支持证券,超短期融资债券,可转债,
218,关于基金资产估值需要考虑的因素，以下表述错误的是()。,交易活跃的证券，通常采用市价估值,交易所上市的股指期货合约以估值当日结算价进行估值,海外基金的股指频率较低，一般是每月估值一次,我国封闭式基金每个交易日估值，每周披露一次份额净值,
219,复核无误的及基金份额净值，由()对外公布。,基金管理人,基金托管人,基金销售机构,基金注册登记机构,
220,关于期货市场的作用，以下表述错误的是()。,提供分散、转移价格风险的工具，有助于稳定国民经济,农产品期货市场有助于减缓农产品价格波动对农业发展的不利影响,期货交易需要对大量信息进行加工，故期货交易形成的未来价格信号具有滞后性,期货交易所形成的未来价格信号能反映多重生产要素在未来一定时期的变化趋势,
221,互换合约是指交易双方约定的在未来某一期间内交换他们认为具有相等经济价值的()的合约。,证券,股票,现金流,债券,
222,以下那一项不是识别有效投资组合的必要信息?(),每种证券的期望收益率,每种证券的收益率的方差,每种证券的风险属性,每一种证券与其他证券之间的相关关系,
223,关于权益类证券投资风险收益，以下表述错误的是()。,无论是系统风险还是非系统风险，都要求相应的风险溢价,风险资产期望收益率=风险资产收益率+风险溢价,风险较高的公司对应较高的风险溢价，其期望收益一般也较高,在其他条件都相同的情况下，股票投资者对风险更高的公司出价更低，要求的期望收益率更高。,
224,资源配置策略中的买入并持有策略对市场流动性的要求( )。,较高,适中,较低,极高,
225,证券投资基金诞生于( )。,美国,英国,德国,法国,
226,开放式基金是通过投资者向( )申购或赎回实现流通的。,基金托管人,基金受托人,基金管理公司,证券交易市场,
227,时间加权收益率反映了( )在不取出的情况下的收益率，其计算将不受分自影响。,分红再投资,1元投资,100元投资,基金份额净值投资,
228,在二级市场买卖ETF时，申报价格最小变动单位为( )。,0.0001元,0.001元,0.1元,0.01元,
229,基金招募说明书的内容不包括以下( )方面。,风险警示内容,基金份额发售方式,基金合同摘要,基金持有人结构及前十名基金持有人,
230,通常，基金管理公司内部制定和监督执行风险控制政策的机构是( )。,投资决策委员会,风险控制委员会,董事会,基金份额持有人大会,
231,根据有关规定，基金管理人应当自收到核准文件之日起( )个月内进行开放基金的募集。,2,3,1,6,
232,( )是衡量一个基金经营好坏的主要指标，也是基金单位交易价格的，计算依据。,基金规模,基金收益率,基金资产净值,基金赎回率,
233,( )阶段是基金托管人全面行使职责的阶段。,签署基金合同,基金终止,基金运作,基金募集,
234,积极型股票投资战略的重要标志之一是( )。,相机抉择,指数化投资,长期持有,投资高风险高收益的产品,
235,一般来说，资产配置的情景综合分析法的预测区间为( )。,9～10年,6～8年,3～5年,1～2年,
236,在契约型基金的运作关系中，处于核心地位的是( )。,基金管理人,基金托管人,基金监管机构,基金持有人,
237,我国基金管理公司全部为( )。,有限责任公司,股份有限公司,股份公司,合伙公司,
238,目前，我国开放式基金的最低认购金额一般为( )人民币。,10000元,5000元,I000元,100元,
239,下列基金类型中，实行实物申购、赎回机制的是( )。,ETF,货币基金,LOF,封闭式基金,
240,基金会计核算的责任主体是( )。,基金持有人大会,基金监管部门,基金持有人,基金管理公司,
241,消极债券组合的管理者通常把( )看作均衡交易价格。,买l方报价,卖方报价,市场价格,债券面值,
242,已知基金的平均收益率、平均无风险利率和标准差，可以计算( )。,特雷诺指数,詹森指数,M2测度,夏普指数,
243,关于货币市场基金的说法，正确的是( )。,只适合长期投资,只适合短期投资,没有投资风险,既适合短期投资，也适合长期投资,
244,下列基金类型中，投资风险最高的是( )。,混合基金,股票基金,货币市场基金,债券基金,
245,( )是指执行基金管理人的投资指令，办理基金名义的资金来往的结算账户。,资产保管,资金清算,资产核算,资金交割,
246,不主动寻求取得超越市场的表现，而是试图复制某一市场表现的基金是( )。,收入型基金 请访问考试大网站/,平衡型基金,指数型基金,成长型基金,
247,基金上市交易公告书的编制主体是( )。,基金管理人,基金托管人与基金管理人,基金托管人,基金份额持有人,
248,乖离率(BIAS)是技术分析指标之一，它属于( )。,摆动型指标,震荡型指标,量能指标,超买超卖型指标,
249,基金清算账册以及有关文件由( )来保存。,基金托管人,基金发起人,基金管理人,基金清算小组,
250,债券基金投资风格主要依据基金所持债券的( )来划分。,凸度,收益,久期与信用等级,发行人,
251,下列不属于基金市场营销特殊性的是( )。,持续性,营利性,专业性,服务性,
252,( )对威廉?夏普的资本资产定价模型(CAPM)的可检验性提出了质疑，并提出了替代的套利定价模型。,马柯威茨,詹森,法玛,罗斯,
253,( )，证券投资基金在世界范围内得到普及性的发展。,20世纪90年代末,20世纪80年代以后,20世纪60年代以后,20世纪40年代以后,
254,基金管理人、基金托管人等有关信息披露义务人编制临时报告书，经( )核准后予以公告，同时报告中国证监会。,基金上市的证券交易所,基金份额持有人大会,中国人民银行,证券业协会,
255,甲投资者投资10000元认购基金，假设管理人规定的认购费率为1%，则其可得到的认购份额为( )份。,9900,9901,9900.99,10000,
256,证券投资基金市场营销的中心是( )。,确定目标客户,扩大销量,利润最大化,分割市场,
257,目前，我国货币型基金的认购费率一般为( )。,1%～5%,1%以下,5%以下,0,
258,ETF基金份额折算比例以四舍五入的方法，保留小数点后( )。,2位,5位,7位,8位,
259,基金管理公司的独立董事人数不得少于( )。,2人,3人,5人,10人,
260,市场竞争越激烈，基金费率通常( )。,越高,越低,波动越大,无变化,
261,采用( )策略时，股价上升卖出股票，股价下跌买人股票。,战略性资产配置,恒定混合策略,战术性资产配置,投资组合保险策略,
262,市盈率和市净率是基本分析的重要指标，某公司的股价为20元，每股净利润为0.5元，每股净资产为5元，其市盈率和市净率分别为( )。,30;5,40;4,10;2.5,15;10,
263,( )是指基金托管人依据相关法律法规，对基金管理人的估值结果即基金份额直、累计基金份额净值以及期初基金份额净值进行的核对。,基金财务的复核,基金头寸的复核,基金资产净值的复核,基金财务报表的复核,
264,我国证券投资基金托管费以( )为基础计提。,基金资产总额,基金资产净值,基金发行规模,固定金额,
265,下列关于资本市场线的说法，不正确的是( )。,资本市场线反映的是有效资产组合的期望收益率与风险程度之间的关系,资本市场线上的各点反映的是单项资产或任意资产组合的期望收益与风险程度之间的关系,资本市场线反映的是资产组合的期望收益率与其全部风险间的依赖关系,资本市场线上的每一点都是一个有效资产组合,
266,投资者在股价上升时买入股票，股价下跌时卖出1股票。其采用的是( )。,战略性资产配置策略,恒定混合策略,战术性资产配置策略,投资组合保险策略,
267,下列有关道氏理论的说法，正确韵是( )。,证券市场价格波动由长期波动和短期波动两种趋势构成,开盘价最重要,交易量与价格没有关系,证券市场价格波动由主要趋势、次要趋势和短暂趋势三种趋势构成,
268,下列属于基金首次募集披露的信息是( )。,基金份额上市交易公告书,基金资产净值,基金年度报告,基金份额发售公告,
269,根据有效市场假说，在( )内，证券价格可以及时的反映所有信息。,半弱势有效市场,半强势有效市场,强势有效市场,弱势有效市场,
270,( )是指应计收益率每变化1个基点时引起的债券价格的绝对变动额。,价格变动收益率值,基点价格值,麦考莱久期,修正久期,
271,确定资产类别收益预期的主要方法是( )。,风险收益法,情景综合分析法,界面法,成本收益法,
272,下列有关组合型消极投资策略的说法，正确的是( )。,该策略重点是进行风险控制,是一种以现实市场投资组合业绩为’管理目标的投资组合,可以扩展到基金型股票投资策略的实施过程中,不试图用基本分析的方式来区分价值高估或低估的股票,
273,用于衡量投资者持有债券的变现难易程度的风险是( )。,利率风险,再投资风险,流动性风险,赎回风险,
274,在证券投资基金信托关系中，( )是基金资产的监护人。,基金管理人,基金托管人,基金公司,基金董事会,
275,( )反映了两个证券收益率之间的走向关系。,证券投资组合的期望收益率,协方差,证券各自的方差,证券各自的权重,
