id,question,A,B,C,D,answer
151,在保险中，火灾为除外责任，被保险商店附近发生火灾时，一些歹徒趁机击破该商店的玻璃进行抢劫，则保险人对被保险人的玻璃应采取的正确处理方式是（）。,不予赔偿,只负责赔偿玻璃的损失,全部赔偿,协商,
152,以保险产品为载体，以消费者为导向，以满足消费者的需求为中心，运用整体手段，将保险产品转移给消费者，以实现保险公司长远经营目标的一系列活动，叫做：（）。,保险营销,售中服务,售后服务,保险销售,
153,在产品责任保险中，对于因产品质量问题导致用户财产损失或人身伤亡依法应负的经济赔偿责任，按照保险合同规定保险人通常（）。,不承担赔偿责任,承担赔偿责任,承担赔偿责任，但要向购买者追偿,承担比例赔偿责任，且要向销售商追偿,
154,投保人投保人身保险时，保证被保险人在过去和投保当时健康状况良好，从保证形式看，该保证属于（）。,确认保证,承诺保证,明示保证,默示保证,
155,在健康保险中，医疗保险是指提供医疗费用保障的保险。常见的医疗保险险种包括（）。,伤害保险,疾病保险,手术保险,收入补偿保险,
156,由于保险标的的种类、存放地点、占用性质、航程的变更引起保险费率的变化，保险人要求调整保险费率，从而引起保险合同变更。这一变更属于（）。,保险合同主体的变更,保险合同内容的变更,保险合同客体的变更,保险合同关系人的变更,
157,如果损失的发生是由具有因果关系的连续事故所致，且前因是除外风险，后因是被保风险，则保险人对该损失的正确处理方式是（）。,不予赔偿,部分赔偿,予以赔偿,比例赔偿,
158,在分红保险中，定价的精算假设一般比较保守。就利率因素来看，“保守”表现为（）。,增大预定利率,减小预定利率,增大实际利率,减小实际利率,
159,王某向甲保险公司投保普通家庭财产保险，保险金额为5万元，其中房屋及其室内装潢的保险金额为3万元；向乙保险公司投保了家庭财产两全保险，保险金额为5万元，其中房屋及其室内装潢的保险金额为2万元。在保险期限内发生保险事故，造成其房屋及其室内装潢部分损失2万元。其中出险时房屋及其室内装潢的价值为10万元。那么，甲保险公司应该赔偿的金额是（）。,4000元,6000元,10000元,20000元,
160,在长期人寿保险中，投保人可以在投保时或保险费宽限期期满前书面声明，在超过宽限期仍未交付续期保险费时，进行续期保险费自动垫交。对于此项垫交的保险费，投保人应承但的义务是（）。,在一定时期内予以补交,在事故发生后予以抵销,在合同期满前予以分摊,在合同期满后予以弥补,
161,某企业投保企业财产保险综合险，固定资产保险金额为1000万元，流动资产500万元。在保险期内遭到洪水，发生部分损失，造成房屋建筑损失为250万元，存货损失50万元，不计残值。如果出险时固定资产的保险价值为500万元，流动资产的账面余额为200万元。那么保险人对该损失的赔款是（）。,150万元,155万元,175万元,200万元,
162,展业证遗失或者因毁损影响使用的，根据《保险营销员管理规定》，其补发或者更换单位是（）。,保险中介公司,所属保险公司,当地保险学会,当地保监局,
163,由于某种事件的发生，导致原先有效的保险合同的效力暂时中止，这种保险合同属于（）。,失效,无效,中止,消灭,
164,根据我国家庭财产综合保险的规定，存放于房屋内的自行车属于（）。,可保财产,不可保财产,加费特约承保财产,不加费特约承保财产,
165,在投保人或被保险人违反告知的各种形式中，投保人或被保险人对已知或应知的与风险和标的有关的实质性重要事实告知不实的行为叫做（）。,漏报,误告,隐瞒,欺骗,
