id,question,A,B,C,D,answer
102,甲公司准备在乙市郊区建一座污水处理厂，向乙市规划局、土地管理局、环境保护局和建设局等职能部门申请有关证照。下列说法错误的是()。,甲公司应当对其申请材料实质内容的真实性负责,附近居民对核发该项目许可证照享有申请听证的权利,如果甲公司的申请符合条件，乙市人民政府相关职能部门应在45个工作日内为其办结全部证照,乙市人民政府可以组织上述4个职能部门联合为甲公司办理手续,
103,甲借款给乙，约定于2014年3月1日前还清本息，丙承担连带责任保证。2014年3月1日后，乙没有还款，甲也一直没有催乙还款。2017年4月1日，因乙一直未还款，甲遂要求丙承担保证责任。根据民法相关规定，下列关于丙保证责任承担的说法中，正确的是(),甲必须先起诉乙，经强制执行未果后，才能要求丙承担保证,无论乙所负债务是否已过诉讼时效，丙承担保证责任后，都有权向乙追偿,丙有权主张乙的诉讼时效抗辩权，拒绝向甲承担保证责任,乙所负债务虽已超过诉讼时效期间，但丙仍应向甲承担保证责任,
104,甲企业授权代理A薛某购买设备，授权价格为100万元以下，同时，乙企业也授权代理人薛某为其销售同样的设备，授权价格为高于50万，于是代理人薛某分别代表甲和乙签订了买卖设备的合同。薛某的行为属于()。,无权代理,越权代理,有权代理,代理权滥用,
105,甲是应届毕业大学生，为响应国家“千人创业、万人创新”号召，准备创办一家个人独资企业从事软件开发。经甲查阅相关资料后，甲对个人独资企业法律规定有了一定了解，下列关于甲对个人独资企业法律规定的理解错误的是(),个人独资企业投资人只能是一个自然人,个人独资企业财产归投资人个人所有,个人独资企业投资人须自行管理企业事务,个人独资企业投资人对企业债务承担无限责任,
106,甲向乙借款100万，丙以自己价值100万的房屋一套提供抵押，并办理了抵押登记，后乙将对甲的债权转让给丁，则抵押权将()。,消灭,由乙继续享有,由丁享有,由乙、丁共同享有,
107,甲以分期付款方式购买乙的房屋，将自己的汽车“押”给乙作为购房的担保。双方约定，担保期间该车仍由甲使用。房屋产权变更登记于甲付清最后一笔房款后办理。下列关于本案当事人之间法律关系的说法中，正确的是()。,甲、乙之间存在所有权保留买卖关系,甲、乙之间存在债权债务关系,甲、乙之间存在保证合同关系,甲、乙之间存在质押合同关系,
108,甲因病病逝，留有遗嘱，甲之子乙依照甲的遗嘱继承了甲的一套房产，乙取得房产的所有权是（）。,原始取得，依法律行为而取得,继受取得，依法律行为而取得,原始取得，依法律行为以外的事实取得,继受取得，依法律行为以外的事实取得,
109,甲运输公司在与客户乙公司签订运输合同时提供了一份格式合同，该格式合同载明:“运输方式为仓对仓运输。”双方按此格式合同订约后，在履行中发生争议。甲公司认为仓对仓是指乙公司的仓库到所要运达的仓库，乙公司则认为仓对仓是指货物所在的仓库到所要到达的仓库。根据我国《合同法》，下列关于该合同的表述中，正确的是()。,该条款含义模糊不清，合同未成立,该条款含义模糊不清，合同无效,合同生效，应以乙公司的理解为准,合同生效，应以甲公司的理解为准,
110,甲在乙商场购买一个标明“原装进口”的智能手机配件，拿到专业维修店检测，结果确定所买配件为国产。甲多次与乙商场交涉未果，遂诉至法院，请求法院撤销该手机配件买卖合同。根据《民法总则》规定，甲的撤销权的行使期间是()。,2年,3年,1年,4年,
111,假设债权人在20x5年6月30日向人民法院申请红河公司破产，人民法院当日受理了红河公司的破产案件，红河公司的下列债权和债务，可以相互抵销的是()。,红河公司的债务人黄山公司，在20x5年7月2日受让了某债权人对红河公司的债权，该受让的债权与黄山公司对红河公司的债务,红河公司的债权人长江公司，20x4年5月1日在明知红河公司不能清偿到期债务事实的前提下依然对红河公司负担债务，该债务此时仍未清偿，长江公司负担的债务与长江公司对红河公司的债权,红河公司的债务人流星公司，20x4年10月1日在明知红河公司不能清偿到期债务事实的前提下依然取得了对红河公司的债权，该债权此时仍未清偿，流星公司取得的债权与流星公司对红河公司的债务,红河公司的债务人水样公司，在20x5年8月31日受让了某债权人对红河公司的债权，该受让的债权与水样公司对红河公司的债务,
112,李某将一幅祖传名画，以5000元的价格卖给张某，合同约定3天后交付该画。第二日，李某又与王某（王某不知李某与张某之间的合同关系）签订合同，将该画以5500元卖给王某，并向王某交付了该画。李某与张某、王某之间的合同效力是()。,李某与张某之间的合同无效，李某与王某之间的合同有效,李某与张某之间的合同有效，李某与王某之间的合同无效,李某与张某、王某之间的合同均有效,李某与张某之间的合同先生效后失效，李某与王某之间的合同有效,
113,某便利店为增值税小规模纳税人，2016年6月销售货物取得含税收入40000元，代收水电煤等公共事业费共计50000元，取得代收手续费收入1500元，该便利店2016年6月应纳增值税（）元。,3617.43,1208.74,1236.48,2664.05,
114,某超市为增值税一般纳税人，2016年6月销售蔬菜取得零售收入24000元，销售粮食、食用油取得零售收入13200元，销售其他商品取得零售收入98000元，2016年6月该超市销项税额为（）元。,18518.97,15757.9,16157.27,18918.33,
115,某城市广场经营公司为吸引租户，选取新租户免征房租政策。出租房产在免收租金期间的房产税应该（）。,不需要缴纳,由城市广场经营公司以同类房租为依据按规定计算缴纳,由城市广场经营公司以房产原值为依据按规定计算缴纳,由租户以房产原值为依据按规定计算缴纳,
116,某电子公司（企业所得税税率15%）2016年1月1日向母公司（企业所得税税率25%）借入2年期贷款5000万元用于购置原材料，约定年利率为10%，银行同期同类贷款利率为7%。2016年电子公司企业所得税前可扣除的该笔借款的利息费用为（）万元。,1000,500,350,0,
117,某房地产开发公司开发一住宅项目，取得该土地使用权所支付的金额3000万元，房地产开发成本4000万元，利息支出500万元（能提供金融机构贷款证明），所在省人民政府规定，能提供金融机构贷款证明的，其他房地产开发费用扣除比例为4%。该公司计算土地增值税时允许扣除开发费用为（）万元。,780,700,850,500,
118,某房地产开发公司为增值税一般纳税人，2016年4月30日前转让A项目部分房产，取得转让收入30000万元；2016年5月1日后转让A项目部分房产，取得含税收入50000万元。该项目已达土地增值税清算条件，该房地产公司对A项目选择“简易征收”方式缴纳增值税。该公司在土地增值税清算时应确认收入（）万元。,76190.48,77619.05,80000,75045.05,
119,某高校3位老师共同出版一本专业教材，取得稿酬50000元，其中一位主编取得主编费5000元，其余稿酬3个人平分。取得主编费的主编应预扣预缴个人所得税（）元。,1870,3420,1680,2240,
120,某高新技术企业免税进口一台设备，海关审定的进口价格为人民币180万元，海关监管期5年，该企业使用20个月后转售。该企业上述业务应补缴关税（）万元。（关税税率为20%）,0,32,24,16,
121,某高新技术企业适用所得税税率15%，2016年8月依照法院裁定将其代持有的面值200万元的限售股，通过证券经纪公司变更到实际持有人名下，应缴纳企业所得税（）万元。,30,50,25.5,0,
122,某公司拖欠2016年度增值税42万元，催缴无效，经县税务局局长批准，2017年3月，税务机关书面通知其开户银行扣缴所欠税款，这一行政行为属于（）。,提供纳税担保,税收保全措施,强制执行措施,税务行政协助,
123,"某公司为增值税一般纳税人，2017年3月提供平面设计服务取得收入36万元，提供网站设计服务取得收入12万元,转让网络游戏虚拟道具取得收入22.6万元，上述收入均为含税收入。关于该公司上述业务的增值税处理，下列说法正确的是（）。",按照“文化创意服务”计算的销项税额为4.00万元,按照“文化创意服务”计算的销项税额为3.32万元,按照“文化创意服务”计算的销项税额为2.04万元,按照“销售无形资产”计算的销项税额为1.28万元,
124,某股份有限公司董事会由11名董事组成。2005年8月20日，公司董事长胡某召集并主持董事会会议，共有8名董事出席会议，其他3名董事困事请假。董事会会议讨论了下列事项:一是鉴于公司董事会成员工作任务加重，拟给每位董事涨工资30%；二是鉴于监事会成员中的职工代表张菜生病，拟由公司职工王某替换张某担任监事；三是鉴于公司发展的实际情况，拟将本公司与另一公司合并，组建新的公司。经表决，有6名董事同意而通过前述事项。董事会就此作出最终决定。本案董事会的做法中，符合《公司法》规定的是()。,公司董事长召集并主持董事会会议,董事会决定给每位董事涨工资,董事会决定公司职工王某参加监事会,董事会决定公司合并,
125,某货物运输企业为增值税一般纳税人，2017年4月提供货物运输服务，取得不含税收入480000元；出租闲置车辆，取得含税收入68000元；提供车辆停放服务，取得含税收入26000元。以上业务均选择一般计税方法。该企业当月销项税额是（）元。,95258.12,94056.92,65256.92,64152.04,
126,某甲犯盗窃罪，被判处无期徒刑。服刑13年之后，因其表现良好而获假释。在假释考验期内的第6年，某甲故意致人重伤，被判刑9年有期徒刑。根据《刑法》规定，对某甲()。,应在9年以上20年以下有期徒刑幅度内决定执行的刑期,应在9年以上15年以下有期徒刑幅度内决定执行的刑期,应在12年以上20年以下有期徒刑幅度内决定执行的刑期,应决定执行无期徒刑,
127,某建筑公司为增值税一般纳税人，2017年2月在境外承包一项桥梁工程，取得工程价款4440万元；在境内承包一项道路工程，取得含税工程价款1776万元，另外获得提前竣工奖11万元；委托甲建筑公司建造一栋办公楼自用，支付含税工程价款555万元，取得增值税专用发票，注明税率11%。上述项目均采用一般计税方法，该公司当月应纳增值税（）万元。,144.09,562.09,122.09,617.09,
128,某金店为增值税一般纳税人，是中国人民银行批准的金银首饰经营单位。2014年1月采取“以旧换新”方式向消费者销售金项链36条，实际共收取价款72000元（新项链的零售价格2800元/条），向消费者提供首饰修理劳务取得收入3460元；该金店上述业务增值税销项税额为（）元。,10461.54,10964.27,14646.15,15148.89,
129,某金融机构2018年发生下列业务:与某商场签订一年期流动资金周转性借款合同，合同规定一个年度内的最高借款限额为每次100万元，当年实际发生借款业务5次，累计借款额400万元，但每次借款额均在限额以内。该金融机构2018年应缴纳印花税（）元。,50,100,120,320,
130,某进出口公司从境外进口卷烟5万条，支付买价340万元，运输费用15万元，保险费用5万元，关税完税价格360万元，假定关税税率为50%，该公司应缴纳消费税（）万元。,305.44,308.44,691.2,694.09,
131,某卷烟厂为增值税一般纳税人，2017年1月收购烟叶5000公斤，实际支付的价款总额65万元，已开具烟叶收购发票。烟叶税税率20%。关于烟叶税的税务处理，下列表述正确的是（）。,卷烟厂自行缴纳烟叶税14.30万元,卷烟厂自行缴纳烟叶税13.00万元,卷烟厂代扣代缴烟叶税14.30万元,卷烟厂代扣代缴烟叶税13.00万元,
132,某卷烟批发企业2017年3月，批发销售给卷烟零售企业卷烟6标准箱，取得含税收入120万元。该企业当月应纳消费税（）万元。（假设增值税税率17%）,57.52,37.01,57.59,11.43,
133,某矿山企业开采铝土矿和铅锌矿，2017年4月该企业销售铝土矿原矿15万吨、铅锌矿精矿10万吨。铝土矿原矿不含税单价为150元/吨，铅锌矿精矿不含税单价为16500元/吨。铝土矿原矿资源税税率为6%，铅锌矿精矿资源税税率5%。该企业当月应纳资源税（）万元。,10035,10012.5,8385,8362.5,
134,某煤矿2013年11月开采原煤500万吨，当月销售400万吨原煤，并将60万吨原煤用于换取一套安全生产专用设备，原煤的资源税税率为3元/吨，该煤矿2013年11月应缴纳资源税（）万元。,1200,1220,1380,1500,
135,某煤矿企业为增值税一般纳税人，2016年6月开采原煤500万吨，销售原煤60万吨，取得不含税销售额12000万元，另外收取含税装卸费、仓储费5.85万元。将自产原煤400万吨移送生产洗选煤150万吨，本月销售洗选煤120万吨，取得不含税销售额36000万元。该企业2016年6月应缴纳资源税（）万元。（洗选煤折算率80%，资源税税率10%）,4080,4080.5,4800,4800.5,
136,某煤矿企业为增值税一般纳税人，2017年2月开采原煤100吨，当月销售80吨，取得不含增值税销售额48000元，另收取坑口至购买方指定地点的运输费用5850元。煤炭资源税税率5%。该煤矿企业当月应缴纳资源税（）元。,3000,2692.5,2650,2400,
137,某纳税人2013年8月之前是营业税纳税人，之后为增值税纳税人，企业自查发现2013年6月有—笔收入需补税，按税法规定应向主管税务机关补缴营业税，其遵循的税法适用原则是（）。,法律优位,程序优于实体,特别法优于普通法,实体从旧，程序从新,
138,某企业2015年8月11日开业，填报2015年度企业所得税年度申报表封面“税款所属期间”时，应填写为()。,2015年8月11日至2015年12月31日,2015年9月1日至2015年12月31日,2015年8月1日至2015年12月31日,2015年1月1日至2015年12月31日,
139,某企业2016年占地5万平方米，其中有2万平方米是该企业开办的技术学校用地，该地区城镇土地使用税年税额为5元/平方米。该企业2016年应缴纳城镇土地使用税（）元。,125000,200000,250000,150000,
140,某企业2016年支付如下费用:合同工工资105万元，实习生工资20万元。返聘离休人员工资30万元。劳务派遣公司用工费40万元。2016年企业计算企业所得税时允许扣除的职工工会经费限额是（）万元。,3.9,3.1,2.5,2.1,
141,某企业2018年支付正式职工的合理工资总额为1000万元，临时工工资为30万元，企业当年缴纳的工会经费为28万元，在计算企业所得税时，工会经费应调增的应纳税所得额为（）元。,7.4,28,9.76,8,
142,某企业20x4年购买一辆汽车，支付含增值税车价款15万元，随车另支付装饰费、工具件和零配件费合计2.55万元。使用2年后，由于质量问题，该车退回经销商。则应退还该企业车辆购置税（）万元。,1.5,1.4,1.2,1.03,
143,某企业为增值税一般纳税人，2014年2月，该企业将一台自己使用过的设备捐赠给本市一家福利机构，该设备于2009年2月购进，取得增值税专用发票，注明价款80万元，增值税13.6万元（进项税额已抵扣），该设备已提折旧38万元，该企业捐赠此设备应缴纳增值税（）万元。,0,1.07,7.14,8.08,
144,某企业为增值税一般纳税人，2016年5月买入A上市公司股票，买入价280万元，支付手续费0.084万元。当月卖出其中的50%，发生买卖负差10万元。2016年6月，卖出剩余的50%，卖出价200万元，支付手续费0.06万元，印花税0.2万元。该企业2016年6月应缴纳增值税（）万元。（以上价格均为含税价格）,3,3.38,2.81,2.83,
145,某企业有原值200万元厂房一栋，2014年初对该厂房进行扩建，2014年8月底完工并办理验收手续，增加了房产原值45万元，另外对厂房安装了价值15万元的排水设备并单独作固定资产核算。已知当地政府规定计算房产余值的扣除比例为20%，2014年度该企业应缴纳房产税（）元。,20640,21000,21120,21600,
146,某汽车修配厂为增值税小规模纳税人，2014年1月提供修理修配劳务，取得收入5.06万元，销售汽车用品取得收入2.87万元，本月购进修理用配件支付价税合计金额1.26万元，上述业务收入均为含税收入且能够分别核算，2014年1月该修配厂应缴纳增值税（）万元。,0.08,0.19,0.23,0.24,
147,某人民检察院立案侦查该市工商局局长利用职权报复陷害他人，侦查中发现犯罪已过追诉时效期限，人民检察院应当作出()的决定。,免予起诉,撤销案件,宣告无罪,移送法院处理,
148,某生产喷雾器的农机厂为增值税一般纳税人，2014年3月生产销售农用喷雾器，取得不含税销售收入50万元，为农民修理喷雾器取得的修理费现金收入10万元。当月购入零配件增值税专用发票上注明的税款为3.4万元，零配件已入库。则该厂3月份应纳增值税为（）。,4.25万元,4.40万元,4.55万元,6.80万元,
149,某省甲市乙县地税局以某企业偷税为由，决定对其罚款2万元。该企业不服，申请行政复议。有关本案复议机关，下列说法错误的是()。,复议机关可以为乙县人民政府,复议机关可以为甲市地税局,若国家税务总局对工商部门作出的具体行政行为申请复议的复议机关作出了规定，则依此规定办理,若某省政府对税务部门作出的具体行政行为申请复议的复议机关作出了规定，则依此规定办理,
150,某石化企业为增值税一般纳税人，2016年3月销售柴油90000升，其中包括以柴油调和而成的生物柴油10000升，以及符合税法规定条件的纯生物柴油30000升，且已分别核算，该企业2016年3月应缴纳消费税（）元。（消费税税率1.2元/升）,108000,60000,72000,0,
151,某铜矿开采企业为增值税一般纳税人，2017年4月生产经营情况如下:采用分期收款方式销售自采铜矿原矿2000吨，不含增值税单价0.08万元/吨。合同约定本月收回货款的60%，其余货款下月10日收回；销售自采铜矿原矿加工的铜精矿40吨，取得不含增值税销售额160万元。该企业选矿比为25:1。按市场法计算资源税，铜精矿资源税税率为5%。该企业当月应纳资源税（）万元。,12.8,17.6,8,24,
152,某县土地管理局以刘某非法占地建住宅为由，责令其限期拆除建筑，退还所占土地。刘某不服，申请行政复议。根据《行政复议法》及《行政复议法实施条例》，下列说法中，错误的是(),本案的行政复议机关是县政府或市土地管理局,行政复议期间，县土地管理局可以改变被申请复议的具体行政行为,若刘某在复议期间撤回复议申请，则不能再提出复议申请,行政复议期间，县土地管理局认为需要停止执行的，可以停止执行,
153,某信息技术公司为增值税一般纳税人，2014年3月，取得境内软件咨询业务含税收入53万元，外购货物取得增值税专用发票，注明价款10万元，支付运费取得货运增值税专用发票，注明运费金额2万元；转让1辆自己使用过的小汽车，取得收入2.1万元，该汽车于2008年9月购进（未抵扣进项税额），2014年3月该公司应缴纳增值税（）万元。（本月取得的相关票据均在本月认证并抵扣）,1.12,1.2,1.38,2.34,
154,某银行2013年第二季度吸收客户存款5000万元，发生存款利息支出150万元，发放贷款9000万元，取得一般贷款利息收入360万元，取得贷款逾期罚息收入10万元，与其他银行的往来业务取得收入80万元，代收水电费取得手续费收入70万元，代付工本费6万元。该银行2013年第二季度应缴纳营业税（）万元。,21.7,22,26,200,
155,某油田企业为增值税一般纳税人。2017年2月销售自产原油1000吨。取得含税收入2340万元，同时向购买方收取赔偿金3.51万元、储备费2.34万元；支付运输费用1万元，取得增值税专用发票。原油资源税税率6%。该油田企业当月应缴纳资源税（）万元。（增值税适用税率17%）,140.61,120.35,140.75,120.3,
156,某运输企业2019年初拥有小轿车5辆，2019年3月外购货车12辆（整备质量为10吨），并于当月办理登记手续，假设货车年税额为整备质量每吨50元，小轿车年税额为每辆500元，该企业2019年应缴纳车船税（）元。,2500,8500,7500,7000,
157,纳税人缴纳税款后，实施假报出口手段骗取出口退税，骗取税款数额超过其缴纳税款部分，涉嫌构成（）,逃避缴纳税款罪,抗税罪,骗取出口退税罪,虚开用于骗取出口退税、抵扣税款发票罪,
158,纳税人申请增值税一般纳税人资格登记，办理相关手的时间是申报期结束后（）个工作日。,30,15,40,10,
159,纳税人生产销售的下列货物，应征收消费税的是（）,涂料,高档家用电器,电动自行车,实木家具,
160,纳税人外购货物用于下列项目，进项税额可以抵扣（）,免税项目,简易计税方法计税项目,无偿赠送其他单位,集体福利,
161,农村居民王某，2019年10月经批准占用耕地2000平方米，其中1500平方米用于种植大棚蔬菜，500平方米用于新建自用住宅（符合当地规定标准，住宅自用）。假设耕地占用税为20元/平方米，王某当年应缴纳耕地占用税（）元。,5000,10000,30000,40000,
162,企业按期计提车船税时，下列分录正确的是（）。,借:管理费用贷:应交税费——应交车船税,借:固定资产贷:应交税费——应交车船税,借:税金及附加贷:应交税费——应交车船税,借:应交税费——应交车船税贷:银行存款,
163,企业处置资产的下列情形中，应视同销售确认企业所得税应税收入的是（）,将资产用于股息分配,将资产用于生产另一产品,将资产从总机构转移至分支机构,将资产由自用转为经营性租赁,
164,企业取得的下列收入，不征收增值税的是（）。,存款利息,房屋租赁费,供电企业收取的并网费,电力公司向发电企业收取的过网费,
165,企业所得税中关于非居民纳税人的应纳税所得额的确定，说法错误的是()。,转让财产所得，以收入全额减除财产净值后的余额为应纳税所得额,股息、红利等权益性投资收益，以收入全额为应纳税所得额,特许权使用费所得，以收入减去转让过程发生的合理费用后的余额为应纳税所得额,利息所得，以收入全额为应纳税所得额,
166,企业支付的下列保险费，不得在企业所得税税前扣除的是（）。,企业为投资者购买的商业保险,企业按规定为职工购买的工伤保险,企业为特殊工种职工购买的法定人身安全保险,企业为本单位车辆购买的交通事故责任强制保险,
167,全部股东或者发起人实际支付并经公司登记机关依法登记的出资额为(),注册资本,授权资本,认缴资本,实缴资本,
168,如果纳税义务人自缴款期限届满之日起（）内仍未缴纳税款的，经海关关长批准，海关可以采取强制措施。,15日,30日,3个月,6个月,
169,商业银行超过国家利率支付给储户的揽储奖金的个人所得税，按（）所得纳税。（历年真题仅供参考）,偶然,其他,劳务报酬,工资、薪金,
170,涉税鉴证业务完成后，负责编制涉税鉴证报告的人员为（）,税务师事务所所长,辅助人员,执业质量复核人员,项目负责人,
171,申请设立税务师事务所，应当向（）提出书面申请，并报送有关资料。,国家税务总局,税务师行业协会,省税务师管理中心,所在地主管税务机关,
172,受托人以自己的名义为委托人从事贸易活动，委托人支付报酬，这种合同是()。,委托合同,信托合同,行纪合同,居间合同,
173,税务机关做出的下列行政行为，在税务行政复议过程中不适用和解调解的是（）。,核定税额,不予行政赔偿的决定,处以少缴纳税款1倍罚款的处罚决定,补缴税款和滞纳金的处理决定,
174,税务师代理企业关联交易申报时，可免于准备同期资料的情形是（）。,年度发生的关联购销金额在2亿元人民币以下且其他关联交易金额在4000万元人民币以下,长期亏损、微利或跳跃性盈利的企业,外资股份高于65%且仅与境内关联方发生关联交易,低于同行业利润水平的企业,
175,税务师事务所合伙人或者股东中，税务师占比应高于（）。,0.3,0.4,0.6,0.5,
176,税务师受托对某公司增值税纳税情况进行审查，发现该公司下列税务处理错误的是（）。,将交付他人代销的货物销售额并入应税销售额,销售时已开具增值税普通发票的货物发生退货，向购买方开具红字增值税普通发票，冲减了应税销售额,进项税额抵扣中，抵扣了为生产免税项目购进货物发生运费对应的增值税,"企业凭技术维护服务单位开具的技术维护费发票,将缴纳的防伪税控技术维护费在增值税应纳税额中全额抵减",
177,税务师张某因入股甲税务师事务所而离开原执业的乙税务师事务所。张某在乙税务师事务所服务未到期的受托顾问服务应（）。,乙税务师事务所单方面终止张某顾问服务,委托人单方面终止,办理涉税服务变更，由乙税务师事务所另行指派其他税务师继续担任税务顾问,办理涉税服务变更，由甲税务师事务所指派张某继续担任税务顾问,
178,税务行政复议期间，下列情形引起行政复议终止的是（）。,作为申请人公民被宣告失踪的,行政复议机关因不可抗力不能参加行政复议的,经行政复议机构准许达成和解的,行政复议机关认为具体行政行为需要停止执行的,
179,田某因农业生产而急需用钱，但又求借无门。薛某知道后表示愿借给田某3000元，但半年后须加倍偿还，否则以田某的两头耕牛代偿，万般无奈下，田某表示同意。根据法律规定，田某与薛某之间的行为()。,因存在欺诈而可撤销,因存在欺诈而无效,困存在乘人之危而无效,因存在乘人之危而可撤销,
180,同一类应税凭证需频繁贴花的，纳税人可以根据实际情况选择纳税方式，缴纳方式一经选定（）内不得改变。,3个月,6个月,1年,2年,
181,王某盗窃他人现金3万元，在得知公安机关开始侦查后，因害怕将来被从重处罚，于是向当地检察机关如实交代了自己的罪行和赃款隐藏地点。王某的行为属于()。,一般立功,特别自首,重大立功,一般自首,
182,下列不发生消费税的纳税义务的是（）。,汽车销售公司销售超豪华小汽车,首饰店销售金银首饰,卷烟批发商销售卷烟给零售商,礼品店销售高档手表,
183,下列不属于车辆购置税免税范围的是（）。,外国驻华使馆及其外交人员的自用车辆,1.6升排量的小轿车,设有固定装置的非运输车辆,中国人民解放军装备订货计划的车辆,
184,下列不属于徇私舞弊不移交刑事案件“情节严重”的情形的是()。,不移交刑事案件属于依法应当判处无期徒刑以上刑罚的,行政执法部门主管领导阻止移交的,不移交刑事案件涉及2人次以上的,以罚代刑，放纵犯罪嫌疑人，致使犯罪嫌疑人继续进行违法犯罪活动的,
185,下列财产设定抵押，须登记才可生效的是(),小轿车,在建的办公大楼,价值连城的翡翠,限量版的笔记本电脑,
186,下列车辆，应缴纳车船税的是（）。,挂车,新能源车船,武装警察部队专用的车辆,国际组织驻华代表机构使用的车辆,
187,下列出租住房的行为，不分用途一律减按4%的税率征收房产税的是（）。,个人出租在城市的住房,企业出租在农村的住房,事业单位出租在县城的住房,社会团体出租在工矿区的住房,
188,下列单位或个人属于印花税纳税人的是（）。,商品购销合同的担保人,在国外领取专利证，在国内使用的单位,发放土地证的土地管理局,与用户签订供电合同的电网,
189,下列法律原则中，属于侵权责任法归责原则的是(),诚实信用原则,公序良俗原则,平等原则,过错责任原则,
190,下列方法不属于国际反避税转让定价调整方法的是（）。,成本加利法,可比受控价格法,再销售价格法,可比利润法,
191,下列房产中，应缴纳房产税的是()。,房地产开发企业建造的尚未出售的商品房,某社区医疗服务中心自用房产,某公园的办公用房,某大学出租的房屋,
192,下列各项不符合个人所得税有关规定的是()。,个体工商户在生产经营过程中发生的流动资产盘亏，经税务机关认可的，可以在税前扣除,对于个体工商户生产经营与个人家庭生活混用难以分清的费用，其40%视为与生产经营有关费用，准予扣除,个人对企事业单位承包、承租经营后，工商登记改变为个体工商户的，应征收企业所得税，再按“经营所得”缴纳个人所得税,对企事业单位承包、承租经营，如果纳税人的承包、承租期在一个纳税年度内，经营不足12个月的，应以其实际承包、承租经营的期限为一个纳税年度计算纳税,
193,下列各项所得中，应缴纳个人所得税的是（）。,扣缴义务人代扣代缴税款，按规定取得的扣缴手续费,外籍个人从外商投资企业取得的股息、红利,参加某电视台有奖竞猜所获奖金,外籍个人按合理标准取得的出差补贴,
194,下列各项债权，准予作为损失在企业所得税前扣除的是（）。,行政部门干预逃废的企业债权,担保人有经济偿还能力未按期偿还的企业债权,企业未向债务人追偿的债权,由国务院批准文件证明，经国务院专案批准核销的债权,
195,下列各项中，不符合现行个人所得税规定的是()。,居民个人取得全年一次性奖金，在2021年12月31日前，不并入当年综合所得，以全年一次性奖金收入除以12个月得到的数额，按照规定确定适用税率和速算扣除数，单独计算纳税,个人达到国家规定的退休年龄，领取的企业年金，符合规定的，不并入综合所得，全额单独计算应纳税额,保险营销员、证券经纪人取得的佣金收入，属于劳务报酬所得，以含增值税的收入减除20%的费用后的余额为收入额,保险营销员、证券经纪人展业成本按照收入额的25%计算,
196,下列耕地占用行为，减按每平方米2元的税额征收耕地占用税的是（）。,铁路线路、港口、航道占用耕地,农村居民在规定用地标准以内占用耕地新建自用住宅,军事设施占用耕地,学校占用耕地,
197,下列关于车船税的说法，正确的是（）。,挂车按照货车税额的50%计算车船税,非机动驳船按照机动船舶税额60%计算车船税,拖船按照机动船舶税额的70%计算车船税,车辆整备质量尾数在0.5吨以下的不计算车船税,
198,下列关于承诺的说法中，正确的是(),承诺均须以通知的方式作出,承诺到达要约人时生效,撤回承诺的通知与承诺同时达到要约的，不发生撤回效力,承诺由受要约人或第三人向要约人作出,
199,下列关于城建税的说法中，正确的是（）。,城建税一般不单独加收滞纳金和罚款,增值税实行即征即退的，一律退还城建税,城建税原则上不单独规定减免税,计税依据包括增值税、消费税的滞纳金和罚款,
200,下列关于定金和预付款的说法中，正确的是（）,定金合同自合同订立时生效,预付款具有担保性质,定金合同是实践合同,定金等同于预付款,
201,下列关于房产税纳税人的税法，正确的是（）。,产权出典的，由出典人缴纳房产税,产权属于国家所有的，由经营管理单位缴纳房产税,纳税单位无租使用免税单位房产的，由免税单位缴纳房产税,无论产权所有人是否在房屋所在地，均由产权所有人缴纳房产税,
202,下列关于个人所得税纳税申报制度的说法，错误的是()。,个人所得税的纳税办法有代扣代缴和自行申报纳税两种,年所得12万元以上的纳税人，需要自行申报缴纳个人所得税,从中国境外取得所得的，如果在境外已经缴纳税款，无需在中国境内再次申报缴纳个人所得税,从中国境内两处或者两处以上取得工资、薪金所得的，需要自行申报缴纳个人所得税,
203,下列关于公司概念、能力及权利范围的说法中，正确的是（）,分公司是指一定数额的股份被另一公司控制的法人组织,"除法律特别规定外，公司超越经营范围订立合同,为了保护善意相对人利益，法院均不因此认定合同无效",公司的权利能力始于营业执照签发之日，终于吊销营业执照之日,子公司是指在业务、资金、人事等方面受本公司管辖而不具有法人资格的分支机构,
204,下列关于关税征收管理的说法，正确的是（）。,进口货物自运输工具申报进境之日起14日内，向货物进境地海申报纳税,进口货物在货物运抵海关监管区后装货物的24小时以后，向货物出境地海关申报纳税,关税的延期缴纳税款期限，最长不得超过12个月,进出境货物和物品放行后，海关发现少征或者漏征税款，应当自缴纳税款或者货物、物品放行之日起2年内，向纳税义务人补征关税,
205,下列关于国家所有权的说法，错误的是(),国家所有权由国务院代表国家行使，法律另有规定的除外,矿藏、水流、海域属于国家所有,文物属于国家所有,无线电频谱资源属于国家所有,
206,下列关于律师事务所从业人员个人所得税的陈述，不正确的是（）。,合伙制律师事务所应将年度经营所得全额作为基数，按出资比例或者事先约定的比例计算各合伙人应分配的所得，据以征收个人所得税,律师以个人名义再聘请其他人员为其工作而支付的报酬，应由该律师按“劳务报酬所得”应税项目负责代扣代缴个人所得税,作为律师事务所雇员的律师当月的分成收入，扣除办理案件支出的费用后，余额单独作为“工资、薪金所得”项目计征个人所得税,兼职律师从律师事务所取得工资、薪金性质的所得，律师事务所在代扣代缴其个人所得税时，不再减除税法规定的费用扣除标准，以取得分成收入扣除办理案件支出费用后的余额直接确定适用税率，计算扣缴个人所得税,
