id,question,A,B,C,D,answer
57,财联社 3月28日讯，中国人民 银行调查统计司原司长盛松成表示，去年我国货币政策就没有大水漫灌，今年货币政策也不存在急转弯的问题。目前几乎没有理由收紧货币政策，从任何角度都分析不出要收紧货币政策，包括经济、小微企业、物价、汇率、利率。,普及：盛松成称没有理由紧缩货币政策,盛松成：货币政策不存在急转弯没有理由收紧货币政策,盛松成：去年货币政策没有泛滥，今年也不紧缩,政治经济学家盛松成表示：货币政策不会急转弯,B
58,财联社 6月4日电，土耳其新任财政部长穆罕默德希姆谢克当地时间4日在就职仪式上表示，“除了回归理性的政策制定，土耳其没有任何选择”。希姆谢克指出，透明度、一致性、可预测性和与国际规范的兼容性将是“我们的核心原则”。据悉，希姆谢克或在新内阁中负责土耳其的所有经济政策，有望推动土耳其回归传统货币政策，包括提高借贷成本。,土耳其新任财长：除了回归“理性政策”外别无选择,土耳其新财长希姆谢克坚信理性政策的重要性,土耳其将回归理性政策，新财长表示,希姆谢克：土耳其需要理性政策,A
59,财联社 6月21日电，河北气象台天气预报显示，未来三天，河北省中南部地区高温天气将持续。河北省气象灾害防御指挥部决定于 6月21日10时启动重大气象灾害（高温）级应急响应。,高温天气持续河北省启动重大气象灾害高温级应急响应,河北省气象灾害防御指挥部启动紧急响应,河北中南部将持续高温,河北省应对气象灾害工作有新进展,A
60,财联社 6月5日电，韩国市场调研机构SNEResearch发布的一项数据显示，今年前4个月韩国动力电池在全球的市占率小幅下滑。数据显示，前4个月全球新登记电动 汽车的电池装车总量为182.5吉瓦时（GWh），同比增加49%。韩国三家电池厂商的装车量呈增势，但合计市占率从去年的26.3%下滑2.9个百分点至23.4%。,韩国电动汽车电池市占率下降，厂商面临困境,全球动力电池市场增长韩国电池商市占率下降,机构：韩系电池前4月全球份额下滑2.9个百分点至23.4%,韩国电池厂商市场份额跌至2,C
61,财联社 7月27日电，天眼查App显示，近日，国调二期协同发展基金股份有限公司成立，法定代表人为朱碧新，注册资本315亿人民币，经营范围含以私募基金从事股权投资、投资管理、资产管理等活动。股东信息显示，该公司由中国诚通控股集团有限公司、晋升发展（山西）有限公司、中海石油投资控股有限公司、中粮产业投资有限公司等多家公司共同持股。,一家未知私募基金注册资本超过300亿人民币,中粮等公司参与注册的基金公司成立,中国诚通控股等公司成立新基金公司进行投资管理,国调二期协同发展基金公司成立注册资本315亿,D
62,财联社 6月9日电，截至9日15时30分，河南省濮阳市气象台、平顶山市气象台、漯河市气象台、开封市气象台、新乡市气象台、焦作市气象台、鹤壁市气象台已发布高温红色预警信号，预计今天下午，局部地区将出现40以上高温，需注意防范高温天气带来的不利影响。,热浪袭击，多市气象台发布红色高温预警,河南多地气象台发布天气警报,河南七市发布高温红色预警,全省高温势不可挡，民众应做好应对措施,C
63,财联社 6月6日电，知情人士透露，根据非公开执行的股票交易，埃隆马斯克的脑机接口初创公司Neuralink目前估值约为50亿美元。该公司在两年前的一轮私募融资中，估值接近20亿美元。,马斯克旗下脑机接口公司Neuralink估值约50亿美元,马斯克旗下的公司Neuralink估值翻倍,马斯克投资的公司Neuralink估值大涨,小众领域的公司Neuralink估值高企,A
64,财联社 7月25日电，法国泰雷兹周二表示，将以价值36亿美元的交易收购美国网络安全公司Imperva，以加强在其国防业务之外的扩张。报道称，泰雷兹准备斥巨资加强其数字身份与安全（DIS）部门，并在美国抢占市场份额，Imperva在美国为一些最大的公司提供服务。,泰雷兹投资36亿美元升级数字身份与安全业务,法国泰雷兹将以36亿美元收购美国网络安全公司Imperva,法国公司拟收购美国企业：泰雷兹将领先全球,泰雷兹扩张大计：重注数字身份与安全，购Imperva,B
65,财联社 6月26日电，振江股份发布澄清公告，截至本公告披露日，公司主要为西门子歌美飒供应海上风机零部件，与媒体报道的此次西门子歌美飒风机磨损超预期事件中涉及的风机轴承和叶片等零部件为不同部件；截至本公告披露日，公司生产经营未受到本事项影响，客户对公司的订单也未因本事项原因有延迟发货或取消的情况。,西门子歌美飒风机磨损超预期，振江股份未受影响,振江股份：公司主要为西门子歌美飒供应海上风机零部件,西门子歌美飒风机磨损事件未对振江股份产生影响,振江股份: 西门子歌美飒风机磨损事件未影响公司生产,B
66,财联社 7月1日电，中央气象台 7月1日18时继续发布高温黄色预警，预计 7月2日白天，北京、天津、河北、河南北部、山东西部、内蒙古东南部、辽宁西部以及湖北南部、湖南中东部、江西广西、广东西北部、福建北部等地有35C以上高温天气，其中，北京、天津北部、河北、河南北部、辽宁西部等地的部分地区最高气温可达37~39C。,气象台发布最新天气信息,中央气象台 7月1日18时继续发布高温黄色预警,部分地区面临高温天气,暑假来了，注意防晒,B
67,财联社 5月4日电，安徽省省直住房公积金管理分中心近日发布《关于支持提取住房公积金支付购房首付款的通知》。缴存职工购买合肥市新建商品住房的，可申请提取本人及配偶账户内的住房公积金支付购房首付款。本通知自2023年 5月23日起执行，有效期至2023年 12月31日止。,安徽公积金管理分中心发布通知，支持购房人提取住房公积金,安徽省5月23日起支持提取住房公积金支付购房首付款,安徽省推出新政策，缴存职工可提取住房公积金购买商品房首付款,安徽公积金管理中心出台新规，缴存职工可用公积金付房首付款,B
68,财联社 5月18日电，根据美国财政部的一份声明，财政部长耶伦当地时间周四将在银行政策中心(BPI)讨论银行系统近期的发展以及国会在应对债务上限问题的重要性。,耶伦将在 银行政策中心讨论银行系统和债务上限问题,美国财政部长将在银行政策中心发表讲话,耶伦将在 BPI 探讨金融行业发展,国会债务限制问题备受关注,A
69,财联社 6月10日电，广州预警发布中心 6月10日16时40分发布地质灾害气象风险预警，经广州市规划和自然资源局与市气象局联合会商，预计未来24小时，黄埔区萝岗街道、永和街道、新龙镇，增城区永宁街道、新塘镇、中新镇地质灾害气象风险预警等级为3级，请有关单位做好防御。3级预警表示气象因素致地质灾害的风险较高，监测人员应加强监测预警，及时防御。,预计未来24小时广州市部分区域将受到地质灾害风险影响,广州市局部地区恶劣气象将导致灾害风险加大,广州发布地质灾害气象风险预警,增城区永宁街道地质灾害风险预警发布,C
70,财联社 5月30日电，在今日举办的2023 中关村论坛智能制造创新发展论坛上，百度副总裁李硕表示，公司去年在与化纤企业合作时，已经将大模型技术应用于生产线。李硕还表示，公司曾与权威机构进行测算，在电力系统中，如果每个环节都引入人工智能，一年创造的价值将能超过2000亿元。,百度将大模型技术应用于化纤行业生产线,百度副总裁李硕：已将大模型技术应用于化纤行业AI可助电力系统创造2000亿价值,李硕宣布百度与化纤企业合作成功，大模型技术得到应用,百度科技推出AI助力电力系统增加2000亿元价值,B
71,财联社 7月27日电，湖北省十堰市气象台27日15时57分发布暴雨红色预警信号：目前竹溪蒋家堰降水已达70毫米，预计未来3小时，竹溪北部强降水仍将持续，局部累计雨量将达100毫米以上，山洪、地质灾害、中小河流域洪水等风险等级高，请注意防范。,湖北十堰发布暴雨红色预警,十堰市竹溪蒋家堰出现70毫米降雨，洪水风险高,湖北省竹溪北部下雨，注意安全,大雨来袭，湖北十堰当局发出警告,
72,财联社 7月28日电，根据欧足联的声明，意大利足协和土耳其足协申请将联合申办2032年欧洲杯。这也意味着英国和爱尔兰对2028年欧洲杯的联合申办计划将没有竞争对手，成为唯一申办单位。此前，意大利足协和土耳其足协曾有申办2028年欧洲杯的意向或计划。,意大利和土耳其错过了申办2028年欧洲杯的机会,欧足联：意大利和土耳其申请联合申办2032年欧洲杯,英国和爱尔兰将独享2028年欧洲杯主办权,意大利和土耳其足协将联合角逐2032年欧洲杯,
73,财联社 1月18日电，临近春节，有传闻称，受到天齐锂业停产影响，碳酸锂下游企业备货紧张，或将影响1月底生产。对此，天齐锂业相关负责人表示：公司没有停产，目前国内三个基地都正常生产，满产满销。,天齐锂业回应停产传闻：没有停产目前满产满销,碳酸锂下游企业面临紧张备货状况,资源短缺导致天齐锂业生产困难,网传天齐锂业停产，电池制造企业生产压力大增,
74,财联社 6月7日电，孟加拉国连日来遭遇热浪袭击。高温天气下，这个南亚国家用电需求激增，引发全国大面积停电。政府要求所有小学停课至8日。孟加拉国近日气温迅速飙升，气象部门记录的最高气温从10天前的32摄氏度升至近41摄氏度。气象部门警告，这轮热浪尚无结束迹象。由于气温升高推高用电需求，加上发电厂燃料短缺，孟加拉国近几周经常大面积停电，每日停电时间长达5小时。,孟加拉国正面临电力危机，热浪使问题更严重,热浪来袭孟加拉国电力短缺学校停课,孟加拉国全国停电5小时，原因是什么？,孟加拉国学校停课，当地气温高达40摄氏度,
75,财联社 7月10日电，兴发集团公告，预计上半年净利润为6亿元-6.5亿元，同比下降82.19%-83.56%；报告期内草甘膦、有机硅、黄磷、磷肥等周期性产品市场价格持续下跌，产销量同比亦出现不同程度下滑，导致产品盈利能力大幅减弱，部分产品出现大额亏损。,兴发集团半年净利惨降，经营遭受重创,兴发集团：预计上半年净利润同比下降82.19%-83.56%,兴发集团上半年净利润下滑，业绩疲弱,兴发集团上半年业绩下滑，主营产品市场波动导致盈利减弱,
76,财联社 7月10日电，诚迈科技接受机构调研时表示，公司与英伟达签订合作协议，成为其生态系统软件合作伙伴，联合成立汽车影像实验室，为智能驾驶相关企业提供基于Orin及Xavier 芯片的智能驾驶视觉方案。,诚迈科技与英伟达签署协议，合作开发基于Orin及Xavier芯片的智能驾驶技术,诚迈科技：公司与 英伟达签订合作协议联合成立 汽车影像实验室提供 智能驾驶视觉方案,诚迈科技入驻英伟达生态系统，共建智能驾驶领域影像创新实验室,诚迈科技与英伟达联手，成立智能驾驶创新实验室,
77,财联社 4月30日电，据青岛市检察院官微消息，近日，中国 建设银行深圳市分行原党委书记、行长王业涉嫌受贿罪、违法发放贷款罪、洗钱罪一案，由青岛市人民检察院依法向青岛市中级人民法院提起公诉。,王业因不当行为遭青岛市检方提起公诉,涉嫌受贿、违法发放贷款等建行深圳分行原行长王业被提起公诉,建行深圳分行涉嫌不当贷款，行长王业被提起诉讼,建行深圳分行原行长王业涉嫌违纪被青岛检方起诉,
78,财联社 6月23日电，据外媒报道，美国联邦法官表示，Levidow，LevidowOberman律师事务用ChatGPT撰写一份由虚假案例引证的法庭简报，行为恶劣，对其处以罚款5000美元。法官表示，该事务所的两名律师有意识地避免表明这些引文是虚假的，并“向法庭做出误导性陈述”。,用ChatGPT捏造法庭简报的律师被处以罚款5000美元,两名美国律师被罚款，使用虚假案例来为客户辩护,ChatGPT撰写法庭简报：一起让律师团队陷入麻烦的案例,律师事务所提交虚假报告，被法官罚款5000美元,
79,财联社11月3日电，据法新社和《基辅邮报》等媒体11月2日报道，由于不满雀巢公司继续在俄罗斯运营，乌克兰当天将这家瑞士食品巨头列入“战争赞助商”名单。雀巢公司尚未对这一指控作出回应。,乌克兰对雀巢公司在俄罗斯运营表示不满,乌克兰不满雀巢公司继续在俄运营将其列入“战争赞助商”名单,雀巢公司遭乌克兰指控为“战争赞助商”,雀巢公司被指控支持俄罗斯战争,
80,财联社 4月24日电，华晨中国发布公告称，近期有媒体发表若干有关沈阳市政府可能向华晨 汽车集团控股有限公司（本公司的控股股东，透过其全资附属公司辽宁鑫瑞汽车产业发展有限公司实际持有本公司已发行股本约30.43%权益，现正进行重整）收购本公司股份的报道。董事会谨此澄清，据本公司作出一切合理查询后所知、所悉及所信，本公司并不知悉媒体报道所述事宜及当中所载资料的来源。,华晨中国股权收购传闻被澄清，事实或有变数？,华晨中国或将被沈阳市政府收购？,华晨中国回应“沈阳市政府可能收购公司股份”：并不知悉报道所述事宜,沈阳市政府考虑收购华晨中国股份吗？,
81,财联社 3月31日电，根据最新披露的基金产品年报，华宸未来基金去年 7月21日因私募资产管理计划不符合中国证监会规定，被上海证监局要求责令改正，并暂停办理私募资产管理计划备案，对相关责任人出具警示函。该公司对此高度重视，积极开展整改工作，对具体问题进行深入整改，全面完善公司私募资产管理业务。华宸未来同时称，前述事项对基金份额持有人利益无不利影响。,华宸未来基金旗下私募产品遭监管处罚已暂停办相关产品备案,华宸未来基金私募资产管理计划被责令改正,华宸未来基金私募资产管理业务深入整改,上海证监局警告华宸未来基金私募资产管理计划,
82,财联社 3月29日电，北京规划和自然资源委员会近日发布公告，两宗位于大兴区瀛海镇的区级统筹集体建设用地正式挂牌出让，此次出让两宗地建筑规模全部建设“共有产权住房”，销售均价29000元/平方米（含全装修费用）。挂牌公告显示，根据全国人民代表大会授权及北京市《集体经营性建设用地试点管理办法》相关规定，本次挂牌出让宗地，与国有建设用地同责同权，使用权出让年限为70年。,北京出让集体用地建共有产权房对外销售房价2.9万,大兴区集体用地出让，建“共有产权住房”，价格不公开！,北京发布公告，大兴区瀛海镇两宗地出让，建共有产权住房，但销售均价别太高！,北京公布两宗地挂牌出让，建设共有产权住房！,
83,财联社 3月23日电，据义乌市数字人民币试点工作领导小组联合办公室消息，《深入推进义乌小商品市场数字人民币试点工作方案》已于 3月22日印发，提出全面提升市场数字人民币受理环境、推动市场数字人民币交易规模大幅提升、丰富数字人民币数字贸易应用场景等10条具体措施。具体来看，义乌力争到2023年底，小商品市场线下在营商户支付场景覆盖率达90%，线上Chinagoods平台覆盖率达95%以上；小商品市场数字人民币交易金额超过100亿元，交易笔数超过100万笔；在全国率先落地3个标志性应用场景，发布主题硬件钱包。,浙江义乌：力争到2023年底小商品市场 数字人民币交易金额超过100亿元,浙江义乌数字人民币试点工作10项措施出炉,义乌小商品市场将覆盖90%线下场景数字人民币支付,义乌Chinagoods平台将覆盖95%以上数字人民币支付场景,
84,财联社 4月20日电，浙江省政府办公厅近日印发《关于进一步扩大消费促进高质量发展若干举措》，创新升级数字信息消费。大力发展信息技术服务，丰富信息技术产品供给。进一步激发杭州市、宁波市综合型信息消费示范城市和温州市、湖州市特色型信息消费示范城市活力，办好信息消费城市行活动。加大数字人民币促消费力度，2023年实现数字人民币消费150亿元。,浙江将大力发展信息技术服务，2023年实现 数字人民币消费150亿元,浙江将推广数字人民币消费,浙江政府颁布新举措：加强信息消费,湖州、温州等城市将发挥信息消费示范作用,
85,财联社 3月27日电，梦网科技在投资者互动平台表示，公司跟华为云合作了Koomessage产品，在云原生技术基础之上，KooMessage能从场景出发，并通过华为云的高阶大数据和AI能力支撑，让企业能通过立而不破的方式继承原有，又与新生能力有机协同。华为云的高阶大数据和AI能力正在赋能KooMessage进一步全面升级。如智能内容生产引擎，利用AI推荐算法、RPA、低代码等技术，通过用户行为数据和素材模板库内容的人群定位等分析，自动化组装生成个性化内容。,梦网科技与华为云合作，KooMessage产品有望迎来升级,梦网科技：华为云的高阶大数据和AI能力正赋能KooMessage进一步全面升级,梦网科技提到华为云，将提升KooMessage的能力水平,KooMessage产品将获得华为云的技术支持,
86,财联社 3月26日电，统计显示，下周（ 3月27日至 3月31日）共有59家公司限售股陆续解禁，按照最新收盘价计算，合计解禁市值1228.43亿元。按最新收盘价计算，解禁市值居前三位的是： 中国船舶（491.05亿元）、 上海莱士（110.03亿元）、 荣昌生物（76.02亿元）。从个股的解禁量看，解禁股数居前三位的是：中国船舶（20.29亿股）、上海莱士（17.66亿股）、 渤海租赁（11.37亿股）。,下周限售股解禁，股市预计将出现大幅波动,下周A股限售股解禁市值超千亿元,解禁股数最多的公司是中国船舶，将会引发股市价值波动,59家公司限售股即将解禁，市场面临巨大考验,
87,财联社 4月18日电，近日，“五一”假期首日（ 4月29日）火车票开售，多条热门线路放票后几分钟内均已售罄。不仅火车票销售火爆，“五一”假期出游的整体热度已经创下阶段新高。 4月6日， 携程发布的“五一”假日旅游前瞻报告显示，国内游订单量已追平2019年同期，同比增长超7倍。在去哪儿平台上，截至 4月12日，国内热门城市“五一”机票提前预订量已超过2019年同期，热门城市“五一”酒店提前预订量较2019年同期增长4倍。业内人士表示，2月以来消费者积压的旅游需求有望在“五一”期间得到释放，国内主要旅游城市和度假旅游目的地都会因此受益。出境游也有望在“五一”假期迎来小高潮。,五一期间旅游需求释放 酒店预订量猛增,“五一”热度创阶段新高，去哪儿机票酒店预订量飙升,消费者积压需求 大量五一火车票一分钟售罄,2月以来消费者积压的旅游需求有望在“五一”期间得到释放,
88,财联社 5月2日电，中国常驻联合国副代表戴兵 5月1日呼吁联合国秘书处持续加强维和全面预算绩效管理，切实加强内控，提高维和行动效率和效力。戴兵当天在第77届联合国大会行政和预算委员会（第五委员会）第二次续会开幕式上发言说，财政是联合国治理的基础和重要支柱。作为联合国最大的单项预算，维和资金规模高达数十亿美元。中方一贯主张联大五委按照科学合理的原则，认真审议维和预算，为维和行动履行授权提供必要资源。,中国常驻联合国代表提出维和行动预算改进建议,联合国维和行动经费数十亿 联大五委应认真审议,中国驻联合国代表呼吁多加关注维和行动计划,中方呼吁联合国秘书处持续加强维和全面预算绩效管理,
89,财联社 5月4日电，广东省市场监督管理局近日印发支持广州创建全国网络市场监管与服务示范区的行动方案，从四个方面提出了16项务实措施，指导广州在推动网络经济高质量发展上聚焦用力，推动广州创建全国网络市场监管与服务示范区。一是促进网络经济产业提质增量。二是构建网络市场规范监管体系。三是优化网络经济发展环境。四是探索网络 新经济领域创新实践。,广东省市场监管局支持广州网络经济发展，提出16项措施,广东省市场监管局印发行动方案，支持广州网络经济发展,广东省市场监管局推出16条措施支持广州创建全国网络市场监管与服务示范区,广州将成为全国网络市场监管与服务示范区，广东省市场监管局出台措施支持,
90,财联社 3月29日电， 三六零集团创始人周鸿祎表示，360在发展人工智能大语言模型上具备数据获取和处理的工程化能力、人工知识训练、场景三大核心优势，将坚持“两翼齐飞”战略，先占据场景，同步发力核心算法技术。在ToC端，将推出新一代智能搜索引擎，并基于搜索场景推出人工智能个人助理类产品；ToSME端，将基于生成式大模型推出SaaS化垂直应用；ToGToB端，360计划结合数字安全业务推出企业私有化AI服务。,360将推出新一代智能搜索引擎和基于生成式大模型的SaaS化垂直应用,360计划推出人工智能个人助理类产品,360将发力场景和核心算法技术，将在智能搜索引擎和SaaS垂直应用领域推出新产品,360考虑结合数字安全业务推出企业私有化AI服务,
91,财联社 4月29日电，七国集团（G7）数字与技术部长会议29日在日本群马县高崎市开幕。鉴于人工智能（AI）写文章及绘画的生成式AI使用迅速扩大，会议将讨论制定AI开发与使用的规则。此外还将共商在乌克兰数字领域展开支援事宜。会议将于30日汇总联合声明。据报道，议题还包括如何具体实现扩大国际数据流通带动经济增长的“可信的数据自由流通”（DFFT）构想。这是日本2019年提出的理念，力争就创设国际框架达成共识。,G7数字部长会议展开支援乌克兰数字领域议题讨论,G7数字部长会议开幕将讨论制定AI开发与使用规则,日本提出的“可信的数据自由流通”构想将在G7数字部长会议讨论,G7数字部长会议将探讨如何扩大国际数据流通以驱动经济增长,
92,财联社 4月20日电，浙江省人民政府办公厅近日印发《关于进一步扩大消费促进高质量发展若干举措》。其中提出，发展品质医疗美容消费。支持医疗美容龙头企业（机构）联合高校院所及产业链上下游企业开展重大关键技术联合攻关。支持医疗美容企业发展壮大，鼓励并规范发展“互联网+医疗美容”，支持各地建设医疗美容街区（园区）。加强医疗美容行业监管服务，规范医疗美容机构审批，优化产业发展环境。,浙江省政府发布新政：全面推动医疗美容行业快速发展,医美产业力推：浙江加强医美监管，打造医美街区,消费新热点：浙江省支持医疗美容企业扩大市场规模,浙江：支持医疗美容企业发展壮大鼓励并规范发展“互联网+医疗美容”,
93,财联社 3月3日电，农业农村部办公厅近日印发《关于开展2023年全国肥料质量监督抽查的通知》，安排部署相关工作，3月启动肥料监督抽查，9月底前完成检测，年底前向社会公开抽查结果。本次监督抽查的主要目的是加强肥料质量监督管理，切实保障农业生产和 农产品质量安全。抽查重点是有机肥料、复合肥料和微生物肥料，主要从天津、河北等22个省份的肥料生产企业和农资流通市场抽取产品。对抽查中发现的不合格产品，农业农村部将第一时间向社会公开通报，从严从快对生产企业进行查处，督促整改落实。,农业农村部部署开展全国肥料质量监督抽查,农资市场将全面检测肥料质量，以确保农产品质量安全,针对肥料质量问题，农业部全面开展检测，将严惩不良生产企业,天津、河北等22个省份将迎来大规模肥料质量检测行动,
94,财联社 4月2日电，韩国国土交通部2日表示，计划到9月将国际航线增至204条，航班量增至每周4075班，这相当于2019年疫前水平的88.2%。与去年冬季的159条（2711班）相比，航线数将增加28.3%，航班量将增加50.3％。考虑到赴日、赴华航班量曾占据疫前国际航班总量的半壁江山，国土交通部将重点支持赴日、赴华航班复航，9月航班量分别恢复至疫前水平的92%和87%。,韩国国际航线恢复计划出炉，东南亚等地区未列入增长范围,韩国国土交通部：计划9月国际航班量将恢复至疫前九成水平,韩国国际航班数量或将增加，但仍存在疫情等因素影响,韩国国土交通部计划恢复国际航班，但仍有近一成减产,
95,财联社 4月3日电，乌克兰外交部发布消息称，乌外长库列巴将于 4月3日至4日访问布鲁塞尔，并参加乌克兰-北约委员会的正式会议。据乌外交部消息，库列巴将详细讨论加强乌克兰国防能力的步骤，包括新的武器供应和弹药生产，增加对俄罗斯的制裁压力等。访问期间，库列巴还将与北约秘书长斯托尔滕贝格、欧盟外交与安全政策高级代表博雷利分别举行双边会晤。,乌克兰外长将与北约会面商讨加强国防措施 包括弹药生产与俄制裁,乌克兰外长将于 4月3日至4日访问布鲁塞尔参加乌克兰-北约委员会正式会议,乌克兰寻求北约支援加强国防 措施包括武器供应、俄罗斯制裁,库列巴对话北约秘书长 博雷利 急需加强国防,
96,财联社 4月11日电，据港交所官网， 4月11日，陆金所控股已通过港交所聆讯，将以介绍上市方式登陆港交所主板，不涉及新股发售或任何其他证券的公开发售，股票代码：6623。成功上市后，公司将在港交所及纽交所两地拥有双重上市地位，两个市场吸引不同背景的投资者，有助于扩大公司的投资者基础及增加股份的流动性。截至2022年 12月31日，公司净资产为948亿元， 银行存款为439亿元。2022财年公司实现营业收入581亿元，净利润88亿元。,赴港上市倒计时 陆金所控股通过港交所上市聆讯,陆金所控股将在港交所主板上市，股票代码6623,陆金所控股通过港交所审核，确定将以介绍上市方式进行上市,陆金所控股登陆港交所，有望吸引不同类型的投资者,
97,财联社 3月29日电，全球首款双载体13价肺炎球菌多糖结合疫苗在北京开始接种。双载体13价肺炎疫苗采用两种载体蛋白与肺炎球菌荚膜多糖相结合，可以有效避免单一载体蛋白竞争辅助型T细胞而对多糖免疫应答产生的抑制作用，是市场上唯一一款阳转率、抗体滴度双达标的肺炎疫苗，也是全球范围内第三款获批的13价肺炎疫苗，6周龄~5岁（6周岁生日之前）的婴幼儿均可接种。,全球首款双载体13价肺炎球菌多糖结合疫苗北京开打,北京推出新型肺炎疫苗，效果未知,全球第三款13价肺炎疫苗在中国上市，获批信息公开,双载体疫苗进入北京市场，婴幼儿可接种,
98,财联社 1月8日电，优化中外人员往来管理措施 1月8日落地实施后，取消了入境后全员核酸检测和集中隔离等国际客运航班数量管控措施，口岸出入境客流回升势头明显。据介绍，优化中外人员往来管理措施落地实施后，口岸出入境客流短期内增幅预计将达到20%，广州往来内罗毕、伊斯兰堡、金边、曼谷、吉隆坡等方向的国际航班将于近期恢复和加密，广州与东南亚方向恢复和加密的国际航班将是近期口岸出入境客流与航班增长的主要来源。,重磅消息：广州机场近期将恢复和加密多个国际航班,机场管制放松，白云机场国际航班数量将飙升,中外人员往来管理措施优化，广州机场口岸出入境人群激增,广州 白云机场口岸出入境客流回升预计短期内增幅将达20%,
99,财联社 4月23日电，宇环数控公告，公司于2023年 4月17日与 捷普科技(成都)有限公司签署了《机器设备改装合约》，合同金额为353.78万元。公司于2023年 4月20日与捷普成都签署了五轴高速机《采购合同》，合同金额为4384.40万元。公司于2023年 4月20日与捷普成都签署了《机器设备改装合约》，合同金额为5977.23万元。上述合同总计金额为1.07亿元。,捷普成都与宇环数控达成庞大合同,宇环数控：与捷普成都合计签订1.07亿元合同,宇环数控以1.07亿元签约捷普成都，扩大业务规模,宇环数控：签订多份合同，金额达数亿元,
100,财联社 4月28日电，宝通科技发布股价异动公告，公司近期向中介机构征询了意见和建议，目前存在处于筹划阶段且尚未正式披露的向特定对象发行股票事项，该事项主要与公司工业互联网业务板块相关，再融资事项的发行方案、发行金额以及项目实施细节等事项尚在商议筹划中，为保证公平信息披露，维护投资者利益，避免造成公司股价异常波动，公司将根据事项进展情况，及时履行信息披露义务。,宝通科技：目前存在处于筹划阶段且尚未正式披露的向特定对象发行股票事项,宝通科技计划推出新项目,宝通科技工业互联网业务板块迎来新计划,投资者需关注宝通科技股价波动,
101,财联社 4月13日电，今年以来，在大量私募管理人注销的同时，新私募管理人的登记要求也更加严格。中国基金业协会网站数据显示，今年以来，截至 4月12日，已注销的私募基金管理人高达1692家，是去年同期的4.86倍；同时，新登记私募管理人仅有209家，相比去年同期下降45%。此外，记者了解到，监管机构对于私募产品的备案要求也趋于严格，尤其是结构化发债。有债券私募人士表示，在上报产品时，收到监管反馈，要求限制单一债券的投资比例等。,监管机构对私募产品要求更严格，结构化发债受限制,监管趋严私募管理人登记“降温”,新私募基金管理人减少，监管更严格,私募基金管理人大量注销，监管收紧趋势明显,
102,财联社 4月2日电，中央气象台 4月2日6时发布暴雨蓝色预警：预计， 4月2日8时至3日08时，内蒙古中部偏南地区、陕西大部、山西西部和北部、河南南部、湖北中部和南部、湖南北部、四川盆地东北部、广西东北部等地部分地区有大到暴雨，其中，湖南北部、广西东北部等地部分地区有大暴雨（100～180毫米）。上述部分地区伴有短时强降水（最大小时降雨量20～30毫米，局地可超过40毫米），局地有雷暴大风等强对流天气。,这些地方下雨了！预计降雨量大,暴雨蓝色预警湖南广西等地部分地区将有大暴雨,暴雨来袭：各地留意防范,雨势不减：预警发布至3日,
103,"财联社 1月12日电，碧桂园控股公告，该公司于公开市场进一步购回金额218,390，000美元2023年1月到期的4.75%优先票据。此前，碧桂园已完成回购于2023年1月到期的4.75%优先票据(ISIN：XS1751178499)，本金总额15,000，000美元。自2022年 5月3日起及截至本公告日期，碧桂园已于公开市场进一步购回金额218,390，000美元的该票据，所购回的该票据已相应注销。碧桂园表示，公司将继续监察市况，并于适当时候进一步购回优先票据。",碧桂园再次购回优先票据,"碧桂园完成218,390,000美元的优先票据回购",碧桂园公布回购优先票据计划,碧桂园：进一步回购2.18亿美元1月到期优先票据，将适时进一步购回,
104,财联社 4月26日电，据初步统计， 4月29日至 5月3日小长假期间， 海南机场旗下岛内美兰、三亚、博鳌三家机场预计完成航班起降约4425架次，旅客吞吐量约68.67万人次，同比2019年（ 4月30日- 5月4日）分别增长20.7%、21.7%，已经超过了疫前同期水平。其中，海口美兰国际机场预计执飞航班约2445架次，运送旅客约34.37万人次，日均执行航班489架次，每日运送旅客约6.87万人次，同比2019年分别增长15.33%、11.75%。旅客量高峰日预计在 5月3日，旅客将达7.29万人次。三亚凤凰国际机场预计完成客运航班起降1900架次，运送旅客约33.3万人次，日均同比2019年分别增长23.4%、30.8%，日均航班量达380架次，旅客量高峰日预计在 4月30日，旅客将达6.8万人次。,五一假期海南岛内三机场预计运送旅客超过50万人次,五一假期海南岛内三机场预计运送旅客68.67万人次已超2019年水平,海南岛内三机场预计运送旅客量上涨近三成,五一期间海南机场客流量达到数十万人次,
105,财联社 1月25日电， 汽车制造商Stellantis美国分公司周二表示，由于短路问题可能导致发动机意外熄火，该公司将召回7.6万辆插电式混合动力小型货车。召回范围包括2017年至2023年美国的6.7万辆克莱斯勒PacificaHybrid小型货车，其他国家约9000辆。Stellantis将为召回车辆更新电源逆变器软件，如果需要，还将更新仪表板组合软件。,Stellantis推出全新插电混动小型货车，将取代老款,短路问题威胁安全，Stellantis召回数千辆混合动力汽车,Stellantis宣布大规模召回Hybrid车型，将付出高昂代价,Stellantis因发动机问题召回7.6万辆插电混动小型货车,
