id,question,A,B,C,D,answer
85,甲公司生产销售乙、丙、丁三种产品，固定成本50000元。除乙产品外，其余两种产品均盈利。乙产品销售量2000件，单价105元，单位成本110元（其中，单位直接材料成本20元，单位直接人工成本35元，单位变动制造费用45元，单位固定制造费用10元）。假定生产能力无法转移，在短期经营决策时，决定继续生产乙产品的理由是（）。,乙产品单价大于55元,乙产品单价大于20元,乙产品单价大于100元,乙产品单价大于80元,
86,甲公司是一家全球性快餐连锁企业。该公司在印度由于使用牛油烹制食品进行销售，经营不畅，导致亏损，说明该公司忽视了宏观环境中的（）。,政治法律因素,经济因素,社会文化因素,技术因素,
87,甲公司是乙公司的母公司。2x18年6月30日，甲公司将其生产成本为120万元的W产品以200万元的价格销售给乙公司，乙公司将W产品作为固定资产核算，预计使用5年，预计净残值为0，采用年限平均法计提折旧。不考虑其他因素，该固定资产在甲公司2x19年12月31日合并资产负债表中列示的金额为()万元。,140,84,160,72,
88,甲公司王某实际工作8年，在甲公司工作3年。因患病住院治疗，王某可享受的医疗期期间为（）。,12个月,3个月,6个月,9个月,
89,甲公司为乙公司的股东，投资成本为200万元，占乙公司股权比例10%。乙公司累计未分配利润和累计盈余公积为1800万元，甲公司转让该项股权公允价格为500万元。根据企业所得税法律制度的规定，甲公司应确认股权转让所得为()万元。,120,180,200,300,
90,甲公司为增值税一般纳税人，2019年10月采取折扣方式销售货物一批，该批货物不含税销售额90000元，折扣额9000元，销售额和折扣额在同一张发票的金额栏分别注明。已知增值税税率为13%。甲公司当月该笔业务增值税销项税额的下列计算列式中，正确的是（）。,（90000-9000）×（1+13%）×13%=11898,90000×13%=11700（元）,90000×（1+13%）×13%=13221（元）,（90000-9000）×13%=10530（元）,
91,甲公司系增值税一般纳税人，购入一套需安装的生产设备，取得的增值税专用发票上注明的价款为300万元，增值税税额为39万元，自行安装领用材料20万元.发生安装人工费5万元，不考虑其他因素，设备安装完毕达到预定可使用状态转入固定资产的入账价值为（）万元。,320,348,373,325,
92,甲公司向银行借入短期借款1000万元，年利率6%，银行按借款合同保留15%补偿金额，若企业所得税税率为25%，不考虑其他借款费用，则该笔借款的资本成本为（）。,7.5%,5.3%,0.08,7.1%,
93,甲公司应收A公司账款230万元不能收回，协议接受A公司以一土地使用权抵债，发生相关税费25万元由甲公司支付。该无形资产的账面原价为200万元，已摊销90万元，未计提减值准备，公允价值为150万元。甲公司已为该项应收账款计提坏账准备40万元。则甲公司取得该无形资产时的入账价值是（）万元。,110,175,150,190,
94,"甲公司与乙公司交易中获面额为100万元的汇票一张,汇票上有丙、丁两公司的担保签章,其中丙公司担保80万元,丁公司担保20万元。如果该汇票在到期日前被拒绝承兑,下列说法正确的有()。 Ⅰ、甲公司在被拒绝承兑时可以向乙公司追索100万元;Ⅱ、甲公司在被拒绝承兑时只能依据与乙公司的交易合同要求乙公司付款;Ⅲ、甲公司只能分别向丙公司追索80万元和向丁公司追索20万元;Ⅳ、甲公司可以要求丙公司和丁公司承担连带责任。",Ⅱ、Ⅲ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅲ,Ⅰ、Ⅳ,
95,甲公司在与乙公司的业务往来中，不正确的做法是（）。,甲公司在支票上未记载收款人名称,甲公司在支票上未记载货款金额,乙公司于12月5日向付款银行提示付款,乙公司自行填写支票上的收款人名称和货款金额,
96,甲公司自2016年初自行研发一项非专利技术，2017年7月该项目达到预定用途形成无形资产并交付管理部门使用。2016年在研发过程中发生材料费220万元、人工工资60万元以及其他费用20万元，其中符合资本化条件的支出为240万元。2017年发生材料费110万元、人工工资40万元以及其他费用30万元，其中符合资本化条件的支出为120万元。该项无形资产的推销期限为5年，预计净残值为零，按直线法推销。该事项对甲公司2017年度损益的影响金额为（）万元。,156,132,192,96,
97,甲企业采用标准成本法进行成本控制。当月产品实际产量大于预算产量。导致的成本差异是（  ）,直接材料数量差异,变动制造费用效率差异,直接人工效率差异,固定制造费用能量差异,
98,"甲企业生产一种产品,每件产品消耗材料10千克。预计本期产量155件,下期产量198件,本期期初材料310千克,期末材料按下期产量用料的20%确定。本期预计材料采购量为（）千克。",1464,1860,1636,1946,
99,甲为某股份有限公司的发起人，持有该公司股份。公司成立后，甲并未成为公司的董事、监事或经理。根据法律规定，甲持有的公司股份最早可以转让的期限是（）。,自股票上市交易之日起3年内,自股票上市交易之日起1年内,自公司成立之日起3年后,自公司成立之日起1年后,
100,"甲向乙借款200万元，期限自2017年1月1日起至2019年12月31日止，丙为保证人。2019年6月5日,甲向乙追加借款100万元，双方约定全部借款于2020年12月31日清偿。丙对甲向乙追加借款与首期借款期限延长之事不知情。根据合同法律制度的规定，下列关于丙的保证责任的表述中，正确的是（）",保证责任范围是200万元，期限至2020年12月31日,保证责任范围是300万元，期限至2019年12月31日,保证责任范围是300万元，期限至2020年12月31日,保证责任范围是200万元，期限至2019年12月31日,
101,甲有限责任公司的股东乙公司准备购买一套生产设备，乙公司请求甲公司为自己提供担保。当甲公司股东会审议此请求时，下列情形不能通过的有（）。 Ⅰ、全体股东过半数通过;Ⅱ、出席会议的全体股东过半数通过;Ⅲ、除乙公司外，出席会议的其他股东过半数通过;Ⅳ、除乙公司外，出席会议的其他股东所持表决权的过半数通过。,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ,Ⅱ、Ⅳ,
102,假设李某在2015年11月20日填写了一份为期10年的人寿保险投保单，并在身体状况上全部勾选“正常”，保险公司在核保时发现其有高血压病史，但仍同其于2015年12月2日订立了相关合同。2017年5月，李某因突发脑溢血不治身亡，李某的女儿向保险公司提出给付保险金的申请。此时将产生的法律后果是（）。,保险公司以投保人未如实告知为由，不承担保险责任，也不退还保险费,保险公司以投保人未如实告知为由，不承担保险责任，但退还保险费,保险公司以投保人未如实告知为由，解除合同,保险公司不得解除该保险合同，并应承担相应给付保险金的责任,
103,经营者违反明码标价规定，责令改正，没收违法所得，可以并处5000元以下的罚款。罚款数额是（）。,1000元以下,5000元以下,10000元以下,50000元以下,
104,居民个人取得的下列所得，应纳入综合所得计征个人所得税的是()。,偶然所得,特许权使用费,股息红利所得,财产转让所得,
105,开户单位之间的经济往来，除按规定的范围可以使用现金外，应当通过（）进行转账结算,人民银行,开户银行,财务企业,政策性银行,
106,劳动者7月1日进入公司工作，9月1号签订1年期劳动合同，月工资为3000元，因合同问题应赔偿劳动者的金额（）。,3000元,6000元,0元,4500元,
107,某产品的预算产量为10000件，实际产量为9000件，实际发生固定制造费用180000万元，固定制造费用标准分配率为8元/小时，工时标准为1.5小时/件，则固定制造费用成本差异为（）。,超支72000元,节约60000元,超支60000元,节约72000元,
108,某个体商店为增值税小规模纳税人。2019年9月，该个体商店购置一批货物，取得的普通发票上注明金额3200元，当月零售货物取得销售收入22400元；用部分外购商品抵债，抵债商品的买价为12000元，平均售价为15000元，该商店同类产品的最高销售价格为18000元。该个体商店当月应纳的增值税是（）。,22400÷（1+3%）×3%+15000÷（1+3%）×3%=1089,22400×3%+15000×3%=1122（元）,22400×3%+18000×3%=1212（元）,22400÷（1+3%）×3%+18000÷（1+3%）×3%=1176,
109,某公司委托证券公司发行普通股400000股，每股面值为1元，每股发行价格为16元。双方协议约定，证券公司按发行收入的2%收取佣金，并直接从发行收入中扣除。不考虑其他因素，该公司发行股票应计入资本公积的金额为（）元。,6272000,5880000,5872000,6000000,
110,某股份有限公司首次公开发行普通股500万股，每股面值1元，发行价格6元，相关手续费和佣金共计95万元（不考虑增值税）。不考虑其他因素，该公司发行股票应计入资本公积的金额是（）万元。,2405,2500,2905,3000,
111,某进出口公司2019年8月进口摩托车20辆，成交价共计27万元，该公司另支付入关前的运费4万元，保险费无法确定。摩托车关税税率25%，该公司应缴纳的关税为()。,6.75万元,7.77万元,6.78万元,7.75万元,
112,某普通合伙企业合伙人甲因个人借款，拟将其合伙财产份额质押给债权人乙。根据合伙企业法律制度的规定，为使该质押行为有效，同意质押的合伙人人数应当是（  ）。,超过全体合伙人的三分之二,超过全体合伙人的二分之一,全体合伙人,超过全体合伙人的四分之三,
113,某企业2014年12月31日固定资产账户余额为3000万元，累计折旧账户余额为800万元，固定资产减值准备账户余额为200万元，固定资产清理借方余额为50万元，在建工程账户余额为200万元。该企业2014年12月31日资产负债表中固定资产项目金额为（）万元。,3000,1950,2050,3200,
114,某企业2020年12月份发生如下事项：销售A材料的实际成本为20万元，销售A材料的同时出售单独计价的包装物的成本为5万元；计提的投资性房地产的摊销额为1万元，出借包装物的摊销额为1万元。该企业2020年12月份应计入其他业务成本的金额为（）万元。,28,26,8,6,
115,某企业2021年12月31日固定资产账户余额为6000万元，累计折旧账户余额为1800万元，固定资产减值准备账户余额为200万元，工程物资账户余额为200万元。该企业2021年12月31日资产负债表“固定资产”项目的金额应为（）万元。,6400,6000,4400,4000,
116,某企业采用计划成本法分配辅助生产费用时，应将生产车间实际发生的费用与按计划单位成本分配转出的费用之间的差额计入的会计科目是（）。,制造费用,管理费用,生产成本,销售费用,
117,某企业根据现金持有量随机模型进行现金管理，已知现金最低持有量为15万元，现金余额回归线为80万元，如果公司现有现金220万元，此时应当投资于有价证券的金额是（）万元。,65,205,140,95,
118,某企业将自产的一批应税消费品用于房屋建造。该批消费品成本为1500万元，计税价格为2500万元，适用的增值税税率为13%，消费税税率为10%。则计入在建工程成本的金额为（）万元。,1750,1500,2075,3175,
119,某企业在市区拥有一块地，尚未由有关部门组织测量面积，但持有政府部门核发的土地使用证书。下列关于该企业履行城镇土地使用税纳税义务的表述中，正确的是()。,暂缓履行纳税义务,自行测量土地面积并履行纳税义务,待将来有关部门测定完土地面积后再履行纳税义务,以证书确认的土地面积作为计税依据履行纳税义务,
120,某上市公司自资产负债表日至财务报告批准对外报出日之间发生的（），属于该公司资产负债表日后非调整事项。 Ⅰ、以前年度销售退回;Ⅱ、用资本公积转增股本;Ⅲ、按每股净资产公开增发普通股;Ⅳ、持有交易性金融资产大幅度升值。,Ⅰ、Ⅱ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ,
121,某有限责任公司的净资产额为1.2亿元人民币，拟申请首次公开发行公司债券。下列关于该公司公开发行公司债券条件的表述中，不符合证券法律制度规定的是（）。,拟发行的公司债券期限为3年,该公司债券的拟发行额为人民币4800万元,筹集的资金主要用于核准的用途，但如公司新项目成功上市，经股东会决议后可将募集资金的10%用于新项目,该公司最近3年平均可分配利润足以支付公司债券1年的利息,
122,某增值税一般纳税人因管理不善毁损库存原材料一批，其成本为500万元，经确认应转出的增值税税额为65万元；收回残料价值18万元，收到保险公司赔偿款112万元。假定不考虑其他因素，经批准企业确认该材料毁损净损失的会计分录是（）。,借：营业外支出435贷：待处理财产损溢435,借：管理费用435贷：待处理财产损溢435,借：营业外支出370贷：待处理财产损溢370,借：管理费用370贷：待处理财产损溢370,
123,某ST公司在2018年3月5日宣布其发行的公司债券本期利息总额为8980元将无法于原定付息日2018年3月9日全额支付，仅能够支付500万元，则该公司债务的投资者面临的风险是（）。,价格风险,购买力风险,变现风险,违约风险,
124,纳税人、扣缴义务人以暴力、威胁方法拒不缴纳税款的行为，属于（）。,骗税,抗税,偷税,逃税,
125,纳税人提供有形动产租赁服务，采取预收款方式的，其增值税纳税义务发生时间为（）。,收到预收款当天,书面合同约定的收款日期当天,租赁物发出当天,租赁期限届满当天,
126,年末结账后，“利润分配”账户的借方余额表示（）。,累计未分配的利润,本年实现的净亏损,累计未弥补的亏损,本年实现的净利润,
127,企业持有现金，主要出于交易性、预防性和投机性三大需求，下列各项中体现了交易性需求的有（）。 Ⅰ、为满足季节性库存的需求而持有现金;Ⅱ、为避免因客户违约导致的资金链意外断裂而持有现金;Ⅲ、为提供更长的商业信用期而持有现金;Ⅳ、为在证券价格下跌时买入证券而持有现金。,Ⅲ、Ⅳ,Ⅰ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,
128,企业对境外经营财务报表折算时，下列各项中，应当采用资产负债表日即期汇率折算的有（）。 Ⅰ、固定资产;Ⅱ、未分配利润;Ⅲ、实收资本;Ⅳ、应付账款。,Ⅱ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅳ,
129,企业发生的下列支出中，按企业所得税法的规定可在税前扣除的是()。,税收滞纳金,非广告性赞助,企业所得税税款,按规定缴纳的财产保险费,
130,企业将收到的投资者以外币投入的资本折算为记账本位币时，应采用的折算汇率是（）。,投资合同约定的汇率,投资合同签订时的即期汇率,收到投资款时的即期汇率,收到投资款当月的平均汇率,
131,企业确定成本核算对象时，若按小批单件生产产品的，应以（）作为成本核算对象。,产品品种,每批或每件产品,每种产品及各生产步骤,适当合并的产品,
132,企业因销售商品发生的应收账款，其入账价值应当包括（）。 Ⅰ、销售商品的价款;Ⅱ、增值税销项税额;Ⅲ、代购货方垫付的包装费;Ⅳ、代购货方垫付的运杂费。,Ⅱ、Ⅲ,Ⅰ、Ⅱ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,
133,企业月末在产品数量较多、各月在产品数量变化不大时，最适宜将产品生产费用在完工产品和月末在产品之间分配的方法是（）。,定额比例法,在产品按完工产品成本计价法,约当产量比例法,在产品按固定成本计算法,
134,企业支付的下列各项中介费用中，应直接计入当期损益的有（）。 Ⅰ、为发行股票支付给证券承销商的佣金;Ⅱ、为取得以摊余成本计量的金融资产支付的手续费;Ⅲ、为企业合并支付的法律服务费;Ⅳ、支付的年度财务报表审计费用。,Ⅰ、Ⅲ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,
135,全面推进依法治国的总目标是（  ）,坚持中国共产党的领导，坚持人民主体地位,法律面前人人平等,建设中国特色社会主义法治体系，建设社会主义法治国家,依法治国和以德治国相结合,
136,商业信用作为企业短期资金的一种来源，主要表现形式有（）。 Ⅰ、应付票据;Ⅱ、季节性周转贷款;Ⅲ、应付账款;Ⅳ、预收账款。,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅳ,Ⅱ、Ⅳ,
137,事业单位接受捐赠的固定资产，在财务会计中，按确定的成本增加固定资产，支付的运费等贷记“银行存款”等科目，其差额贷记（）。,事业收入,其他收入,经营收入,捐赠收入,
138,税务机关在查阅甲公司公开披露的信息时发现，其法定代表人张某有一笔股权转让收入未申报缴纳个人所得税，要求张某补缴税款80万元，滞纳金3.8万元，张某未结清应纳税款、滞纳金的情况下，拟出国考察，且未提供纳税担保，税务机关知晓后对张某可以釆取的税款征收措施是（）。,查封住房,查封股票交易账户,通知出境管理机关阻止出境,冻结银行存款,
139,王某本次购买预付卡，下列拟使用的资金结算方式中，正确的是（）。 Ⅰ、借记卡刷POS机6万;Ⅱ、现金支付6万;Ⅲ、手机银行转账6万;Ⅳ、信用卡刷POS机6万。,Ⅰ、Ⅳ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ,
140,王某因劳动合同终止而失业，已办理登记并有求职要求，此系王某首次失业，已知王某与用人单位累积缴纳失业保险费满7年。王某领取失业保险金的最长期限是（）个月。,6,12,18,24,
141,我国汉代征收“算缗钱”，具体征收方法为:对商人和高利贷者，按照交易额或者贷款额征收，每二缗征一算，税率6％；对手工业者，按照出售产品的价值征税，每四缗征一算，税率3％……下列税种中，与“算缗钱”性质最接近的是()。,关税,营业税,消费税,增值税,
142,吴某与考上重点中学的12岁外甥孙某约定，将其收藏的一幅名画赠与孙某，下列关于吴某与孙某之间赠与合同效力的表述中，符合合同法律制度规定的是（）。,合同效力待定，因为吴某可以随时撤销赠与,合同无效，因为孙某为限制民事行为能力人,合同有效，因为限制民事行为能力人孙某可以签订纯获利益的合同,合同效力待定，孙某的法定代理人有权在一个月内追认,
143,下列不属于票据基本当事人的有（ ）,出票人,收款人,付款人,背书人,
144,下列筹资方式中，更有利于上市公司引入战略投资者的是（）。,发行债券,定向增发股票,公开增发股票,配股,
145,下列第三方支付方式中，属于线上支付方式（）。,支付宝,POS机刷卡支付,电话支付,手机近端支付,
146,下列法的形式中，效力等级最低的是（）。,宪法,地方性法规,行政法规,法律,
147,下列方式中，不属于会计核算方式的有,填制会计凭证,记录会计账簿,编制财务预算,编制会计报表,
148,下列各项，不通过“固定资产清理”科目核算的是（）。,固定资产改扩建,固定资产毁损,固定资产抵偿债务,固定资产换入股权,
149,下列各项关于蓝海战略的表述中，正确的是（）。,“蓝海”的开创是基于价值的创新,“蓝海”的开创是基于技术的突破,“蓝海”不会萌生在产业现有的“红海”之中,企业不能以系统的、可复制的方式去寻求“蓝海”,
150,下列各项关于无形资产会计处理的表述中，正确的是（）。,自行研究开发的无形资产在尚未达到预定用途前无需考虑减值,非同一控制下企业合并中，购买方应确认被购买方在该项交易前未确认但可单独辨认且公允价值能够可靠计量的无形资产,使用寿命不确定的无形资产在持有过程中不应该摊销也不考虑减值,同一控制下企业合并中，合并方应确认被合并方在该项交易前未确认的无形资产,
151,下列各项纠纷，可以提请仲裁的有（）。 Ⅰ、合同纠纷;Ⅱ、财产权益纠纷;Ⅲ、关于继承的纠纷;Ⅳ、关于收养的纠纷。,Ⅰ、Ⅱ,Ⅰ、Ⅳ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,
152,下列各项涉及外币业务的账户中，企业因汇率变动需于资产负债表日对其记账本位币余额进行调整的有（）。 Ⅰ、固定资产;Ⅱ、长期借款;Ⅲ、应收账款;Ⅳ、应付债券。,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ,Ⅲ、Ⅳ,
153,下列各项条款中，有利于保护可转换债券持有者利益的是（）。,无担保条款,赎回条款,回售条款,强制性转换条款,
154,下列各项与资产相关的政府补助会计处理的表述中，正确的有（）。 Ⅰ、总额法下企业提前处置使用无需退回的政府补助购建的固定资产，尚未摊销完毕的递延收益应当转入当期损益。;Ⅱ、总额法下企业收到政府补助时确认递延收益，在相关资产使用寿命内按合理、系统的方法分期转入损益。;Ⅲ、浄额法下企业在购入相关资产时，应将原已收到并确认递延收益的政府补助冲减所购资产账面价值。;Ⅳ、净额法下企业已确认的政府补助退回时，应当调整相关资产的账面价值。。,Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ,
155,下列各项中，不应计入外购存货的成本中的是（）。,验收入库后发生的仓储费用,运输途中发生的合理损耗,进口商品支付的关税,购入商品运输过程中发生的的保险费用,
156,下列各项中，不在所有者权益变动表列示的是（）。,利润分配,所有者投入和减少资本,每股收益,综合收益总额,
157,下列各项中，反映了可靠性会计信息质量要求的有（）。 Ⅰ、各类企业执行的会计政策应当统一，便于比较;Ⅱ、以实际发生的交易或者事项为依据进行确认、计量;Ⅲ、在符合重要性和成本效益原则的前提下，保证会计信息的完整性;Ⅳ、在财务报告中的会计信息应当是真实、完整的。,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅳ,
158,下列各项中，关于产品成本计算品种法的表述正确的是（）。,成本计算期与财务报告期不一致,以产品品种作为成本计算对象,以产品批别作为成本计算对象,广泛适用于小批或单间生产的企业,
159,下列各项中，关于记账凭证填制基本要求的表述不正确的是（）。,可以将不同内容和类别的原始凭证合并填制一张记账凭证,登记账簿前，记账凭证填制错误的应重新填制,记账凭证应连续编号,除结账和更正错账可以不附原始凭证，其他记账凭证必须附原始凭证,
160,下列各项中，将导致企业所有者权益总额发生增减变动的是（）。,实际发放股票股利,提取法定盈余公积,宣告分配现金股利,用盈余公积弥补亏损,
161,下列各项中，可以作为企业产品定价目标的有（）。 Ⅰ、保持或提高市场占有率;Ⅱ、应付和避免市场竞争;Ⅲ、实现利润最大化;Ⅳ、树立企业形象。,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅳ,
162,"下列各项中,能够造成变动制造费用耗费差异的有()。 Ⅰ、直接材料质量次,废品过多;Ⅱ、间接材料价格变化;Ⅲ、间接人工工资调整;Ⅳ、间接人工的人数过多。",Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅳ,
163,下列各项中，企业确认当期销售部门使用车辆应交纳的车船税，应借记的会计科目是（）。,其他业务成本,税金及附加,管理费用,销售费用,
164,下列各项中，企业应记入“应付职工薪酬”科目贷方的是（）。,发放职工工资,确认因解除与职工劳动关系应给予的补偿,支付职工的培训费,缴存职工基本养老保险费,
165,下列各项中，企业应在期末资产负债表“存货”项目中填列的有（）。 Ⅰ、工程物资;Ⅱ、发出商品;Ⅲ、生产成本;Ⅳ、商品进销差价。,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ,Ⅰ、Ⅱ、Ⅳ,
166,下列各项中，属于《合同法》调整范围的是（）。,陈某与张某签订的收养协议,赵某与乙公司签订的租赁合同,王某与钱某签订的子女监护权协议,甲公司与李某签订的劳动合同,
167,下列各项中，属于多元化公司总体战略核心要素的是（)。,明确企业的竞争战略,选择企业可以竞争的经营领域,协调每个职能中各种活动之间的关系,协调不同职能与业务流程之间的关系,
168,下列各项中，属于固定或稳定增长的股利政策优点的有（）。 Ⅰ、稳定的股利有利于稳定股价;Ⅱ、稳定的股利有利于树立公司的良好形象;Ⅲ、稳定的股利使股利与公司盈余密切挂钩;Ⅳ、稳定的股利有利于优化公司资本结构。,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ,
169,下列各项中，属于会计职业道德内容的有（）。 Ⅰ、爱岗敬业;Ⅱ、客观公正;Ⅲ、强化服务;Ⅳ、参与管理。,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,
170,下列各项中，属于纳税筹划应遵循的原则有（）。 Ⅰ、合法性原则;Ⅱ、系统性原则;Ⅲ、先行性原则;Ⅳ、经济性原则。,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅲ、Ⅳ,
171,下列各项中，属于速动资产的有（）。 Ⅰ、货币资金;Ⅱ、预收账款;Ⅲ、应收账款;Ⅳ、存货。,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ,Ⅰ、Ⅲ、Ⅳ,
172,下列各项中，属于衍生工具筹资方式的是（）。,认股权证筹资,商业信用筹资,普通股筹资,融资租赁筹资,
173,下列各项中，属于造成产业零散原因的是（）。,技术的不确定性,战略的不确定性,成本的迅速变化,市场需求多样导致高度产品差异化,
174,下列各项中，通常能够影响企业当期损益的有（）。 Ⅰ、消费税;Ⅱ、咨询费;Ⅲ、城市维护建设税;Ⅳ、个人所得税。,Ⅰ、Ⅲ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ,
175,下列各项中，引起企业“其他应收款”科目余额发生增减变动的有（）。 Ⅰ、职工出差从企业预借的差旅费;Ⅱ、销售商品代垫运费;Ⅲ、支付租入包装物的押金;Ⅳ、确认应收保险公司的赔偿款。,Ⅰ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,
176,下列各项中，应当缴纳土地增值税的是（）。,继承房地产,以房地产作抵押向银行贷款,出售房屋,出租房屋,
177,下列各项中，应通过“应付股利”科目核算的有（）。 Ⅰ、股东大会审议批准的利润分配方案，宣告分配给投资者股票股利及其实际发放;Ⅱ、董事会通过的利润分配方案中拟分配的现金股利;Ⅲ、股东大会审议批准的利润分配方案确定分配给投资者的现金股利;Ⅳ、企业实际发放现金股利。,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,
178,下列各项中，影响利润表中“营业利润”项目的是（）。,盘亏固定资产净损失,计提固定资产减值准备,发生的所得税费用,固定资产毁损报废的净损失,
179,下列各项中，影响应收账款周转率指标的有（）。 Ⅰ、应收账款;Ⅱ、预付账款;Ⅲ、应收票据;Ⅳ、销售折扣与折让。,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,
180,下列各项中，制造业企业应计入其他业务成本的是（）。,公益性捐赠支出,经营性出租固定资产的折旧费,存货盘亏净损失,台风造成的财产净损失,
181,下列各项中不属于票据行为的是（）。,出票人签发票据并将其交给收款人的行为,票据遗失向银行挂失止付的行为,票据付款人承诺在汇票到期日支付汇票金额并签章的行为,票据债务人以外的人在票据上记载有关事项并签章的行为,
182,下列各项中企业应付银行承兑汇票到期无力支付时，应将该应付票据的账面余额转入的科目是（）。,预付账款,其他应付款,应付账款,短期借款,
183,下列关于保证期间内债权债务变动法律后果的说法中，不正确的有（）。 Ⅰ、债权人变更，原保证合同约定保证人仅对特定的债权人承担保证责任的，保证人不再承担保证责任;Ⅱ、债权人许可债务人转让部分债务，经保证人口头同意的，保证人仍应承担保证责任;Ⅲ、债权人与债务人对主合同数量、价款、币种、利率等内容作了变动，但未经保证人同意的，原保证责任免除;Ⅳ、债权人与债务人对主合同履行期限作了变动，但未经保证人书面同意的，保证期间为变更后的合同约定期间。,Ⅱ、Ⅲ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅱ、Ⅲ、Ⅳ,
184,下列关于财务会计报告的编制规定，说法错误的有（）。 Ⅰ、企业对外提供的财务会计报告仅包括资产负债表、利润表、现金流量表;Ⅱ、审计报告是财务会计报告的组成部分，应当随同财务会计报告一并提供;Ⅲ、单位负责人应当在财务会计报告上签名并盖章;Ⅳ、单位出纳员应当在财务会计报告上签名并盖章。,Ⅰ、Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,Ⅰ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,
185,下列关于存货可变现净值的表述中，正确的是（）。,为执行销售合同而持有的存货，应当以产品的市场价格作为其可变现净值的计算基础,成本与可变现净值孰低法体现了会计信息质量要求中的实质重于形式要求,存货采用计划成本法核算时，期末与可变现净值进行比较的成本应为调整后的实际成本,可变现净值是指存货在资产负债表日的售价,
186,下列关于法的本质与特征的表述中，不正确的是（）。,法是由国家制定或认可的规范,法是全社会成员共同意志的体现,法由统治阶级的物质生活条件所决定,法凭借国家强制力的保障获得普遍遵行的效力,
187,下列关于个人所得税专项附加扣除时限的表述中，符合税法规定的是()。,住房贷款利息，扣除时限最长不得超过180个月,子女教育，扣除时间为子女年满3周岁当月至全日制学历教育结束的次月,同一学历继续教育，扣除时限最长不得超过48个月,专业技术人员职业资格继续教育，扣除时间为取得相关证书的次年,
188,下列关于国有独资公司组织机构的表述中，符合《公司法》规定的是（）。,经理由国有资产监督管理机构聘任,董事长、副董事长由董事会选举产生,经国有资产监督管理机构同意，董事会成员可以兼任经理,监事会成员不得少于3人,
