id,question,A,B,C,D,answer
164,基金管理人的权利不包括（）。,运作和管理基金资产,保管基金资产,代表基金行使股东权利,获取基金管理人报酬,
165,基金监管机构对基金业实行严格的监管，对各种有损于投资者利益的行为进行严厉打击，并强制基金进行及时、准确、充分的信息披漏这体现了证券投资基金的(()特点。,严格监督，信息透明,集合理财，专业管理,独立托管，保障安全,利益共享，风险共担,
166,基金销售机构在销售基金和相关产品的过程中应当坚持（）。,投资人利益优先原则,全面性原则,客观性原则,及时性原则,
167,基金自身投资活动产生的税收表述不正确的是（）。,基金卖出股票按照0,证券投资基金管理人运用基金买卖股票、债券转让收入免征增值税,对证券投资基金从证券市场中取得的收入暂不征收企业所得税,基金买入股票按照0,
168,集合资产管理计划推广活动结束后，证券公司应当聘请具有证券相关业务资格的会计师事务所对集合资产管理计划进行（）。,评估,审计,验资,稽核,
169,假定年利率为10％，每半年计息一次，则有效年利率为（  ）。,0.11,0.1,0.05,0.10249999999999999,
170,建立自营业务的逐日盯市制度，定期对自营业务投资组合的市值变化及其对公司以()为核心的风险监控指标的潜在影响进行敏感性分析和压力测试。,净资本,净利润,净收入,净收益,
171,金融机构通常采用客户调查问卷、产品风险评估、充分披露等方法，根据客户分级和()匹配原则，避免误导投资者和错误销售。,产品分级,产品规模,客户风险,产品收益,
172,金融机构为保证客户提取存款和资金清算需要而准备的，在中央银行的存款是()。,超额准备金,中央票据,存款准备金,国库券,
173,金融市场的主要参与者不包括()。,政府部门,金融机构,公益组织,个人,
174,考虑到科创企业具有投入大、迭代快等特点，在总结现有股票交易涨跌幅制度实施中的利弊得失基础上，将科创板股票的涨跌幅限制放宽至（）。,0.12,0.15,0.2,0.25,
175,可转换债券的回售条件一般是()。,公司股份在一段时间内连续偏离转换价格,公司股价在一段时间内连续在转换价格左右小幅波动,公司股价在一段时间内连续低于转换价格达到一定幅度,公司股价在一段时间内连续高于转换价格达到一定幅度,
176,客户信息可以分为定量信息和定性信息，下列分类中正确的是（  ）。,定量信息:健康状况；定性信息:兴趣爱好,定量信息:收入与支出；定性信息:投资偏好,定量信息:理财决策模式；定性信息:保单信息,定量信息:雇员福利；定性信息:养老金规划,
177,客户要在证券公司开展融资融券业务，应由客户本人向（）提出申请。,证券公司营业部,证券公司总部,证券交易所营业部,证券交易所总部,
178,客户最多可以与()家证券公司签订融资融券合同。,3,2,4,1,
179,利率期限结构的理论不包括（）。,市场预期理论,流动性偏好理论,无套利定价理论,市场分割理论,
180,名义持有人应当将其代理的实际投资者或基金的名称、注册地、资产配置、证券投资情况于每个季度结束后的（  ）个工作日内，报告中国证监会和证券交易所。,2,4,6,8,
181,某公司年末总资产为160000万元，流动负债为40000万元，长期负债为60000万元。该公司发行在外的股份有20000万股，每股股价为24元。则该公司每股净资产为()元／股。,10,8,6,3,
182,某企业希望在筹资计划中确定期望的加权平均资本成本，为此需要计算个别资本占全部资本的比重。此时，最适宜采用的计算是()。,目前的账面价值,目前的市场价值,预计的账面价值,目标市场价值,
183,某人按10％的年利率将1000元存入银行账户，若每年计算2次复利(即每年付息2次).则两年后其账户的余额为()。,1464.10元,1200元,1215.51元,1214.32元,
184,某投资者对一特定账户能承担高风险，但对致力于孩子教育的账户却保持保守的风险头寸，这在行为金融学中属于（）。,过度自信,心理账户效应,保守主义,逃避后悔,
185,内幕交易的行为方式的主要表现不包括()。,行为主体知悉公司内幕信息,从事有价证券的交易,泄露内幕信息,将有价证券所有权据为已有,
186,期货公司为其股东、实际控制人或者其他关联人提供融资，或者对外担保的，责令改正，给予警告，没收违法所得，并处违法所得1倍以上3倍以下的罚款；没有违法所得或者违法所得不满()的，并处10万元以上30万元以下的罚款；情节严重的，责令停业整顿或者吊销期货业务许可证。,10万元,1万元,3万元,5万元,
187,期权交易实际上是一种权利的()有偿让渡。,单方面,多方面,双方面,互相,
188,取得证券执业证书的人员，连续()年不在证券经营机构从业的，由证券业协会注销其执业证书。,2,4,3,5,
189,全国中小企业股份转让系统又称()。,新三板,二板市场,创业板,中小企业板,
190,确定具体的投资品种和对各种资产的投资比例属于证券组合管理中的一个重要步骤，该步骤也可表述为()。,确定证券投资政策,进行证券投资分析,投资组合的修正,构建证券投资组合,
191,如果当前的证券价格反映了历史价格信息和所有公开的价格信息，则该市场属于()。,弱式有效市场,半弱式有效市场,强式有效市场,半强式有效市场,
192,如果货币供给减少，对利率、收入、消费和投资产生的影响可能是（）。,利率上升，收入和消费减少，投资减少,利率下降，收入和消费增加，投资增加,利率上升，收入和消费增加，投资减少,利率下降，收入和消费减少，投资增加,
193,若商业银行的法定存款准备率为6％，客户提取现金比率为10％，超额准备率为9％，则可求出货币乘数为()。,4.4000000000000004,4.7,5.3,5.9,
194,上海证券交易所交易的证券，其托管制度为（）。,合法交易、合法持有、合法买卖,证券登记结算中心登记、交易所买卖,自动托管、随处通买、哪买哪卖，转托不限,和指定交易制度联系在一起,
195,上海证券交易所B股买卖委托，一个交易单位的标准为()。,100股,500股,1000股,1500股,
196,上市公司或其关联公司持有证券经营机构()以上的股份时，该证券经营机构不得自营买卖该上市公司股票。,0.1,0.2,0.3,0.4,
197,上市公司增资方式中，向特定对象发行股票的增资方式是（）。,公开增发,可转换公司债券,定向增发,配股,
198,深市投资者若要转托管需在买入成交的（）日交收过后才能办理。,T,T+1,T+2,T+3,
199,世界上第一个投资基金能够诞生于()。,瑞士,苏格兰,法国,荷兰,
200,所有在中国境内注册的证券公司，按其营业收入的()缴纳证券投资者保护基金。,0.5％～5％,0.5％～3％,1％～5％,1％～3％,
201,通过对证券基本财务要素的计算和处理得出该证券的绝对金额，该估值方法是（  ）。,绝对估值,相对估值,风险中性定价,无套利定价,
202,投资顾问依据本公司或者其他证券公司、证券投资咨询机构发布的证券研究报告作出投资建议的，应向客户说明（）。,除客户以外的第三方建议,证券研究报告的发布人、发布日期,投资收益的保证情况,证券研究报告的发布机构,
203,投资者在委托买卖证券时，需要支付的交易费用不包括()。,增值税,佣金,过户费,印花税,
204,下列选项中，不正确的是（）。,除转融通标的证券暂停、终止交易或其他特殊情形外，证券金融公司向证券公司转融通的期限不得超过6个月,参与集合资产管理计划的客户应当具备相应的金融投资经验和风险承受能力,一个集合资产管理计划投资于一家公司发行的证券不得超过该计划资产净值的3%,证券公司应加强自营业务投资决策等的管理，以防范规模失控、决策失误、操纵市场等的风险,
205,下列选项中，说法正确的是()。,证券公司融资融券业务可以和投资银行业务集中运行,在处置证券公司风险过程中，应当保障证券经纪业务正常进行,证券公司必须委托独立监控部门对证券持仓、盈亏状况、风险状况和交易活动进行有效监控并定期对自营业务进行压力测试,证券、期货投资咨询人员可同时在多个证券、期货投资咨询机构执业,
206,向客户出借资金供其买入上市证券或者出借上市证券供其卖出，并收取担保物的经营活动是指（）业务。,证券经纪,证券自营,融资融券,证券咨询,
207,证券公司撤销境内分支机构的，应当在（）指定的报刊上公告。,国务院证券监督管理机构,证券公司,证券登记结算机构,证券交易所,
