id,context,question,A,B,C,D,answer
97,3.门诊手术医疗费用 被保险人在医院接受门诊手术治疗期间发生的必需且合理的门诊手术费用，保险人按照本保险合同的约定，在一般医疗保险金额内给付门诊手术医疗费用。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,报销,未知,豁免保费,给付,
98,8.1 身故豁免保险费 若被保险人于本附加合同生效（或最后一次复效）之日起180日内（含第180日）因意外伤害（释义4）以外的原因导致身故，我们按本附加合同累计所交保险费（释义5）给付 身故保险金，同时本附加合同效力终止。若被保险人因意外伤害，或者被保险人于本附加合同生效（或最后一次复效）之日起180日后因意外伤害以外的原因导致身故，则自身故后的首个保险费约定交纳日开始，我们在以后的每个保险费约定交纳日逐期豁免当期被豁免合同应交纳的保险费，直至最后一个保险费约定交纳日止。我们视豁免的保险费为您已交纳的当期保险费。本附加合同效力终止。第5页共42页,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,给付,未知,报销,豁免保费,
99,2.4.2 可选部分以下责任为可选部分，若您选择本合同可选部分责任中的恶性肿瘤加油包保险 金或心脑血管疾病加油包保险金责任，则同时选择重大疾病豁免保险费的保险 责任：身故或全残保险金 被保险人于年满18周岁前（含18周岁生日当天）身故或全残，我们按本合同已交保险费给付身故或全残保险金，本合同终止。,需要提取的属性是：【身故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【猝死、意外身故、不限、自然身故、疾病身故、未知】；,不限,意外身故,疾病身故,自然身故,
100,一、首次重大疾病保险金 若被保险人因意外伤害或于等待期后因意外伤害以外的原因被专科医生确诊初次患本合同所列的重大疾病[见10.15]的一种或多种，我们将按以下三项的较大 者给付首次重大疾病保险金：(一)被保险人首次重大疾病确诊之日本合同的基本保险金额；(二)被保险人首次重大疾病确诊之日本合同的已交保险费；(三)被保险人首次重大疾病确诊之日本合同的现金价值[见10.16]。给付后该种重大疾病的重大疾病保险金保险责任终止，轻症疾病保险金、中症疾病保险金、身故保险金、全残保险金、疾病终末期保险金的保险责任均终止，同时本合同自首次重大疾病确诊之日起现金价值降为零，本合同继续有效，我 们对其他重大疾病继续承担重大疾病保险金的保险责任。二、因意外伤害导致发生上述情形的无等待期。(一)等待期内被保险人因意外伤害一、若被保险人因意外伤害或于等待期后因意外伤害以外的原因被专科医生确诊 初次患本合同所列的中症疾病,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,未知,不涉及,否,是,
101,2.5.1 特定疾病保险金 若被保险人于等待期后首次发病并经我们指定或认可的医院（见释义）的专科医生（见释义）确诊首次患有本合同约定的任意一种特定疾病，我们将按本合同的基本保险金额向被保险人给付特定疾病保险金（若被保险人同时符合一项以上特定疾病时，该给付以一次为限），本合同效力终止。被保险人因意外伤害（见释义）发生上述情形的，无等待期。续保合同无等待期。8.7意外伤害,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,未知,不涉及,是,否,
102,(四)轻症疾病豁免保险费 被保险人因意外伤害，或于本合同生效或最后复效之日起90日后因意外伤害以外的原因，经本公司认可的医疗机构确诊初次患有本合同约定的轻症疾病，本公司将豁免本合同自轻症疾病确诊之日以后的各期保险费。被豁免的保险费视为已交纳，本合同继续有效。对于本合同项下的重大疾病保险金、身故保险金，本公司只给付其中一项，在给付其中任意一项后，本合同终止。3轻症疾病保险金仅针对符合本合同约定的轻症疾病进行给付，对于已经首先符合本合同约定的重大疾病保险金给付条件的，仅给付重大疾病保险金，不再给付轻症疾病保险金。,需要提取的属性是：【豁免原因】；该属性的类型是：【ENUM】；该属性的取值范围是：【身故豁免、中度疾病豁免、特定疾病豁免、重度疾病豁免、全残豁免、其他豁免、轻度疾病豁免、未知】；,未知,特定疾病豁免,全残豁免,轻度疾病豁免,
103,被保险人因保险事故须到医院进行合理且必需的住院治疗，在本附加险合同载明的保险 期间内，每次保险事故累计住院天数以90日为限，保险人对超出部分不承担给付保险金责任。被保险人因保险事故须到医院进行合理且必需的住院治疗，若至本附加险合同终止日治疗仍未结束的，保险人继续承担给付保险金责任，并最长延续至本附加险合同终止日起第30日，且该次保险事故累计住院天数不超过90日。无论被保险人一次或多次发生保险事故，保险人均按上述约定承担给付保险金责任，但累计给付的保险金天数达到保险单所载的该被保险人对应的累计给付最高天数时，本附加险合同对该被保险人对应的恶性肿瘤住院津贴保险金或特定手术住院津贴保险金责任终止。14.每次住院 指被保险人因疾病或意外伤害住院治疗，自入院日起至出院日止的期间；但如果被保险 人因同一疾病及其引发的并发症或同一意外伤害及其引发的并发症而住进医院两次（含）以上，若其前次住院出院之日与下次住院治疗入院之日间隔期间未超过90日，视为同一次住院。13.住院 指被保险人因疾病或意外伤害入住医院的正式病房进行治疗，并正式办理入出院手续，不包括入住门诊观察室、其他非正式病房或挂床住院。若被保险人非治疗需要离开保险人指定或认可的医院视为自动离开医院，保险人仅对该日以前住院治疗负保险责任。15.合理住院天数 指被保险人因意外伤害或疾病入住医院住院部病房进行治疗，并正式办理入出院手续，一日24小时住在医院的天数，不包括挂床等不合理住院天数。,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,不涉及,否,未知,
104,2.4 保险责任 在本合同有效期内，我们承担如下保险责任：重大疾病保险金 被保险人于等待期后经我们认可的医院确诊初次患有本合同约定的重大疾病（一种或多种），我们按基本保险金额给付重大疾病保险金，本合同终止。被保险人因意外伤害发生上述情形的，无等待期。2.3等待期2.3 等待期,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,不涉及,否,未知,
105,二、身故豁免保险费 被保险人于本附加合同生效（或最后复效）之日起一百八十日内因疾病身故，本附加合同终止，本公司退还本附加合同所交保险费（不计利息）；被保险人因前述以外情形身故，本附加合同终止，本公司自被保险人身故日起，于主合同及本公司所认可的其他人身保险合同每个保单年度的各保险费交付日期免予收取主合同及本公司所认可的其他人身保险合同的当期应付保险费。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,非意外伤害,意外伤害,不限,未知,
106,（3）加床费指未满18周岁的被保险人在住院治疗期间，我们根据合同约定给付其监护人（限1人）在医院留宿发生的 陪护床位费；或者女性被保险人在住院治疗期间，我们根据合同约定给付其1周岁以下哺乳期婴儿在医院留宿发生的加床费。（1）床位费指被保险人住院期间使用的医院床位的费用，但不包括陪人床、观察病房床位和家庭病床的费用。（11）手术费指本合同签发地卫生行政部门规定的手术项目的费用。包括手术费、麻醉费、手术监测费、手术材料费、 术中用药费、手术设备费；若因器官移植而发生的手术费用，不包括器官本身的费用和获取器官过程中的费用。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,意外伤害,不限,非意外伤害,未知,
107,一、住院医疗费用 被保险人因意外伤害或于等待期后经我们认可的医院2诊断必须接受住院3治疗的，对于住院期间在医院发生的必需且合理4的住院医疗费用 5，我们按本合同约定的保险金计算方法，在一般医疗保险金年度给付限额内给付 一般医疗保险金。被保险人在本合同有效期内开始接受住院治疗，至本合同保险期间届满时住院治疗仍未结束的，我们仍将继续按本合同约定承担给付一般医疗保险 金的责任，但最长不超过本合同期满日后第30日（含）。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,给付,豁免保费,年金,报销,
108,一、第一次恶性肿瘤保险金 若被保险人因意外伤害或于等待期后因意外伤害以外的原因被专科医生确诊初次患本附加合同所列的恶性肿瘤的一种或多种，我们将按本附加合同的已交保险费 给付第一次恶性肿瘤保险金，同时本附加合同继续有效。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,给付,报销,未知,年金,
109,（4）药物过敏、食物中毒、医疗事故 医疗事故医疗事故医疗事故（见6名词释义）导致的伤害或未遵医嘱私自服用、涂用、注射药物；被保险人因以下情形之一造成全残的，我们不承担给付全残保险金的责任：（1）投保人对被保险人的故意杀害、故意伤害；犹豫期犹豫期犹豫期犹豫期注1：所谓永久完全系指自遭受意外伤害或疾病之日起经过180天的治疗，机能仍然完全丧失，但眼球摘除等明显无法复原之情况，不在此限。1.4 犹豫期2222保险利益保险利益保险利益保险利益,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,不涉及,否,是,未知,
110,若被保险人在本合同生效或最后一次复效（以较迟者为准）之日起180日内因意外伤害以外的原因导致身故或全残，我们按您根据本合同及附加百病无忧重疾合同约定已支付的保险费之和给付身故保险金或全残保险金，本合同终止。在任何情况下，“满期保险金”、“身故保险金”和“全残保险金”中，任意两项或数项不可兼得，即若我们给付其中任何一项保险金，则其他保险金均不再给付。(4)如被保险人因遭受意外伤害导致身故，须提供公安等有权部门出具的意外 事故证明；(4)如被保险人因遭受意外伤害导致全残，须提供公安等有权部门出具的意外 事故证明；10.6意外伤害,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,否,未知,不涉及,是,
111,重大疾病住院前后门急诊医疗费用 被保险人在其保险期间内遭受意外，或在本合同等待期后确诊初次发生本合同所定义的重大疾病（一种或者多种），在本公司指定或认可的医疗机构接受由具有相应资质的医护人员诊断必须住院的，在住院前7日（含住院当日）和出院后30日（含出院当日）内，因与该次住院相同原因而接受门急诊治疗的，对由此发生的医学必需的并需要由被保险人个人支付的医疗 费用（不包括重大疾病特殊门诊医疗费用及重大疾病门诊手术医疗费用），本公司将按约定承担保险责任。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,意外伤害,未知,不限,非意外伤害,
112,身故保险金 被保险人在等待期后身故，本公司按下列约定给付身故保险金：若被保险人身故时未满18周岁，本公司按投保人实际已交纳的保险费金额给付身故保险金，同时本合同效力终止；若被保险人身故时已满18周岁（含18周岁），本公司按基本保险金额给付身故保险金，同时本合同效力终止。,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,现金价值较大者,现金价值较小者,基本保额,其他,
113,3.重大疾病门诊手术医疗费用 指被保险人经医院诊断必须接受门诊手术治疗时，被保险人需个人支付的、必需且合理的重大疾病门诊手术医疗费用。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,年金,豁免保费,未知,报销,
114,1.恶性肿瘤住院医疗费用 被保险人因罹患恶性肿瘤经医院诊断必须住院治疗的，对于住院期间发生的合-24-理且必要的恶性肿瘤住院医疗费用（见7.18），我们按本主险合同约定的保险 金计算方法，在该项保险金的给付限额内给付恶性肿瘤医疗保险金。在每一个保单年度内，恶性肿瘤住院的最高给付日数为180日，累计恶性肿瘤住院超过180日发生的医疗费用，不属于保险责任范围。对等待期后本主险合同到期日前发生的且延续至本主险合同到期日后30日内的住院治疗，对于合理且必要的恶性肿瘤住院医疗费用，我们仍然按照约定的方法计算并给付恶性肿瘤医疗保险金，但各项保险金的累计给付金额不超过年度保险金给付限额。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,报销,未知,年金,给付,
115,4.重大疾病住院前后门诊急诊费用 被保险人在住院治疗前30日（含住院当日）和出院后30日（含出院当日）内，因与该次住院相同原因而接受重大疾病门诊急诊治疗发生的必需且合理的医疗费用（不包括重大疾病特殊门诊医疗费用、重大疾病门诊手术医疗费用），保险人按照本保险合同的约定，在重大疾病医疗保险金额内给付重大疾病住院前后门诊急诊保险金。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,未知,非意外伤害,意外伤害,不限,
116,"2.特殊门诊医疗费用 指被保险人经医院诊断必须接受特殊门诊治疗时，被保险人需个人支付的、必需且合理的特殊门诊医疗费用，包括:(1)门诊肾透析费;（2）不属于本保险合同约定的“恶性肿瘤一重度”的恶性肿瘤门诊治疗费，包括化学疗法、放射疗法、肿瘤免疫疗法、肿瘤内分泌疗法、肿瘤靶向疗法治疗费用;（3）器官移植后的门诊抗排异治疗费。本合同的保险责任包括“一般医疗保险金”、“重大疾病和罕见病医疗保险金”、“质子重离子医疗保险金”、“重大疾病津贴保险金”和“指定疾病及手术特需医疗保险金”，其中“一般医疗保险金”、“重大疾病和罕见病医疗保险金”和“质子重离子医疗保险金”为必选责任,“重大疾病津贴保险金”和“指定疾病及手术特需医疗保险金”为可选责任。投保人可只投保必选责任，也可在投保必选责任的同时选择投保可选责任，但不能单独投保可选责任。(一）一般医疗保险金（必选责任) 在保险期间内，被保险人因遭受意外伤害事故或在等待期后因罹患本合同约定的重大疾病及罕见病以外的其它疾病，在医院经专科医生诊断需接受治疗的，保险人对下述四类医疗费用，按照本合同的约定承担给付一般医疗保险金的责任：三、等待期 指自本合同保险期间起始之日起计算的一段时间，具体天数由保险人和投保人在投保时约定并在保险合同中载明。在等待期内发生保险事故的，保险人不承担给付保险金的责任。化疗日数的计算以被保险人实际服用、注射化疗药物的天数为准。",需要提取的属性是：【免赔额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【责任间共享免赔额、只计次免赔额、独立计算免赔额、未知】；,独立计算免赔额,只计次免赔额,责任间共享免赔额,未知,
117,（二）特定疾病住院津贴保险金（可选） 在保险期间内，若被保险人因遭受意外伤害事故或在等待期后，经中华人民共和国境内（不包括⾹港、澳门及台湾地区）医院的专科医生（释义六）初次确诊（释义七）罹患本附加合同所定义的一种或多种特定疾病（释义八）， 并因此在医院接受住院治疗的，保险人按被保险人每次实际住院天数扣除每次特定疾病住院免赔天数后乘以本附加合同约定的特定疾病住院日津贴额向被保险人给付特定疾病住院津贴保险金。,需要提取的属性是：【津贴类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【住宿津贴、医疗津贴、住院津贴、疾病津贴、门诊津贴、一般津贴、隔离津贴、未知】；,门诊津贴,一般津贴,住院津贴,未知,
118,（三）可选责任：医疗保险责任 在保险期间内，被保险人因遭受意外伤害事故，并因此在符合本保险合同释义的医院（以下简称“释义医院”）进行治疗，保险人就其自事故发生之日起一百八十日内实际支出的按照当地社会医疗保险主管部门规定可报销的、必要的、合理的医疗费用扣除保险单载明的免赔额按赔付比例给付意外伤害医疗保险金。被保险人不论一次或多次发生本项保险事故，保险人均按上述规定分别给付意外伤害医疗保险金，但累计给付金额以保险单载明的意外伤害医疗保险金额为限，累计给付金额达到意外伤害医疗保险金额时，对被保险人的该项保险责任终止。若被保险人已从其他途径（包括基本医疗保险、公费医疗、工作单位、保险人在内的任何商业保险机构，以及依法承担侵权损害赔偿责任的第三人等）获得医疗费用补偿，则保险人仅对被保险人实际发生的医疗费用扣除其所获医疗费用补偿后的剩余部分按本保险 合同约定负责赔偿。社会基本医疗保险个人帐户部分支出视为个人支付，不属于已获得的医疗费用补偿。第十一条保险金额是保险人承担给付保险金责任的最高限额。保险金额、免赔额与赔付比例自合同成立之日起超过二年的，保险人不得解除合同；发生保险事故的，保险人应当承担给付保险金责任。,需要提取的属性是：【赔付限额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【单独限额、责任间共享限额、险种保额、未知】；,责任间共享限额,未知,险种保额,单独限额,
119,八.身故保险金（本项保险责任为可选责任） 若被保险人于等待期内因意外伤害以外的原因导致身故，我们将按本合同已交保险费向身故保险金受益人给付身故保险金，本合同终止。若被保险人因意外伤害或于等待期后因意外伤害以外的原因导致身故，我们将按以下约定向身故保险 金受益人给付身故保险金，本合同终止：1.若被保险人身故时未满18周岁的，我们将按本合同已交保险费给付身故保险金。2.若被保险人身故时已年满18周岁（含18周岁生日当日）的，我们将按本合同的基本保险金额给付 身故保险金。特别提示和说明：1、我们仅承担本合同中的“重大疾病保险金”、“身故保险金”责任中的其中一项保 险责任。2、本合同第十条中的“重大疾病保险金”、“身故保险金”责任中所述“已交保险费”， 是指您为本合同已支付的保险费，包含我们给付保险金之日前您已被豁免的保险费。3、若被保险人因意外伤害或于等待期后因意外伤害以外的原因，导致被保险人在申请 理赔时既符合“中症疾病保险金”责任又符合“轻症疾病保险金”责任，我们仅按照“中症疾病保险金”责任进行保险金给付。4、被保险人在申请理赔时符合“重大疾病保险金”责任中的一种或多种，同时又符合 “轻症疾病保险金”责任或“中症疾病保险金”责任中的一种或多种，我们仅按照“重大7疾病保险金”责任进行给付。,需要提取的属性是：【身故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【猝死、意外身故、不限、自然身故、疾病身故、未知】；,猝死,意外身故,不限,自然身故,
120,第九条保险责任 在本合同有效期内，我们承担下列保险责任：身故保险金 若被保险人身故，我们将按被保险人身故时本合同的有效保险金额向身故保险金受益人给付身故保险金，本合同终止。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,非意外伤害,意外伤害,不限,未知,
121,四、重大疾病或轻症疾病豁免保险费 除另有约定外，若被保险人因意外伤害事故或在等待期后非因意外伤害事故被确诊首次患本主险合同定义的重大疾病或轻症疾病，本公司将豁免自被保险人被确诊首次患本主险合同定义的重大疾病或轻症疾病之日起本主险合同投保人应交的续期保险费，被豁免的保险费视为已交纳，本主险合同继续有效。间称为等待期。被保险人因意外伤害事故（释义三）（不含猝死（释义四））发生上述情形的，无 等待期。三、意外伤害事故 指遭受外来的、突发的、非本意的、非疾病的使身体受到伤害的客观事件。本主险合同有九十日的等待期...................................................第五条,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,不涉及,未知,否,
122,3.恶性肿瘤住院前后门诊急诊医疗费用 被保险人在因罹患恶性肿瘤而住院前后各30日内，因为同一原因而发生的，必须由被保险人自行承担的门诊急诊医疗费用。对于因上述治疗发生的合理且必要的医疗费用，我们在恶性肿瘤医疗保险金的赔付限额内按约定的赔付比例赔付恶性肿瘤医疗保险金。恶性肿瘤住院前后门诊急诊医疗费用中不包括上述第2项所列明的恶性肿瘤特殊门诊医疗费用。7.6 医院指中华人民共和国境内（港、澳、台地区除外）合法经营的二级以上（含二级） 公立医院的普通部（不包含其中的特需医疗、外宾医疗、干部病房），不包括疗养院、护理院、康复中心、戒酒或戒毒中心、精神心理治疗中心以及无相应医护人员或设备的二级或三级医院的联合医院或联合病房。（4）在二级或二级以上医院的相应科室从事临床工作三年以上。（10）不孕不育治疗、人工受精、怀孕、分娩（含难产）、流产、堕胎、节育（含 绝育）、产前产后检查以及由以上原因引起的并发症；7.6 医院指中华人民共和国境内（港、澳、台地区除外）合法经营的二级以上（含二级） 公立医院的普通部（不包含其中的特需医疗、外宾医疗、干部病房），不包括疗养院、护理院、康复中心、戒酒或戒毒中心、精神心理治疗中心以及无相应医护人员或设备的二级或三级医院的联合医院或联合病房。,需要提取的属性是：【医院部门】；该属性的定义是：【保险公司认可的医院的部门】；该属性的类型是：【ENUM】；该属性的取值范围是：【特需部、普通部、特需部、国际部、VIP部等非普通部、未知】；,普通部,特需部,国际部,未知,
123,（3）门诊手术医疗费用 若被保险人因意外伤害或等待期后因意外伤害以外的原因，经本合同约定的医院诊断必须接受门诊手术治疗的，对于被保险人实际发生的合理且必需的门诊手术医疗费用，在扣除约定的免赔额后我们按本合同约定的给付比例给付一般医疗保险金。,需要提取的属性是：【费用报销范围】；该属性的类型是：【ENUM】；该属性的取值范围是：【不限医保、医保外、医保内、医保内+医保外自费药、未知】；,不限医保,医保外,医保内+医保外自费药,医保内,
124,（1）轻症疾病住院医疗费用 若被保险人因意外伤害或等待期后因意外伤害以外的原因经专科医生首次确诊患有任何一项符合本合同第9条约定保障范围及 定义的轻症疾病，经本合同约定的医院诊断必须住院治疗的，对于被保险人实际发生的合理且必需的轻症疾病住院医疗费用，我们按本合同约定的给付比例给付轻症疾病医疗保险金。被保险人在本合同保险期间内开始住院治疗，到本合同保险期间届满日时仍未结束本次住院治疗且未续保的，我们将继续承担因本次住院发生的轻症疾病医疗保险金给付责任，但最长不超过本合同保险期间届满日后30天（含）。轻症疾病住院医疗费用包括床位费、医生诊疗费、治疗费、手术费、药品费、检查化验费、护理费、膳食费、重症监护室床位费。因意外伤害（见11.8）事故引起的保险事故无等待期。续保合同 无等待期。2.3 等待期本合同的等待期是指自本合同生效日起30天内（含第30天）的期间。2.3等待期 城乡居民大病保险身份变更9轻症疾病的定义及范围,需要提取的属性是：【续保免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【否、长期险无续保或不支持续保、是、未知】；,未知,长期险无续保或不支持续保,是,否,
125,身故或全残保险金 被保险人因意外伤害事故或等待期后因意外伤害事故以外的原因导致身故或全残 的，我们按基本保险金额给付身故或全残保险金，本合同终止。您为被保险人续保本保险的，或被保险人因意外伤害事故导致身故或全残的，无等待期。7.2意外伤害事故7.2意外伤害事故 指外来的、突发的、不可预见的、非本意的、非疾病的使被保险人身体受到伤害的客观事件，并以此客观事件为直接且单独原因导致被保险人身体遭受伤害或者身故，猝死不属于意外伤害事故。,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,未知,否,是,不涉及,
126,身故保险金 被保险人于本合同生效（或者最后复效）之日起90日内（含第90日）非因意外伤害导致身故，我们按您已交纳的本合同的保险费数额给付身故保险金，本合同终止。被保险人因意外伤害导致身故，或者于本合同生效（或者最后复效）之日起90日后（不含第90日）非因意外伤害导致身故，我们按如下数额给付身故保险 金，本合同终止。（1）如果被保险人身故时未满18周岁，身故保险金的数额等于以下两项的较 大者：①您已交纳的本合同的保险费数额；②被保险人身故之日本合同的现金价值。（2）如果被保险人身故时已满18周岁，身故保险金的数额等于本合同的基 本保险金额。2.我们不保什么这部分讲的是我们不承担保险责任的情况,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,现金价值*给付比例,基本保额,现金价值较大者,有效保额较大者,
127,1.3.2.3身故或全残保险 金被保险人在等待期后身故或全残，我们按本合同累计已交保险费（无息）向受益人给付身故或全残保险金，本合同效力终止。本合同中的“身故或全残保险金”与“重大疾病保险金”二者不可兼得，即若我们给付其中一项保险金，则另一保险金将不再给付。1.3.3可选责任因意外伤害4导致的保险事故，不受上述时间的限制。（3）等待期内被保险人已经发生的疾病、症状或病理改变且延续到等待 期以后患上一种或多种本合同约定的重大疾病、少儿特定疾病、轻症疾病。（1）等待期内被保险人因疾病导致身故或者全残 3；,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,是,未知,不涉及,否,
128,（二）疫苗预防接种异常反应医疗保险金 在本保险合同保险期间内，被保险人因在接种单位实施合格疫苗的规范接种后发生疫苗预防接种异常反应，并因此在中华人民共和国境内（不含港、澳、台地区）医院接受治疗的，保险人对于被保险人自首次接受相关治疗之日起一百八十日（含）内发生的符合当地社会基本医疗保险主管部门规定的必需且合理的疫苗预防接种异常反应医疗费用，在扣除约定的疫苗预防接种异常反应医疗免赔额后，依照约定的赔偿比例赔偿疫苗预防接种异常反应医疗保险金。保险人对于疫苗预防接种异常反应医疗费用的一次或累计赔偿金额以本保险合同约定的疫苗预防接种异常反应医疗保险金额为限，保险人一次或累计赔偿金额达到本保险合同约定的疫苗预防接种异常反应医疗保险金额时，保险人对被保险人在疫苗预防接种异常反应医疗保险金项下的保险责任终止。续保【偶合症】指受种者在接种时正处于某种疾病的潜伏期或者前驱期，接种后偶合发病。当发生下列情形之一的，本合同不再接受续保：,需要提取的属性是：【续保免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【否、长期险无续保或不支持续保、是、未知】；,未知,是,否,长期险无续保或不支持续保,
