id,context,question,A,B,C,D,answer
76,【晨鸣纸业：上半年净亏损6.88亿元】财联社8月30日电，晨鸣纸业公布2023年半年度报告，报告期营业收入125.65亿元，同比下降24.65%；归属于上市公司股东的净利润亏损6.88亿元，同比盈转亏。,晨鸣纸业上半年净亏损的金额是多少？,3亿元,6.88亿元,10亿元,5亿元,
77,【重庆2023年汛期结束】财联社10月21日电，重庆市防汛抗旱指挥部办公室10月20日发布消息：经会商研判，10月下旬全市各地降水量为18～45毫米；中小河流水势基本平稳，无明显涨水过程；秋冬季发生洪涝灾害的风险低。经批准，市防汛抗旱指挥部决定于10月20日24时结束2023年汛期。,重庆市防汛抗旱指挥部决定于什么时间结束2023年汛期？,45231,45220,10月底,10月20日24时,
78,"【重庆建工：所属全资子公司拟对其子公司增加注册资本金】财联社10月20日电，重庆建工公告，为增强公司市场竞争力，公司董事会同意所属全资子公司重庆建工住宅建设有限公司对其全资子公司重庆建工住新建设有限公司增加注册资本金3,200万元。增资后，该子公司注册资本金由800万元增加至4,000万元。",重庆建工对其子公司增加注册资本金的目的是为了增强公司的什么竞争力?,支持新项目开发,提高企业形象,增强公司市场竞争力。,扩大生产规模,
79,【重庆前三季度GDP同比增长5.6%】财联社10月20日电，重庆市统计局公布，根据地区生产总值统一核算结果，前三季度，全市实现地区生产总值22243.88亿元，同比增长5.6%。其中，第一产业实现增加值1429.67亿元，增长4.3%；第二产业实现增加值8830.19亿元，增长6.1%；第三产业实现增加值11984.02亿元，增长5.4%。,重庆市前三季度GDP同比增长多少？,0.056,0.054,0.061,0.043,
80,【传音手机在中东、拉美等新市场收入已超过非洲】财联社10月20日电，传音控股投资者关系总监梓轩表示，传音手机走出非洲之后，在印尼、孟加拉国、巴基斯坦等很多市场都取得了好成绩。此外，在中东、拉美、中东欧等一些市场，也取得了较好的市场份额。可以看到，传音手机在新市场的收入占比已经超过非洲。第三季度，传音智能手机的收入占比已有70%以上是由非非洲市场贡献的。,传音手机在哪些市场取得了较好的市场份额？,非洲市场。,中东、拉美、中东欧等市场。,北美市场。,印尼、孟加拉国、巴基斯坦市场。,
81,【大秦铁路提前完成集中修恢复煤炭运力】财联社10月19日电，“西煤东运”大动脉大秦铁路完成秋季集中修施工。这次集中修历时16天，较原计划提前4天完成，与往年相比用时压缩9天，实现了运力的快速恢复，为今冬明春电煤保供夯实了基础。,大秦铁路完成秋季集中修施工，提前了多少天？,5天,4天,8天,11天,
82,【道通科技：第三季度净利润同比增长367.54%】财联社10月20日电，道通科技发布第三季度报告，第三季度实现营业收入7.42亿元，同比增长45.19%；归属于上市公司股东的净利润7750.9万元，同比增长367.54%。本期净利润增长主要系传统诊断业务销量持续稳定增长，新能源充电桩业务实现高速发展，同时，期间费用得到合理有效控制等因素综合所致。,道通科技第三季度实现的净利润同比增长主要原因是什么？,道通科技第三季度实现的净利润同比增长主要原因未在新闻资讯中提及,期间费用得到合理有效控制,传统诊断业务销量的持续稳定增长、新能源充电桩业务的高速发展以及期间费用得到合理有效控制。,新能源充电桩业务的高速发展,
83,【德国防长：乌克兰在冲突期间加入北约“是不可能的”】财联社 6月16日电，德国联邦国防部长皮斯托留斯当地时间16日再次重申，乌克兰不可能在冲突期间加入北约。他在布鲁塞尔出席北约国防部长会议期间表示：“每个与会方都清楚，让一个处于战争状态的国家加入（北约）是被禁止的。”因为这将意味着北约立即成为参战方——“这不是任何人真正想要的，乌克兰总统泽连斯基也知道这一点。”,德国防长皮斯托留斯表示乌克兰加入北约在冲突期间是不可能的的原因是什么？,德国国防部长皮斯托留斯不支持乌克兰加入北约。,乌克兰加入北约将意味着北约立即参与战争，这违背了北约的规定。,乌克兰没有表达加入北约的意愿。,乌克兰的加入将增加冲突的复杂性，不利于解决局势。,
84,【德国国防部长皮斯托留斯访问黎巴嫩】财联社10月19日电，据黎巴嫩国家通讯社报道，当地时间10月19日，德国国防部长鲍里斯皮斯托留斯抵达贝鲁特，对黎巴嫩进行访问。皮斯托留斯将在访问期间会见黎巴嫩官员。,德国国防部长皮斯托留斯访问黎巴嫩的目的是什么？,德国国防部长皮斯托留斯访问黎巴嫩是为了提供援助和救灾支持。,德国国防部长皮斯托留斯访问黎巴嫩是为了进行会谈和会见黎巴嫩官员。,德国国防部长皮斯托留斯访问黎巴嫩是为了参观旅游景点。,德国国防部长皮斯托留斯访问黎巴嫩是为了与黎巴嫩商讨贸易合作。,
85,【德生科技：第三季度归母净利652.53万元同比下降72.63%】财联社10月20日电，德生科技公布2023年第三季度报告，报告期营业收入1.61亿元，同比下降27.85%；归属于上市公司股东的净利润652.53万元，同比下降72.63%。,德生科技2023年第三季度归母净利润同比下降的原因是什么？,公司产品竞争力下降导致销售额减少。,营销策略不当导致市场份额下降。,原材料成本上涨导致利润下降。,从新闻资讯中无法找到与正确答案相关的内容。,
86,【电工合金：公司生产的高压连接件间接运用于小米汽车】财联社10月20日电，电工合金10月20日在互动平台表示，目前公司生产的高压连接件间接运用于小米汽车。公司将继续加大市场开拓力度，深入挖掘与新能源客户的合作机遇。,电工合金公司的高压连接件被间接运用于哪款汽车？,华为汽车,奇瑞汽车,蔚来汽车,小米汽车,
87,【电气风电：拟公开挂牌转让全资子公司立陇新能源100%股权】财联社10月20日电，电气风电公告，拟在上海联交所采用公开挂牌的方式转让所持有的全资子公司立陇新能源100%股权，本次股权转让价格预计为9.44亿元；全资子公司上海之恒下设的金昌金开将在上海联交所采用公开挂牌的方式转让所持有的全资子公司金昌永能100%股权，本次股权转让价格预计为2.04亿元。,电气风电拟转让立陇新能源100%股权的价格预计为多少？,9.44亿元,5.67亿元,3.21亿元,12.83亿元,
88,【东方甄选3日跌超16%近日推出会员收费服务】财联社10月20日电，东方甄选午后跌幅扩大，截至发稿跌8%创近3个月新低。该公司近日推出会员收费服务，年费199元/年，包含自营品88折等优惠。股价在近3个交易日累计跌幅已超16%。,东方甄选公司近日推出的会员收费服务对股价有何影响？,东方甄选公司近日推出的会员收费服务对股价没有影响。,东方甄选公司近日推出的会员收费服务已经导致股价稳定，没有出现大幅波动。,东方甄选公司近日推出的会员收费服务已经导致股价上涨了16%。,东方甄选公司近日推出的会员收费服务已经导致股价在近3个交易日累计跌幅超过16%。,
89,【东岳硅材：第三季度净亏损9364.24万元】财联社10月20日电，东岳硅材公布2023年第三季度报告，报告期营业收入11.25亿元，同比下降32.93%；归属于上市公司股东的净利润为-9364.24万元。,东岳硅材在2023年第三季度的净利润亏损多少万元？,-2010.50万元,11250万元,-3260.93万元,-9364.24万元。,
90,【俄外长拉夫罗夫：俄朝关系达到新的战略水平】财联社10月19日电，据俄新社今天（19日）报道，正在朝鲜访问的俄罗斯外交部长拉夫罗夫当天在与朝鲜外务相崔善姬的会谈中表示，俄罗斯总统普京与朝鲜劳动党总书记、国务委员长金正恩上月13日在俄罗斯远东地区举行会晤后，两国关系达到了新的战略水平。,俄罗斯总统普京与朝鲜劳动党总书记、国务委员长金正恩在会晤后，两国关系达到了什么水平？,两国关系达到了亲密伙伴水平。,两国关系达到了新的战略水平。,两国关系达到了紧张关系水平。,两国关系达到了全面合作水平。,
91,【俄总理签署命令终止俄罗斯与芬兰间促进边境地区合作的协议】财联社10月21日电，俄罗斯总理米舒斯京20日签署命令，终止俄罗斯与芬兰之间关于促进边境地区合作的协议。命令要求俄罗斯外交部通知芬兰方面相关决定。,俄罗斯总理米舒斯京签署的命令终止了什么协议?,俄罗斯与芬兰之间的贸易协议。,俄罗斯与芬兰之间的环保合作协议。,俄罗斯与芬兰之间的科技合作协议。,俄罗斯与芬兰之间关于促进边境地区合作的协议。,
92,【法国骚乱进一步平缓被捕人数继续减少】财联社 7月4日电，法国骚乱局势持续多日后于 7月3日趋于缓和。据法国内政部当地时间4日通报的最新情况，在3日晚间到4日早晨，法国警方共抓捕了72人，其中大巴黎地区24人。相关数据较前一日下降。,法国骚乱局势在7月3日趋于缓和后，警方抓捕的人数变化情况如何？,抓捕人数持平，警方共抓捕了72人，其中大巴黎地区24人。,抓捕人数较前一日下降，警方共抓捕了72人，其中大巴黎地区24人。,抓捕人数没有变化，警方共抓捕了72人，其中大巴黎地区24人。,抓捕人数较前一日上升，警方共抓捕了72人，其中大巴黎地区24人。,
93,【飞沃科技：第三季度净利润1002.51万元同比下降49.63%】财联社10月22日电，飞沃科技公布2023年第三季度报告，本报告期营业收入5.02亿元，同比增长35.40%；归属于上市公司股东的净利润1002.51万元，同比下降49.63%；归属于上市公司股东的扣除非经常性损益的净利润996.06万元，同比下降47.75%；基本每股收益0.1867元/股。,飞沃科技2023年第三季度净利润同比下降的幅度是多少？,1002.51万元,0.354,0.4775,0.4963,
94,【飞亚达：第三季度净利润7816.29万元同比下降12.28%】财联社10月20日电，飞亚达发布2023年第三季度报告，报告期营业收入11.63亿元，同比下降3.26%；归属于上市公司股东的净利润7816.29万元，同比下降12.28%；归属于上市公司股东的扣除非经常性损益的净利润7552.26万元，同比下降12.85%；基本每股收益0.1922元。,飞亚达2023年第三季度净利润同比下降了多少？,0.1228,0.1285,0.0326,0.1922元,
95,【非法入境朝鲜的美国士兵已被美军拘留并面临多项指控】财联社10月20日电，当地时间10月19日晚间，两名美军官员表示，7月非法入境朝鲜后返回美国的陆军二等兵特拉维斯金已被军方拘留，并面临多项指控。媒体获得的一份文件显示，特拉维斯金面临逃兵罪等8项指控。,特拉维斯金面临哪些指控？,特拉维斯金面临叛国罪等8项指控。,特拉维斯金面临走私罪等8项指控。,特拉维斯金面临间谍罪等8项指控。,特拉维斯金面临逃兵罪等8项指控。,
96,【敷尔佳：前三季度实现净利5.36亿元同比降17.33%】财联社10月22日电，敷尔佳披露三季度报告，前三季度公司实现营业收入13.39亿元，同比增长1.8%；实现归母净利润5.36亿元，同比下降17.33%。其中，第三季净利润1.83亿元，同比下降37.26%。,敷尔佳前三季度归母净利润同比下降17.33%，为多少亿元？,5.36亿元,3.09亿元,4.83亿元,6.21亿元,
97,【高盟新材：第三季度净利润2444.04万元同比下降40.39%】财联社10月19日电，高盟新材公布2023年第三季度报告，报告期营业收入2.78亿元，同比增长7.49%；归属于上市公司股东的净利润2444.04万元，同比下降40.39%。,高盟新材2023年第三季度净利润同比下降的原因是什么？,从新闻中可以找到与净利润下降相关的内容，但具体的原因并未提及。,由于公司运营不善导致净利润下降。,由于市场需求不足导致净利润下降。,由于公司产品质量问题导致净利润下降。,
98,【高争民爆：第三季度净利润5008.27万元同比增长277.20%】财联社10月19日电，高争民爆公布2023年第三季度报告，报告期营业收入4.68亿元，同比增长39.01%；归属于上市公司股东的净利润5008.27万元，同比增长277.20%。,高争民爆2023年第三季度净利润同比增长了多少？,2.772,5008.27万元,0.3901,4.68亿元,
99,【工信部：中国已建成全球规模最大、技术领先的5G网络】财联社10月21日电，2023年中国5G发展大会21日在上海开幕。中国工业和信息化部党组成员、副部长张云明在开幕式上称，中国已建成全球规模最大、技术领先的5G网络。截至9月底，中国累计建成开通5G基站318.9万个，5G移动电话用户达7.37亿户，占移动电话用户总数的42.8%，5G行业虚拟专网超2万个，数字经济发展底座不断夯实。,中国建成了全球规模最大、技术领先的5G网络是在什么时候宣布的？,中国宣布建成全球规模最大、技术领先的5G网络是在2023年的中国5G发展大会上宣布的。,中国宣布建成全球规模最大、技术领先的5G网络是在2019年的中国5G发展大会上宣布的。,中国宣布建成全球规模最大、技术领先的5G网络是在2020年的中国5G发展大会上宣布的。,中国宣布建成全球规模最大、技术领先的5G网络是在2021年的中国5G发展大会上宣布的。,
100,【光伏板块异动拉升钧达股份逼近涨停】财联社10月19日电，光伏板块午后异动拉升，钧达股份逼近涨停，锦浪科技、亚玛顿、爱旭股份、奥特维、帝科股份等冲高。消息面上，根据国家统计局数据，9月，中国光伏电池总产量51.4GW，同比增长65.4%；前三季度光伏电池总产量为384.28GW，同比增长63.2%。,中国光伏电池总产量在前三季度同比增长多少？,光伏电池总产量在前三季度同比增长63.2%。,光伏电池总产量在前三季度同比增长50%。,光伏电池总产量在前三季度同比增长65.4%。,光伏电池总产量在前三季度同比增长70%。,
101,【广东防总启动防风级应急响应】财联社10月19日电，鉴于台风“三巴”发展趋势及对广东省影响，根据《广东省防汛防旱防风防冻应急预案》和省防总有关规定，广东省防汛防旱防风总指挥部决定于10月19日11时启动防风级应急响应。,广东省防汛防旱防风总指挥部何时启动防风级应急响应？,广东省防汛防旱防风总指挥部决定于10月19日10时启动防风级应急响应。,广东省防汛防旱防风总指挥部决定于10月20日11时启动防风级应急响应。,广东省防汛防旱防风总指挥部决定于10月18日11时启动防风级应急响应。,广东省防汛防旱防风总指挥部决定于10月19日11时启动防风级应急响应。,
102,"【广哈通信：拟通过支付现金方式收购暨通信息60%股权】财联社10月20日电，广哈通信公告，公司拟通过支付现金的方式购买平云资本、子衿投资、垂天投资合计持有的暨通信息60%股权。本次交易完成后，暨通信息将成为上市公司的控股子公司。交易价格为5,883.00万元。",广哈通信公司以何种方式购买暨通信息的股权？,广哈通信公司拟以发行股票的方式购买暨通信息的股权。,广哈通信公司拟以支付现金的方式购买暨通信息的股权。,广哈通信公司拟以资产置换的方式购买暨通信息的股权。,广哈通信公司拟以债务转股的方式购买暨通信息的股权。,
103,【广生堂：第三季度报告披露时间延期至10月30日】财联社10月19日电，广生堂公告，原定于2023年10月24日披露《2023年第三季度报告》。为进一步完善报告编制和复核相关工作，确保报告的质量和信息披露的真实性、准确性和完整性，经向深圳证券交易所申请，公司将《2023年第三季度报告》的披露时间延期至2023年10月30日。,广生堂为什么将第三季度报告披露时间延期至10月30日?,公司正在进行重大业务调整，需要额外时间准备报告。,公司遇到了技术问题，无法按时披露报告。,为进一步完善报告编制和复核相关工作，确保报告的质量和信息披露的真实性、准确性和完整性。,公司高层内部出现了意见分歧，导致报告延期。,
104,【广西平果市一企业发生爆炸事故失联6人已确认遇难】财联社10月21日电，2023年10月20日21时21分许，广西平果市工业园区内企业广西兴越材料科技有限公司再生铝熔铸车间发生一起爆炸事故。10月21日12时24分许，相继搜救出第5名、第6名被困人员，经抢救无效死亡。截至13时许，失联的6人已确认全部死亡。事故调查及善后处置工作正在进行中。,在广西平果市发生的爆炸事故中，失联的6人是否全部遇难？,是的，失联的6人已经确认全部死亡。,幸存者被成功救出并送往医院接受治疗。,目前只有一名被困人员被救出，其余人员失联情况未知。,失联的6人中仍有可能有部分人员生还。,
105,【广西壮族自治区人大常委会原党组副书记、副主任张秀隆接受审查调查】财联社10月21日电，广西壮族自治区人大常委会原党组副书记、副主任张秀隆涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。,张秀隆涉嫌什么问题接受审查调查？,张秀隆涉嫌渎职接受审查调查。,张秀隆涉嫌贪污接受审查调查。,张秀隆涉嫌严重违纪违法接受审查调查。,张秀隆涉嫌受贿接受审查调查。,
106,"【广州发展：1-9月累计完成发电量170.24亿千瓦时】财联社10月20日电，广州发展公告，2023年1-9月，公司合并口径发电企业累计完成发电量170.24亿千瓦时，上网电量（含光伏发电售电量）161.34亿千瓦时，与去年同期相比分别上涨11.87%和11.92%。截至9月30日，公司市场煤销售量为2,416万吨，同比增加2.65%。",广州发展2023年1-9月的发电量增长率是多少？,广州发展2023年1-9月的发电量增长率为6.25%。,广州发展2023年1-9月的发电量增长率为8.34%。,广州发展2023年1-9月的发电量增长率为11.87%。,广州发展2023年1-9月的发电量增长率为13.15%。,
107,【广州南沙：企业实现上市融资最高奖励1300万元】财联社10月19日电，广州南沙新区（自贸片区）促进金融业高质量发展扶持办法19日发布。扶持办法对后备上市企业利用境内外资本市场实现上市融资的，根据上市阶段、上市类型等方面进行综合考量，给予最高1300万元奖励。对首次新迁入本区的上市企业给予最高1000万元奖励。对上市企业股权激励给予最高100%地方经济贡献奖励。,广州南沙新区对于实现上市融资的企业提供的最高奖励是多少？,最高奖励是1500万元。,最高奖励是1300万元。,最高奖励是1000万元。,最高奖励是800万元。,
108,【硅宝科技：公司硅碳负极材料产品现处于大规模送样阶段】财联社10月21日电，硅宝科技10月21日在互动平台表示，公司硅碳负极材料产品近年有实现小批量销售，目前对公司盈利贡献还很小。公司正在给动力电池厂客户送样测评，现处于大规模送样阶段。,硅宝科技的硅碳负极材料产品目前处于什么阶段？,目前，硅宝科技的硅碳负极材料产品已经取得了可观的盈利贡献。,目前，硅宝科技的硅碳负极材料产品处于大规模送样阶段。,目前，硅宝科技的硅碳负极材料产品已经开始大规模销售。,目前，硅宝科技的硅碳负极材料产品还未开始送样测评。,
109,【国光股份：第三季度净利润5413.67万元同比增长132.82%】财联社10月19日电，国光股份公布2023年第三季度报告，报告期营业收入3.95亿元，同比增长8.04%；归属于上市公司股东的净利润5413.67万元，同比增长132.82%；基本每股收益0.12元。,国光股份 2023年第三季度净利润同比增长了多少？,1.3282,5413.67万元,0.12元,0.0804,
110,【国家发改委产业司召开工业 机器人产业高质量发展专题座谈会】财联社 6月29日电，近日，国家发改委产业司组织召开专题座谈会，研究推进工业机器人产业高质量发展的有关事宜，有关行业协会、生产企业和研究机构的相关负责同志参加会议。会议听取了与会有关方面关于工业机器人产业发展现状、实现高质量发展面临的突出矛盾和主要问题等相关情况的介绍，就加快推进工业机器人产业高质量发展的具体举措进行了深入交流研讨。,国家发改委产业司召开什么专题座谈会？,农业科技产业高质量发展专题座谈会,信息技术产业高质量发展专题座谈会,新能源汽车产业高质量发展专题座谈会,工业机器人产业高质量发展专题座谈会,
111,【国家发改委与印尼有关部门签署共建“一带一路”等四份合作文件】财联社10月19日电，在中国和印尼两国元首共同见证下，国家发展改革委主任郑栅洁10月17日和印尼有关部门负责人签署共建“一带一路”、治理和可持续发展经验交流、可持续发展能力建设、医药健康领域合作等四份合作文件。,国家发改委与印尼有关部门签署了哪些合作文件?,国家发展改革委主任郑栅洁与印尼有关部门负责人签署了共建“一带一路”、农业合作、文化交流、旅游合作等四份合作文件。,国家发展改革委主任郑栅洁与印尼有关部门负责人签署了共建“一带一路”、教育合作、能源合作、科技领域合作等四份合作文件。,国家发展改革委主任郑栅洁与印尼有关部门负责人签署了共建“一带一路”、反恐合作、金融合作、环保领域合作等四份合作文件。,国家发展改革委主任郑栅洁与印尼有关部门负责人签署了共建“一带一路”、治理和可持续发展经验交流、可持续发展能力建设、医药健康领域合作等四份合作文件。,
112,【国家矿山安全监察局云南局副局长沈建荣接受纪律审查和监察调查】财联社10月20日电，据中央纪委国家监委驻应急管理部纪检监察组、云南省纪委监委消息：国家矿山安全监察局云南局副局长沈建荣涉嫌严重违纪违法，目前正接受中央纪委国家监委驻应急管理部纪检监察组纪律审查和云南省监察委员会监察调查。,国家矿山安全监察局云南局副局长沈建荣涉嫌什么违法违纪？,沈建荣涉嫌贪污犯罪。,沈建荣涉嫌行贿犯罪。,沈建荣涉嫌受贿犯罪。,沈建荣涉嫌严重违纪违法。,
113,【国家市场监督管理总局：2022年度企业年报率91.33%】财联社8月13日电，据国家市场监督管理总局消息，2022年度企业年报率91.33%。自2014年《企业信息公示暂行条例》施行以来，企业年报率连续第6年在91%以上。,2022年度企业年报率达到了多少?,0.8622,0.8991,0.9475,91.33%。,
114,【国家统计局：8月中旬生猪（外三元）价格环比下跌1.2%】财联社8月24日电，据国家统计局对全国流通领域9大类50种重要生产资料市场价格的监测显示，2023年8月中旬与8月上旬相比，25种产品价格上涨，23种下降，2种持平。其中，生猪（外三元）价格为17.1元/千克，环比下跌1.2%。,2023年8月中旬生猪（外三元）的价格相比8月上旬下降了多少？,0.005,0.012,0.008,0.026,
115,【国家邮政局：1—9月邮政行业寄递业务量累计完成1151.1亿件】财联社10月21日电，据国家邮政局数据，1—9月，邮政行业寄递业务量累计完成1151.1亿件，同比增长13.6%。其中，快递业务量（不包含邮政集团包裹业务）累计完成931.2亿件，同比增长16.4%。,邮政行业1-9月份的快递业务量完成了多少亿件？,0.136,1151.1亿件,0.164,931.2亿件。,
116,【国内期货主力合约互有涨跌液化石油气（LPG）涨超2%】财联社10月20日电，国内期货主力合约互有涨跌，液化石油气（LPG）涨超2%，菜粕涨超1%。跌幅方面，纸浆跌超2%，铁矿石、纯碱、棉花、棉纱、沥青、PTA跌超1%。,10月20日国内期货主力合约的涨跌情况如何？,10月20日国内期货主力合约中，铁矿石涨幅超过1%。,10月20日国内期货主力合约中，液化石油气（LPG）涨幅超过2%，菜粕涨幅超过1%。,10月20日国内期货主力合约中，纯碱跌幅超过1%。,10月20日国内期货主力合约中，纸浆涨幅超过2%。,
117,【国内商品期货收盘碳酸锂跌超6%】财联社10月20日电，国内商品期货收盘，跌多涨少。碳酸锂跌超6%，铁矿石跌超3%，棉花、NR等跌逾2%，豆油、氧化铝等跌超1%，沪铜、螺纹钢等小幅下跌；原油、沪金等涨超1%，豆粕、菜粕等小幅上涨。,10月20日，国内商品期货收盘中碳酸锂的跌幅超过了多少？,超过3%,超过6%,超过1%,超过2%,
118,【哈马斯：哈马斯安全部队负责人及其家人死于以色列空袭】财联社10月19日电，据阿拉比亚电视台报道，巴勒斯坦伊斯兰抵抗运动(哈马斯)周四表示，哈马斯安全部队负责人杰哈德。马伊森(JihadMuheisen)及其在加沙的家人死于以色列空袭。,以色列空袭导致哈马斯安全部队负责人及其家人去世，这对哈马斯运动有何影响？,以色列的空袭对哈马斯运动造成重大的人员伤亡和损失，可能会削弱哈马斯的安全部队的实力和影响力。,哈马斯运动将会因此采取更加激进的行动，对以色列进行更多的恐怖袭击。,以色列空袭造成的人员伤亡只是一次性事件，对哈马斯运动的长远影响很有限。,以色列的空袭对哈马斯运动没有任何影响，哈马斯仍然可以继续活动。,
119,【哈马斯称目前尚未有任何援助进入加沙地带】财联社10月19日电，《耶路撒冷邮报》援引巴勒斯坦方面消息称，哈马斯拉法口岸发言人瓦伊尔阿布奥马尔（WaelAbuOmar）表示，截至当地时间19日下午，尚未有任何援助或道路维修设备从埃及进入加沙地带。19日凌晨，在埃及方面的协调下，以色列方面同意暂时停火，并开放拉法口岸，允许人道主义救援物资进入加沙地带。,目前协调停火后，是否有援助物资进入加沙地带？,埃及方面已经提供了大量援助物资给加沙地带。,根据消息，大量援助物资已经进入加沙地带。,加沙地带已经收到大量援助物资和道路维修设备。,目前尚未有任何援助或道路维修设备从埃及进入加沙地带。,
120,【哈马斯声称对以色列多地遭火箭弹袭击一事负责】财联社10月19日电，巴勒斯坦伊斯兰抵抗运动（哈马斯）当地时间10月19日宣称对从黎巴嫩南部向以色列实施的火箭弹袭击负责，该组织表示，当天向以色列纳哈里亚和什洛米等地发射了约30枚火箭弹。,哈马斯声称对以色列多地遭火箭弹袭击一事负责，向以色列发射了多少枚火箭弹？,约30枚火箭弹。,约20枚火箭弹。,约50枚火箭弹。,约10枚火箭弹。,
121,【海大集团：第三季度净利润11.51亿元同比下降2.69%】财联社10月19日电，海大集团公布2023年第三季度报告，报告期营业收入341.897亿元，同比增长4.78%；归属于上市公司股东的净利润11.51亿元，同比下降2.69%。,海大集团2023年第三季度净利润同比下降的原因是什么？,主要是由于新冠疫情的影响导致市场需求下滑。,是因为海大集团采取了一些不明智的经营策略。,是由于海大集团产品竞争力下降导致销售额减少。,从新闻资讯中无法找到相关内容。,
122,【海关总署：11月1日起取消出口货物原产地企业备案事项】财联社10月20日电，海关总署发布关于取消出口货物原产地企业备案事项的公告，为进一步优化跨境贸易营商环境，提升贸易便利，海关总署决定自2023年11月1日起取消出口货物原产地企业备案事项，原产地证书申请人可直接通过国际贸易“单一窗口”、互联网+海关、中国贸促会申报系统等申领原产地证书。,从什么时候开始取消出口货物原产地企业备案事项?,45200,45261,44866,45231,
123,【海南发布暴雨黄色预警】财联社10月22日电，海南省气象局2023年10月22日17时00分继续发布暴雨三级预警：受偏东急流影响，预计未来24小时，琼海、万宁、琼中等市县大部分乡镇将出现80-150毫米的降水，个别乡镇降水将达200毫米以上；文昌、屯昌、定安、保亭、陵水等市县部分乡镇将出现50-80毫米的降水，请有关单位和人员做好防范工作。,海南发布暴雨黄色预警，哪些市县将出现较多的降水？,海口、三亚、儋州等市县将出现较多的降水。,根据新闻资讯，琼海、万宁、琼中等市县大部分乡镇将出现80-150毫米的降水，个别乡镇降水将达200毫米以上。,预计未来24小时，海南省大部分市县都将出现较多的降水。,文昌、屯昌、定安、保亭、陵水等市县将出现80-150毫米的降水。,
124,【海南发布海上雷雨大风黄色预警】财联社10月22日电，海南省气象台10月22日19时43分继续发布海上雷雨大风黄色预警信号：本岛南部海面22日23时至23日20时可能出现雷雨大风天气，风力达7～9级并伴有强雷电，建议有关单位和人员做好防范工作。,海南省气象台发布的海上雷雨大风黄色预警信号的时间是什么时候？,海南省气象台于10月23日19时43分发布了海上雷雨大风黄色预警信号。,海南省气象台于10月22日8时43分发布了海上雷雨大风黄色预警信号。,海南省气象台于10月22日19时43分发布了海上雷雨大风黄色预警信号。,海南省气象台于10月21日19时43分发布了海上雷雨大风黄色预警信号。,
125,【海印股份：签订分布式光伏发电项目能源管理合同】财联社10月20日电，海印股份公告，公司的下属控股公司北海海恒新能源拟与控股股东海印集团全资子公司北海高科签署《分布式光伏发电项目能源管理合同》，北海海恒新能源将在北海高科屋顶建设分布式光伏发电项目，双方分配由本项目带来的节能效益，且北海高科以享受电费折扣的方式分享能源效益。,北海海恒新能源与北海高科签署的《分布式光伏发电项目能源管理合同》的主要内容是什么？,双方分配由该项目带来的节能效益，并且北海高科以享受电费折扣的方式分享能源效益。,双方将共同投资建设分布式光伏发电项目。,北海高科将全权负责管理与运营分布式光伏发电项目。,北海海恒新能源将负责屋顶建设分布式光伏发电项目。,
126,【韩国最大在野党党首李在明下周恢复履职】财联社10月19日电，韩国最大在野党共同民主党官员19日说，党首李在明下周将正式恢复履职。此前，李在明因抗议总统尹锡悦的施政绝食24天，因健康状况恶化而暂停履职。共同民主党官员权赫基当天对媒体说，李在明将于20日前往首尔一家法院就所涉贪腐案受审，23日起恢复履行党首职责。,韩国最大在野党共同民主党党首李在明因何原因恢复履职？,李在明因健康状况恶化而暂停履职，经过康复后将恢复履职。,李在明因涉贪腐案而恢复履职。,李在明因总统尹锡悦的施政失误而恢复履职。,李在明因党内选举获胜而恢复履职。,
127,【航天电子：拟转让全资子公司航天电工公司不低于51%股权】财联社10月22日电，航天电子公告，公司召开董事会会议通过关于拟转让航天电工集团有限公司股权的议案，公司拟转让公司全资子公司航天电工公司不低于51%股权，本次股权转让完成后，航天电工公司将由公司全资子公司变更为持股不超过49%的参股公司。,航天电子拟转让航天电工公司多少%的股权？,0.49,不低于51%,0.5,不超过51%,
128,【航天科技集团发布六款固体火箭发动机】财联社10月21日电，中国航天科技集团消息，10月20日，中国航天科技集团有限公司四院举办“磅礴动力、载梦同舟”西安航天商业火箭动力技术有限责任公司成立暨产品发布会。四院商业航天发动机研发制造商——西安航天商业火箭动力技术有限责任公司成立，并正式发布了包含整体式和分段式在内的商业航天用固体火箭发动机及其型谱，标志着中国航天固体动力将加速进入高质量发展的新时期。,中国航天科技集团发布了多少款固体火箭发动机？,中国航天科技集团发布了六款固体火箭发动机。,中国航天科技集团发布了四款固体火箭发动机。,中国航天科技集团发布了八款固体火箭发动机。,中国航天科技集团发布了十款固体火箭发动机。,
129,【禾川科技：1812.22万股限售股10月30日解禁】财联社10月20日电，禾川科技公告，公司本次上市流通的限售股份数量为1812.22万股，占公司总股本的比例为12.00%；本次上市流通日期为2023年10月30日（2023年10月28日为非交易日，上市流通日期顺延至2023年10月30日）。,禾川科技限售股解禁日期是什么时候?,2023年10月30日。,2024年1月1日。,2023年10月28日。,2023年11月1日。,
